Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2000-10-31,@,CHI,W,100,81,,40,73,.548,5,13,.385,35,60,.583,.582,15,19,.789,5,32,37,29,12,6,18,23,26,67,.388,6,8,.750,20,59,.339,.433,23,29,.793,7,22,29,19,8,4,20,20
2,2,2000-11-01,@,CLE,L,100,102,2OT,30,83,.361,6,16,.375,24,67,.358,.398,34,40,.850,14,24,38,18,8,6,22,21,40,86,.465,0,4,.000,40,82,.488,.465,22,29,.759,17,34,51,27,8,9,24,32
3,3,2000-11-03,@,DET,W,100,93,,34,92,.370,8,13,.615,26,79,.329,.413,24,29,.828,23,24,47,23,16,4,17,26,33,74,.446,3,12,.250,30,62,.484,.466,24,29,.828,14,31,45,18,10,8,25,26
4,4,2000-11-04,@,MIN,L,91,99,,36,87,.414,1,8,.125,35,79,.443,.420,18,27,.667,14,31,45,16,6,2,13,17,41,85,.482,4,9,.444,37,76,.487,.506,13,18,.722,11,32,43,24,7,6,14,27
5,5,2000-11-06,,POR,W,79,75,,31,83,.373,3,16,.188,28,67,.418,.392,14,19,.737,12,34,46,20,5,6,9,17,32,87,.368,3,13,.231,29,74,.392,.385,8,11,.727,12,36,48,20,4,10,12,19
6,6,2000-11-08,,GSW,W,115,84,,48,96,.500,8,20,.400,40,76,.526,.542,11,18,.611,8,36,44,34,14,6,15,21,33,79,.418,1,4,.250,32,75,.427,.424,17,25,.680,9,37,46,20,5,3,31,18
7,7,2000-11-10,@,GSW,W,114,107,OT,38,84,.452,5,18,.278,33,66,.500,.482,33,47,.702,10,28,38,29,7,6,16,26,39,91,.429,4,12,.333,35,79,.443,.451,25,36,.694,18,37,55,21,7,1,24,32
8,8,2000-11-12,,DAL,W,109,84,,39,73,.534,7,18,.389,32,55,.582,.582,24,29,.828,6,40,46,32,6,2,14,19,36,89,.404,1,9,.111,35,80,.438,.410,11,13,.846,10,27,37,17,7,2,10,21
9,9,2000-11-14,,ORL,W,96,82,,36,72,.500,4,16,.250,32,56,.571,.528,20,25,.800,7,30,37,25,13,3,21,15,34,84,.405,4,14,.286,30,70,.429,.429,10,13,.769,15,24,39,16,11,1,22,23
10,10,2000-11-16,,LAL,L,110,112,OT,40,91,.440,11,25,.440,29,66,.439,.500,19,22,.864,11,33,44,21,10,3,11,23,41,83,.494,6,19,.316,35,64,.547,.530,24,35,.686,10,36,46,22,4,5,15,23
