Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2011-12-26,,LAL,W,100,91,,35,75,.467,9,18,.500,26,57,.456,.527,21,35,.600,10,30,40,16,4,6,12,19,37,88,.420,1,16,.063,36,72,.500,.426,16,19,.842,16,29,45,21,6,6,11,25
2,2,2011-12-27,@,POR,L,79,101,,31,82,.378,3,16,.188,28,66,.424,.396,14,22,.636,14,28,42,11,1,4,20,27,38,85,.447,3,18,.167,35,67,.522,.465,22,28,.786,15,29,44,25,6,8,10,23
3,3,2011-12-29,,CHI,L,98,108,,35,83,.422,8,17,.471,27,66,.409,.470,20,34,.588,18,24,42,13,8,2,16,19,43,80,.538,6,12,.500,37,68,.544,.575,16,21,.762,8,33,41,25,6,5,18,27
4,4,2011-12-31,,NYK,L,92,114,,30,86,.349,6,22,.273,24,64,.375,.384,26,41,.634,22,29,51,15,7,2,14,22,40,89,.449,10,28,.357,30,61,.492,.506,24,27,.889,17,26,43,26,7,6,12,35
5,5,2012-01-01,,NOH,W,96,80,,35,85,.412,8,23,.348,27,62,.435,.459,18,21,.857,12,29,41,16,12,6,10,15,36,89,.404,0,15,.000,36,74,.486,.404,8,16,.500,22,38,60,24,4,2,19,18
6,6,2012-01-03,@,MEM,L,96,113,,34,83,.410,9,24,.375,25,59,.424,.464,19,23,.826,14,27,41,13,11,5,19,18,50,91,.549,2,8,.250,48,83,.578,.560,11,16,.688,15,34,49,20,14,2,15,17
7,7,2012-01-04,@,DEN,L,83,110,,30,93,.323,2,21,.095,28,72,.389,.333,21,24,.875,15,21,36,12,16,7,17,17,46,76,.605,3,9,.333,43,67,.642,.625,15,22,.682,7,43,50,31,14,11,27,22
8,8,2012-01-05,,MIL,W,103,100,,37,91,.407,4,21,.190,33,70,.471,.429,25,30,.833,23,32,55,16,10,4,19,18,39,76,.513,9,19,.474,30,57,.526,.572,13,21,.619,7,24,31,26,12,2,20,27
9,9,2012-01-08,,ORL,L,97,104,,38,73,.521,3,20,.150,35,53,.660,.541,18,24,.750,10,35,45,16,4,5,18,24,37,87,.425,10,32,.313,27,55,.491,.483,20,31,.645,17,26,43,24,10,1,10,20
10,10,2012-01-10,@,PHI,L,85,112,,34,86,.395,4,19,.211,30,67,.448,.419,13,21,.619,13,30,43,16,7,4,15,13,47,83,.566,5,13,.385,42,70,.600,.596,13,19,.684,4,42,46,30,9,7,11,15
11,11,2012-01-11,@,TOR,W,98,91,,30,81,.370,7,24,.292,23,57,.404,.414,31,34,.912,14,34,48,13,8,3,18,15,34,80,.425,6,20,.300,28,60,.467,.463,17,21,.810,9,35,44,20,7,4,18,28
12,12,2012-01-13,@,HOU,L,89,103,,35,80,.438,4,20,.200,31,60,.517,.463,15,16,.938,6,30,36,17,8,6,11,15,40,89,.449,8,21,.381,32,68,.471,.494,15,19,.789,18,37,55,22,6,5,14,15
13,13,2012-01-14,@,DAL,L,60,99,,22,86,.256,2,21,.095,20,65,.308,.267,14,18,.778,16,34,50,10,11,3,17,21,37,81,.457,7,16,.438,30,65,.462,.500,18,25,.720,12,47,59,19,10,6,17,16
14,14,2012-01-16,@,MIN,L,86,99,,35,79,.443,4,17,.235,31,62,.500,.468,12,20,.600,9,28,37,20,8,4,17,18,37,80,.463,10,26,.385,27,54,.500,.525,15,19,.789,9,29,38,24,11,8,13,20
15,15,2012-01-18,,IND,W,92,88,,28,93,.301,8,31,.258,20,62,.323,.344,28,41,.683,30,23,53,17,11,3,12,22,34,78,.436,1,13,.077,33,65,.508,.442,19,27,.704,18,35,53,13,7,8,19,28
16,16,2012-01-20,@,SAS,W,88,86,,36,83,.434,5,21,.238,31,62,.500,.464,11,19,.579,13,33,46,16,9,2,14,23,31,82,.378,5,25,.200,26,57,.456,.409,19,21,.905,13,32,45,19,7,2,13,16
17,17,2012-01-21,@,MEM,L,95,128,,36,87,.414,6,19,.316,30,68,.441,.448,17,22,.773,11,27,38,20,6,3,16,19,50,92,.543,8,16,.500,42,76,.553,.587,20,27,.741,11,40,51,27,11,9,11,20
18,18,2012-01-23,@,POR,L,89,101,,32,80,.400,7,18,.389,25,62,.403,.444,18,25,.720,11,25,36,23,8,3,14,22,41,88,.466,7,19,.368,34,69,.493,.506,12,21,.571,19,34,53,22,6,2,18,22
19,19,2012-01-25,,DEN,L,93,122,,34,78,.436,9,20,.450,25,58,.431,.494,16,22,.727,12,23,35,19,7,4,18,24,50,91,.549,2,13,.154,48,78,.615,.560,20,25,.800,17,31,48,29,10,8,14,18
20,20,2012-01-28,@,UTA,L,93,96,,37,80,.463,6,13,.462,31,67,.463,.500,13,14,.929,10,29,39,15,9,5,15,21,35,79,.443,7,18,.389,28,61,.459,.487,19,23,.826,15,26,41,15,9,10,18,15
21,21,2012-01-31,@,GSW,L,90,93,,35,82,.427,6,16,.375,29,66,.439,.463,14,19,.737,12,41,53,21,6,5,21,14,37,91,.407,8,24,.333,29,67,.433,.451,11,13,.846,9,29,38,26,8,8,8,20
22,22,2012-02-02,,POR,W,95,92,,34,76,.447,5,17,.294,29,59,.492,.480,22,29,.759,10,32,42,16,7,4,16,17,40,88,.455,4,18,.222,36,70,.514,.477,8,16,.500,13,29,42,23,12,6,14,22
23,23,2012-02-04,,GSW,W,114,106,OT,43,98,.439,10,22,.455,33,76,.434,.490,18,21,.857,20,35,55,21,10,4,21,13,39,90,.433,16,29,.552,23,61,.377,.522,12,13,.923,10,26,36,25,10,9,18,21
24,24,2012-02-06,@,NOH,W,100,92,,37,78,.474,8,24,.333,29,54,.537,.526,18,25,.720,11,30,41,17,5,5,9,21,34,81,.420,3,9,.333,31,72,.431,.438,21,26,.808,15,33,48,21,6,6,11,19
25,25,2012-02-07,@,MIN,L,84,86,,31,82,.378,8,23,.348,23,59,.390,.427,14,21,.667,11,37,48,20,10,4,19,26,32,79,.405,4,14,.286,28,65,.431,.430,18,28,.643,12,37,49,21,11,6,16,20
26,26,2012-02-09,,OKC,W,106,101,,40,99,.404,7,20,.350,33,79,.418,.439,19,26,.731,17,29,46,21,13,4,12,19,37,77,.481,7,18,.389,30,59,.508,.526,20,26,.769,12,28,40,13,6,17,23,24
27,27,2012-02-11,,PHO,L,84,98,,27,77,.351,8,21,.381,19,56,.339,.403,22,28,.786,16,26,42,16,6,3,16,24,39,78,.500,8,23,.348,31,55,.564,.551,12,15,.800,7,31,38,27,7,11,17,20
28,28,2012-02-14,@,CHI,L,115,121,,42,89,.472,9,17,.529,33,72,.458,.522,22,28,.786,17,29,46,21,7,4,14,21,44,84,.524,9,19,.474,35,65,.538,.577,24,26,.923,9,31,40,33,6,8,13,22
