Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2000-10-31,@,POR,W,96,86,,36,63,.571,5,11,.455,31,52,.596,.611,19,30,.633,8,31,39,28,5,8,20,18,34,85,.400,4,11,.364,30,74,.405,.424,14,16,.875,13,19,32,18,13,1,10,28
2,2,2000-11-01,,UTA,L,92,97,,34,79,.430,3,13,.231,31,66,.470,.449,21,34,.618,14,25,39,17,5,6,13,29,33,66,.500,4,9,.444,29,57,.509,.530,27,38,.711,7,31,38,22,5,5,16,31
3,3,2000-11-04,@,VAN,W,98,89,,38,78,.487,3,11,.273,35,67,.522,.506,19,32,.594,14,31,45,22,13,8,19,20,31,76,.408,6,17,.353,25,59,.424,.447,21,25,.840,6,29,35,23,6,2,19,27
4,4,2000-11-05,,LAC,W,108,103,,39,93,.419,4,15,.267,35,78,.449,.441,26,36,.722,17,29,46,28,1,7,10,22,40,82,.488,6,16,.375,34,66,.515,.524,17,30,.567,8,33,41,21,4,9,10,32
5,5,2000-11-07,@,HOU,L,74,84,,28,67,.418,4,15,.267,24,52,.462,.448,14,23,.609,7,26,33,15,9,7,19,20,29,71,.408,4,15,.267,25,56,.446,.437,22,23,.957,12,31,43,18,11,1,21,20
6,6,2000-11-08,@,SAS,L,81,91,,36,76,.474,5,15,.333,31,61,.508,.507,4,11,.364,11,26,37,21,6,6,18,19,34,78,.436,3,11,.273,31,67,.463,.455,20,24,.833,11,27,38,22,9,5,12,17
7,7,2000-11-12,,HOU,W,105,99,,39,85,.459,7,13,.538,32,72,.444,.500,20,29,.690,16,30,46,18,5,8,17,33,31,73,.425,4,14,.286,27,59,.458,.452,33,41,.805,12,24,36,12,7,5,15,24
8,8,2000-11-14,,DEN,W,119,103,,48,86,.558,7,15,.467,41,71,.577,.599,16,19,.842,15,32,47,28,3,5,17,25,39,91,.429,8,23,.348,31,68,.456,.473,17,26,.654,15,23,38,24,8,6,10,16
9,9,2000-11-16,@,SAC,W,112,110,OT,41,83,.494,6,19,.316,35,64,.547,.530,24,35,.686,10,36,46,22,4,5,15,23,40,91,.440,11,25,.440,29,66,.439,.500,19,22,.864,11,33,44,21,10,3,11,23
10,10,2000-11-18,@,DEN,L,86,87,,33,87,.379,5,19,.263,28,68,.412,.408,15,17,.882,15,26,41,23,8,3,6,21,33,79,.418,5,18,.278,28,61,.459,.449,16,25,.640,17,38,55,21,1,8,16,24
11,11,2000-11-19,,CHI,W,104,96,,41,79,.519,7,12,.583,34,67,.507,.563,15,28,.536,13,27,40,25,4,3,12,14,42,89,.472,3,11,.273,39,78,.500,.489,9,12,.750,16,26,42,20,5,5,13,23
12,12,2000-11-22,,GSW,W,111,91,,44,78,.564,9,16,.563,35,62,.565,.622,14,23,.609,10,36,46,26,12,11,24,20,35,93,.376,4,10,.400,31,83,.373,.398,17,19,.895,18,23,41,19,10,0,21,25
13,13,2000-11-24,,MIN,W,115,108,,46,88,.523,8,17,.471,38,71,.535,.568,15,23,.652,13,35,48,27,6,6,19,20,41,92,.446,7,14,.500,34,78,.436,.484,19,21,.905,12,27,39,20,11,2,14,21
