Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2006-11-01,@,MIN,L,83,92,,31,89,.348,3,15,.200,28,74,.378,.365,18,25,.720,22,29,51,13,10,2,18,21,35,72,.486,4,9,.444,31,63,.492,.514,18,20,.900,6,32,38,19,7,7,21,26
2,2,2006-11-03,@,CHI,W,89,88,,27,73,.370,5,15,.333,22,58,.379,.404,30,37,.811,9,34,43,17,12,4,26,28,32,78,.410,2,9,.222,30,69,.435,.423,22,29,.759,8,35,43,18,14,8,24,29
3,3,2006-11-04,@,MIL,L,91,104,,34,85,.400,4,20,.200,30,65,.462,.424,19,27,.704,18,21,39,22,13,3,13,21,38,72,.528,9,17,.529,29,55,.527,.590,19,23,.826,11,31,42,29,3,2,21,18
4,4,2006-11-06,,MIN,W,93,81,,34,75,.453,6,19,.316,28,56,.500,.493,19,24,.792,11,29,40,17,12,4,22,16,33,80,.413,4,18,.222,29,62,.468,.438,11,14,.786,14,27,41,17,7,5,22,17
5,5,2006-11-08,,DET,W,99,86,,34,79,.430,4,15,.267,30,64,.469,.456,27,32,.844,17,33,50,19,8,3,17,26,28,71,.394,8,23,.348,20,48,.417,.451,22,28,.786,5,30,35,16,7,3,14,28
6,6,2006-11-12,,TOR,W,107,92,,37,76,.487,6,22,.273,31,54,.574,.526,27,31,.871,10,34,44,21,12,1,20,18,35,84,.417,6,24,.250,29,60,.483,.452,16,19,.842,10,25,35,20,6,4,19,23
7,7,2006-11-15,,MEM,W,115,111,,44,88,.500,11,20,.550,33,68,.485,.563,16,23,.696,13,24,37,25,6,3,16,24,39,74,.527,9,20,.450,30,54,.556,.588,24,31,.774,10,29,39,20,6,4,18,24
8,8,2006-11-16,@,GSW,L,105,117,,35,81,.432,1,17,.059,34,64,.531,.438,34,38,.895,14,27,41,20,11,2,19,25,45,78,.577,8,20,.400,37,58,.638,.628,19,28,.679,8,31,39,29,8,6,20,27
9,9,2006-11-19,,SAS,L,99,108,,34,73,.466,4,11,.364,30,62,.484,.493,27,32,.844,7,31,38,10,4,4,12,26,38,86,.442,8,23,.348,30,63,.476,.488,24,28,.857,13,27,40,22,4,2,9,24
10,10,2006-11-22,,UTA,L,101,110,,34,80,.425,9,17,.529,25,63,.397,.481,24,32,.750,11,23,34,20,6,6,12,22,46,84,.548,2,13,.154,44,71,.620,.560,16,21,.762,16,32,48,29,3,6,17,25
11,11,2006-11-24,@,SEA,W,109,100,,43,84,.512,9,23,.391,34,61,.557,.565,14,22,.636,11,27,38,23,13,3,18,21,38,82,.463,6,20,.300,32,62,.516,.500,18,25,.720,11,29,40,19,10,2,20,25
12,12,2006-11-25,,POR,W,105,85,,37,75,.493,8,26,.308,29,49,.592,.547,23,26,.885,8,31,39,19,5,0,14,20,32,70,.457,5,20,.250,27,50,.540,.493,16,22,.727,6,22,28,15,3,4,14,23
13,13,2006-11-28,,LAC,W,93,80,,33,80,.413,6,17,.353,27,63,.429,.450,21,23,.913,8,36,44,21,3,6,7,21,30,98,.306,4,15,.267,26,83,.313,.327,16,18,.889,20,36,56,15,3,5,8,25
14,14,2006-12-01,@,DAL,L,90,109,,34,77,.442,5,15,.333,29,62,.468,.474,17,29,.586,6,32,38,14,11,4,19,22,37,76,.487,11,21,.524,26,55,.473,.559,24,27,.889,9,40,49,26,9,8,20,26
15,15,2006-12-02,@,SAS,L,98,100,,39,79,.494,2,12,.167,37,67,.552,.506,18,24,.750,7,33,40,19,11,4,15,23,35,74,.473,11,22,.500,24,52,.462,.547,19,31,.613,10,29,39,22,9,5,18,20
16,16,2006-12-04,,ORL,L,89,92,,30,76,.395,3,16,.188,27,60,.450,.414,26,33,.788,13,28,41,19,7,3,14,17,37,70,.529,4,11,.364,33,59,.559,.557,14,25,.560,6,36,42,19,7,7,17,27
17,17,2006-12-05,@,PHO,L,102,127,,39,91,.429,4,15,.267,35,76,.461,.451,20,22,.909,13,33,46,22,7,4,14,21,47,95,.495,14,31,.452,33,64,.516,.568,19,22,.864,15,35,50,32,6,7,13,19
18,18,2006-12-07,,MIA,L,91,93,OT,30,83,.361,6,21,.286,24,62,.387,.398,25,31,.806,7,36,43,17,4,3,14,22,36,83,.434,6,14,.429,30,69,.435,.470,15,23,.652,6,42,48,24,5,6,19,25
19,19,2006-12-10,,ATL,W,117,92,,43,75,.573,2,8,.250,41,67,.612,.587,29,38,.763,4,25,29,25,5,4,13,25,32,77,.416,5,17,.294,27,60,.450,.448,23,31,.742,16,25,41,15,2,3,26,28
20,20,2006-12-12,@,GSW,L,113,126,,35,82,.427,10,32,.313,25,50,.500,.488,33,41,.805,14,29,43,26,9,3,15,27,43,81,.531,15,27,.556,28,54,.519,.623,25,36,.694,12,32,44,33,10,5,12,24
21,21,2006-12-15,@,UTA,W,98,97,,32,79,.405,5,15,.333,27,64,.422,.437,29,34,.853,12,28,40,18,8,2,13,27,34,73,.466,5,19,.263,29,54,.537,.500,24,31,.774,12,32,44,27,6,9,17,29
22,22,2006-12-16,,PHO,L,98,105,,35,88,.398,7,25,.280,28,63,.444,.438,21,26,.808,15,30,45,18,10,4,16,17,42,81,.519,11,26,.423,31,55,.564,.586,10,14,.714,5,29,34,24,8,4,18,23
23,23,2006-12-18,,DAL,L,91,109,,33,83,.398,1,8,.125,32,75,.427,.404,24,32,.750,18,24,42,16,4,2,13,17,42,80,.525,9,22,.409,33,58,.569,.581,16,19,.842,7,32,39,22,8,4,11,25
24,24,2006-12-21,,WAS,L,119,126,,45,91,.495,8,22,.364,37,69,.536,.538,21,26,.808,12,29,41,28,9,2,15,28,44,89,.494,11,22,.500,33,67,.493,.556,27,39,.692,20,31,51,20,10,2,18,23
25,25,2006-12-22,@,DEN,W,101,96,,38,86,.442,4,14,.286,34,72,.472,.465,21,29,.724,12,39,51,28,7,7,20,20,36,97,.371,7,30,.233,29,67,.433,.407,17,31,.548,17,31,48,23,11,6,13,21
26,26,2006-12-27,,PHI,W,101,76,,38,77,.494,6,16,.375,32,61,.525,.532,19,23,.826,7,33,40,26,8,6,8,24,29,73,.397,0,3,.000,29,70,.414,.397,18,25,.720,8,24,32,17,4,3,13,17
27,27,2006-12-29,@,LAC,L,93,102,,32,76,.421,3,15,.200,29,61,.475,.441,26,33,.788,9,25,34,20,8,6,12,17,36,73,.493,4,10,.400,32,63,.508,.521,26,30,.867,7,31,38,19,6,8,18,26
28,28,2006-12-30,,GSW,W,119,96,,38,84,.452,10,25,.400,28,59,.475,.512,33,39,.846,11,36,47,23,14,7,16,23,34,92,.370,8,31,.258,26,61,.426,.413,20,31,.645,18,31,49,17,7,4,20,26
