Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2021-10-19,@,LAL,W,121,114,,41,93,.441,14,39,.359,27,54,.500,.516,25,30,.833,9,41,50,30,9,2,17,18,45,95,.474,15,42,.357,30,53,.566,.553,9,19,.474,5,40,45,21,7,4,18,25
2,2,2021-10-21,,LAC,W,115,113,,43,83,.518,15,31,.484,28,52,.538,.608,14,22,.636,10,43,53,27,5,4,21,20,42,96,.438,14,40,.350,28,56,.500,.510,15,21,.714,8,31,39,24,9,2,7,25
3,3,2021-10-24,@,SAC,W,119,107,,43,97,.443,13,37,.351,30,60,.500,.510,20,24,.833,14,29,43,26,12,3,7,13,42,86,.488,15,46,.326,27,40,.675,.576,8,13,.615,10,37,47,26,0,4,19,16
4,4,2021-10-26,@,OKC,W,106,98,,39,83,.470,14,40,.350,25,43,.581,.554,14,18,.778,7,39,46,30,9,8,15,20,36,86,.419,12,34,.353,24,52,.462,.488,14,17,.824,9,33,42,19,7,3,14,18
5,5,2021-10-28,,MEM,L,101,104,OT,39,90,.433,14,40,.350,25,50,.500,.511,9,12,.750,7,41,48,29,8,7,23,17,39,97,.402,12,48,.250,27,49,.551,.464,14,14,1.000,10,41,51,25,17,9,18,14
6,6,2021-10-30,,OKC,W,103,82,,39,92,.424,21,54,.389,18,38,.474,.538,4,8,.500,10,46,56,30,9,8,16,21,29,83,.349,8,39,.205,21,44,.477,.398,16,21,.762,3,42,45,14,8,6,16,8
7,7,2021-11-03,,CHO,W,114,92,,42,86,.488,18,45,.400,24,41,.585,.593,12,18,.667,7,46,53,33,14,4,17,17,34,91,.374,10,36,.278,24,55,.436,.429,14,19,.737,9,40,49,18,10,2,16,14
8,8,2021-11-05,,NOP,W,126,85,,47,91,.516,20,50,.400,27,41,.659,.626,12,14,.857,9,40,49,36,10,4,11,16,31,88,.352,11,44,.250,20,44,.455,.415,12,16,.750,11,31,42,23,6,3,19,18
9,9,2021-11-07,,HOU,W,120,107,,44,85,.518,15,46,.326,29,39,.744,.606,17,20,.850,7,34,41,31,12,3,17,28,36,79,.456,10,33,.303,26,46,.565,.519,25,37,.676,12,30,42,17,11,3,21,16
10,10,2021-11-08,,ATL,W,127,113,,44,92,.478,18,44,.409,26,48,.542,.576,21,22,.955,10,29,39,31,13,4,14,22,38,82,.463,17,43,.395,21,39,.538,.567,20,26,.769,3,32,35,21,6,2,18,16
11,11,2021-11-10,,MIN,W,123,110,,40,85,.471,11,40,.275,29,45,.644,.535,32,40,.800,20,33,53,23,14,6,16,21,39,95,.411,17,44,.386,22,51,.431,.500,15,20,.750,17,23,40,30,8,4,17,28
12,12,2021-11-12,,CHI,W,119,93,,45,93,.484,15,46,.326,30,47,.638,.565,14,16,.875,12,35,47,27,15,3,16,15,34,78,.436,8,27,.296,26,51,.510,.487,17,22,.773,7,31,38,18,9,2,20,16
13,13,2021-11-14,@,CHO,L,102,106,,38,90,.422,9,39,.231,29,51,.569,.472,17,25,.680,11,38,49,31,8,7,15,17,42,88,.477,14,36,.389,28,52,.538,.557,8,12,.667,4,35,39,23,10,2,13,21
