Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2001-10-30,,POR,W,98,87,,37,79,.468,7,16,.438,30,63,.476,.513,17,29,.586,11,34,45,22,8,7,16,21,31,73,.425,4,12,.333,27,61,.443,.452,21,27,.778,5,37,42,17,10,7,15,28
2,2,2001-11-01,@,UTA,W,105,101,,33,77,.429,6,16,.375,27,61,.443,.468,33,43,.767,12,29,41,22,8,8,14,33,35,80,.438,2,7,.286,33,73,.452,.450,29,40,.725,13,35,48,24,9,9,16,30
3,3,2001-11-02,,PHO,W,117,94,,41,73,.562,4,12,.333,37,61,.607,.589,31,42,.738,8,35,43,23,12,11,16,20,36,85,.424,4,15,.267,32,70,.457,.447,18,23,.783,13,27,40,20,10,1,19,31
4,4,2001-11-04,,UTA,W,100,96,,35,68,.515,2,11,.182,33,57,.579,.529,28,42,.667,5,25,30,22,14,8,19,30,35,73,.479,3,10,.300,32,63,.508,.500,23,37,.622,12,27,39,24,8,6,21,33
5,5,2001-11-09,,MEM,W,110,86,,45,88,.511,7,16,.438,38,72,.528,.551,13,19,.684,12,35,47,30,12,10,20,18,36,98,.367,4,16,.250,32,82,.390,.388,10,14,.714,19,29,48,22,13,6,19,18
6,6,2001-11-11,,ORL,W,108,95,,37,82,.451,4,17,.235,33,65,.508,.476,30,47,.638,17,38,55,23,8,9,16,29,29,85,.341,7,22,.318,22,63,.349,.382,30,39,.769,15,31,46,20,6,5,11,31
7,7,2001-11-15,@,HOU,W,98,97,OT,41,92,.446,4,15,.267,37,77,.481,.467,12,18,.667,14,28,42,18,9,5,8,21,35,89,.393,3,18,.167,32,71,.451,.410,24,25,.960,18,34,52,11,6,4,15,15
8,8,2001-11-16,@,PHO,L,83,95,,30,74,.405,6,22,.273,24,52,.462,.446,17,30,.567,13,23,36,14,7,5,15,19,38,83,.458,5,13,.385,33,70,.471,.488,14,16,.875,13,32,45,20,6,1,16,26
9,9,2001-11-18,,SAC,W,93,85,,36,90,.400,3,16,.188,33,74,.446,.417,18,24,.750,19,34,53,24,8,4,12,22,32,85,.376,1,19,.053,31,66,.470,.382,20,29,.690,12,35,47,21,8,6,12,22
10,10,2001-11-20,@,LAC,W,98,93,,36,81,.444,6,13,.462,30,68,.441,.481,20,33,.606,10,29,39,27,8,10,14,21,39,99,.394,1,15,.067,38,84,.452,.399,14,19,.737,25,32,57,20,7,5,18,29
11,11,2001-11-21,@,DEN,W,89,68,,35,74,.473,7,12,.583,28,62,.452,.520,12,25,.480,17,42,59,27,6,6,18,15,28,86,.326,4,15,.267,24,71,.338,.349,8,10,.800,13,23,36,14,7,6,10,23
12,12,2001-11-23,,GSW,W,106,90,,41,77,.532,2,8,.250,39,69,.565,.545,22,25,.880,12,27,39,20,10,8,18,24,34,94,.362,3,13,.231,31,81,.383,.378,19,30,.633,26,22,48,19,9,8,18,25
13,13,2001-11-25,,DEN,W,105,98,,41,78,.526,10,19,.526,31,59,.525,.590,13,24,.542,11,24,35,27,6,9,11,11,39,84,.464,8,18,.444,31,66,.470,.512,12,15,.800,11,27,38,23,7,4,13,23
14,14,2001-11-27,,MIL,W,104,85,,37,90,.411,10,31,.323,27,59,.458,.467,20,31,.645,24,33,57,22,5,12,10,16,35,81,.432,5,18,.278,30,63,.476,.463,10,11,.909,8,28,36,21,4,1,12,29
15,15,2001-11-30,@,SEA,W,107,92,,41,81,.506,5,13,.385,36,68,.529,.537,20,27,.741,11,27,38,23,7,6,8,23,30,69,.435,4,13,.308,26,56,.464,.464,28,33,.848,6,27,33,19,3,2,13,21
16,16,2001-12-01,,MIN,W,102,76,,38,90,.422,8,23,.348,30,67,.448,.467,18,21,.857,8,36,44,25,12,10,10,14,33,90,.367,3,9,.333,30,81,.370,.383,7,8,.875,13,37,50,22,5,8,21,20
17,17,2001-12-05,,DAL,W,98,94,,37,87,.425,3,18,.167,34,69,.493,.443,21,39,.538,17,35,52,23,7,6,12,22,35,79,.443,5,17,.294,30,62,.484,.475,19,23,.826,8,33,41,24,8,5,14,32
18,18,2001-12-07,@,SAC,L,91,97,,36,90,.400,4,19,.211,32,71,.451,.422,15,24,.625,16,33,49,18,6,5,11,28,33,74,.446,8,12,.667,25,62,.403,.500,23,31,.742,7,34,41,25,4,3,15,23
19,19,2001-12-11,,SEA,L,93,104,,40,91,.440,4,20,.200,36,71,.507,.462,9,21,.429,17,27,44,24,7,9,10,25,41,88,.466,5,9,.556,36,79,.456,.494,17,27,.630,18,25,43,22,8,3,12,22
20,20,2001-12-14,,LAC,W,110,80,,43,88,.489,2,9,.222,41,79,.519,.500,22,28,.786,12,43,55,24,10,6,10,27,29,81,.358,2,14,.143,27,67,.403,.370,20,33,.606,8,34,42,11,7,2,16,20
21,21,2001-12-16,,GSW,W,101,85,,38,80,.475,3,16,.188,35,64,.547,.494,22,32,.688,9,33,42,25,8,5,11,25,33,77,.429,1,9,.111,32,68,.471,.435,18,31,.581,12,29,41,15,6,0,19,25
22,22,2001-12-20,@,HOU,W,107,101,,39,89,.438,12,20,.600,27,69,.391,.506,17,23,.739,18,35,53,22,3,9,12,21,38,88,.432,8,21,.381,30,67,.448,.477,17,27,.630,13,29,42,20,10,6,7,21
23,23,2001-12-21,@,MEM,L,108,114,,45,94,.479,5,21,.238,40,73,.548,.505,13,18,.722,19,29,48,32,2,6,15,26,42,84,.500,4,15,.267,38,69,.551,.524,26,33,.788,9,23,32,26,11,3,4,17
24,24,2001-12-25,,PHI,W,88,82,,34,85,.400,8,25,.320,26,60,.433,.447,12,18,.667,9,40,49,20,7,3,11,19,32,85,.376,3,8,.375,29,77,.377,.394,15,21,.714,15,38,53,18,6,3,15,19
25,25,2001-12-26,@,GSW,L,90,101,,37,90,.411,5,24,.208,32,66,.485,.439,11,14,.786,10,26,36,18,6,8,16,30,36,82,.439,2,6,.333,34,76,.447,.451,27,36,.750,16,41,57,19,8,8,21,23
26,26,2001-12-28,,TOR,L,86,89,,33,86,.384,7,18,.389,26,68,.382,.424,13,23,.565,16,35,51,20,4,7,15,19,31,82,.378,3,10,.300,28,72,.389,.396,24,29,.828,14,33,47,19,13,7,10,22
27,27,2001-12-30,,HOU,W,114,90,,46,91,.505,12,22,.545,34,69,.493,.571,10,13,.769,10,26,36,31,3,6,3,23,29,70,.414,6,15,.400,23,55,.418,.457,26,35,.743,10,28,38,19,2,9,11,13
28,28,2002-01-02,@,DEN,W,87,86,,32,82,.390,6,13,.462,26,69,.377,.427,17,21,.810,14,30,44,21,10,8,13,17,32,75,.427,8,18,.444,24,57,.421,.480,14,20,.700,8,31,39,20,3,7,16,20
29,29,2002-01-04,,PHO,W,118,86,,47,94,.500,7,21,.333,40,73,.548,.537,17,21,.810,15,36,51,31,7,4,10,14,37,99,.374,2,14,.143,35,85,.412,.384,10,13,.769,16,32,48,16,4,7,13,21
30,30,2002-01-06,@,TOR,W,109,89,,42,79,.532,4,12,.333,38,67,.567,.557,21,29,.724,12,30,42,19,12,3,13,11,39,86,.453,6,13,.462,33,73,.452,.488,5,5,1.000,12,25,37,26,8,4,19,19
31,31,2002-01-08,@,DET,W,121,92,,46,89,.517,9,15,.600,37,74,.500,.567,20,25,.800,13,31,44,27,7,3,6,25,30,72,.417,7,21,.333,23,51,.451,.465,25,29,.862,9,23,32,17,2,9,13,21
32,32,2002-01-09,@,IND,W,109,90,,42,86,.488,6,14,.429,36,72,.500,.523,19,33,.576,11,42,53,27,10,10,11,20,34,96,.354,5,14,.357,29,82,.354,.380,17,25,.680,22,36,58,18,6,4,13,22
