Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2015-10-28,,LAC,L,104,111,,41,94,.436,11,24,.458,30,70,.429,.495,11,18,.611,12,37,49,24,8,3,18,27,42,80,.525,6,19,.316,36,61,.590,.563,21,31,.677,6,36,42,20,8,9,15,19
2,2,2015-10-30,,LAL,W,132,114,,52,101,.515,6,22,.273,46,79,.582,.545,22,30,.733,16,40,56,26,6,7,14,23,41,89,.461,11,34,.324,30,55,.545,.522,21,27,.778,8,29,37,20,7,9,19,24
3,3,2015-10-31,@,LAC,L,109,114,,43,101,.426,6,18,.333,37,83,.446,.455,17,25,.680,19,30,49,20,9,2,14,34,39,76,.513,4,17,.235,35,59,.593,.539,32,46,.696,6,35,41,25,4,9,17,22
4,4,2015-11-03,,MEM,L,89,103,,29,74,.392,7,20,.350,22,54,.407,.439,24,40,.600,8,27,35,17,8,1,14,21,40,83,.482,3,20,.150,37,63,.587,.500,20,25,.800,12,38,50,23,5,7,17,31
5,5,2015-11-04,@,PHO,L,97,118,,40,84,.476,11,24,.458,29,60,.483,.542,6,12,.500,7,26,33,25,9,4,19,22,45,83,.542,14,23,.609,31,60,.517,.627,14,22,.636,9,32,41,27,14,4,20,11
6,6,2015-11-06,,HOU,L,110,116,,40,93,.430,9,28,.321,31,65,.477,.478,21,29,.724,14,29,43,26,14,3,15,19,40,82,.488,15,36,.417,25,46,.543,.579,21,27,.778,14,35,49,23,8,4,22,26
7,7,2015-11-07,,GSW,L,94,103,,38,87,.437,6,19,.316,32,68,.471,.471,12,16,.750,13,32,45,26,9,3,22,19,38,92,.413,8,39,.205,30,53,.566,.457,19,22,.864,15,31,46,27,13,2,18,15
8,8,2015-11-09,,SAS,L,88,106,,34,84,.405,7,19,.368,27,65,.415,.446,13,19,.684,11,31,42,25,10,5,19,14,46,87,.529,6,23,.261,40,64,.625,.563,8,11,.727,8,38,46,34,11,7,16,19
9,9,2015-11-11,,DET,W,101,92,,37,74,.500,9,16,.563,28,58,.483,.561,18,24,.750,7,39,46,20,7,2,19,20,34,89,.382,9,32,.281,25,57,.439,.433,15,20,.750,14,31,45,16,10,3,16,20
10,10,2015-11-13,,BRK,W,111,109,,40,94,.426,11,27,.407,29,67,.433,.484,20,26,.769,15,35,50,25,11,3,14,16,42,89,.472,8,21,.381,34,68,.500,.517,17,21,.810,9,35,44,24,7,4,15,24
11,11,2015-11-15,,TOR,W,107,101,,39,76,.513,10,25,.400,29,51,.569,.579,19,24,.792,9,33,42,23,8,5,20,19,38,87,.437,15,31,.484,23,56,.411,.523,10,14,.714,7,29,36,18,13,1,16,20
