Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2002-10-29,,CLE,W,94,67,,36,80,.450,6,15,.400,30,65,.462,.488,16,23,.696,15,33,48,21,12,10,20,19,27,83,.325,1,4,.250,26,79,.329,.331,12,20,.600,17,29,46,14,7,5,24,20
2,2,2002-10-31,,POR,W,100,72,,37,82,.451,5,16,.313,32,66,.485,.482,21,27,.778,8,37,45,21,6,5,9,21,31,85,.365,2,12,.167,29,73,.397,.376,8,18,.444,12,29,41,20,5,4,16,24
3,3,2002-11-02,@,MEM,W,116,99,,44,88,.500,7,17,.412,37,71,.521,.540,21,26,.808,11,34,45,30,9,9,14,21,41,87,.471,4,14,.286,37,73,.507,.494,13,16,.813,7,31,38,25,8,6,20,22
4,4,2002-11-03,@,MIA,L,78,88,,27,76,.355,2,14,.143,25,62,.403,.368,22,29,.759,11,35,46,17,4,8,15,16,35,89,.393,5,17,.294,30,72,.417,.421,13,15,.867,14,37,51,21,5,4,9,23
5,5,2002-11-05,@,ORL,L,121,125,,46,96,.479,6,16,.375,40,80,.500,.510,23,33,.697,16,24,40,26,13,3,16,26,48,88,.545,5,15,.333,43,73,.589,.574,24,28,.857,11,34,45,34,7,3,20,25
6,6,2002-11-06,@,NYK,L,88,95,,31,78,.397,6,18,.333,25,60,.417,.436,20,29,.690,6,31,37,22,7,3,15,21,39,88,.443,5,16,.313,34,72,.472,.472,12,18,.667,11,33,44,18,10,3,18,24
7,7,2002-11-08,,MEM,W,99,91,,40,90,.444,7,15,.467,33,75,.440,.483,12,21,.571,19,35,54,27,16,8,24,17,38,88,.432,4,10,.400,34,78,.436,.455,11,17,.647,12,29,41,20,19,9,21,13
8,8,2002-11-10,,ATL,W,105,97,,40,89,.449,7,18,.389,33,71,.465,.489,18,27,.667,13,32,45,25,11,7,14,20,37,84,.440,5,13,.385,32,71,.451,.470,18,23,.783,12,36,48,23,8,5,21,22
9,9,2002-11-13,@,GSW,W,104,93,,43,80,.538,7,17,.412,36,63,.571,.581,11,14,.786,6,35,41,29,8,5,15,23,36,89,.404,3,15,.200,33,74,.446,.421,18,23,.783,16,31,47,21,8,4,14,17
10,10,2002-11-15,@,SEA,L,97,111,,39,86,.453,4,18,.222,35,68,.515,.477,15,22,.682,11,23,34,27,9,5,18,21,46,84,.548,1,9,.111,45,75,.600,.554,18,23,.783,7,33,40,34,14,2,17,23
11,11,2002-11-17,,ORL,W,101,99,,41,81,.506,5,11,.455,36,70,.514,.537,14,18,.778,5,33,38,19,16,5,18,19,36,96,.375,9,22,.409,27,74,.365,.422,18,21,.857,22,31,53,20,12,4,20,21
12,12,2002-11-19,,CHI,W,111,98,,41,84,.488,8,23,.348,33,61,.541,.536,21,26,.808,18,36,54,27,7,10,19,22,40,92,.435,2,11,.182,38,81,.469,.446,16,21,.762,15,19,34,22,10,2,12,21
13,13,2002-11-20,@,LAC,W,93,89,,38,95,.400,5,19,.263,33,76,.434,.426,12,17,.706,20,33,53,24,10,2,13,16,35,77,.455,5,16,.313,30,61,.492,.487,14,19,.737,9,33,42,27,8,9,17,17
14,14,2002-11-22,,PHO,W,118,101,,41,80,.513,8,17,.471,33,63,.524,.563,28,39,.718,11,28,39,24,13,8,18,22,36,86,.419,7,16,.438,29,70,.414,.459,22,29,.759,17,30,47,18,10,2,22,29
15,15,2002-11-23,@,POR,W,95,94,,34,76,.447,7,19,.368,27,57,.474,.493,20,24,.833,4,25,29,24,8,9,13,17,36,77,.468,7,13,.538,29,64,.453,.513,15,19,.789,10,32,42,23,6,4,16,24
