Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2020-12-23,@,DEN,W,124,122,OT,45,102,.441,10,31,.323,35,71,.493,.490,24,31,.774,18,36,54,27,5,7,15,29,47,98,.480,8,29,.276,39,69,.565,.520,20,24,.833,10,36,46,28,6,11,15,25
2,2,2020-12-26,,PHO,W,106,103,,39,86,.453,5,23,.217,34,63,.540,.483,23,33,.697,15,41,56,20,4,9,18,22,41,98,.418,11,44,.250,30,54,.556,.474,10,13,.769,10,30,40,25,8,5,11,23
3,3,2020-12-27,,PHO,L,100,116,,36,76,.474,10,23,.435,26,53,.491,.539,18,25,.720,3,36,39,21,5,4,15,23,46,94,.489,14,35,.400,32,59,.542,.564,10,11,.909,8,36,44,34,6,3,9,20
4,4,2020-12-29,,DEN,W,125,115,,46,94,.489,16,33,.485,30,61,.492,.574,17,22,.773,12,25,37,33,9,2,11,18,44,81,.543,11,28,.393,33,53,.623,.611,16,20,.800,7,32,39,27,7,5,20,18
5,5,2020-12-31,@,HOU,L,119,122,,45,96,.469,11,33,.333,34,63,.540,.526,18,24,.750,14,31,45,23,11,5,15,21,45,86,.523,13,36,.361,32,50,.640,.599,19,25,.760,10,35,45,26,10,6,18,14
6,6,2021-01-02,@,HOU,L,94,102,,35,90,.389,9,28,.321,26,62,.419,.439,15,21,.714,14,33,47,11,5,4,15,21,36,81,.444,13,41,.317,23,40,.575,.525,17,23,.739,6,42,48,15,10,10,14,22
7,7,2021-01-04,@,GSW,L,106,137,,34,90,.378,10,35,.286,24,55,.436,.433,28,39,.718,11,41,52,20,5,6,15,20,51,97,.526,23,43,.535,28,54,.519,.644,12,14,.857,3,45,48,41,4,6,11,28
8,8,2021-01-06,,CHI,W,128,124,,47,91,.516,14,37,.378,33,54,.611,.593,20,27,.741,12,27,39,30,8,3,7,16,49,93,.527,14,40,.350,35,53,.660,.602,12,15,.800,10,33,43,27,3,2,16,21
9,9,2021-01-08,,TOR,L,123,144,,46,81,.568,15,34,.441,31,47,.660,.660,16,28,.571,3,23,26,36,9,8,12,18,53,91,.582,20,39,.513,33,52,.635,.692,18,22,.818,12,32,44,30,8,5,13,20
10,10,2021-01-09,,POR,L,99,125,,33,81,.407,8,30,.267,25,51,.490,.457,25,35,.714,6,41,47,21,4,5,15,20,44,100,.440,17,41,.415,27,59,.458,.525,20,23,.870,9,41,50,26,10,5,8,27
11,11,2021-01-11,,IND,W,127,122,,47,84,.560,15,32,.469,32,52,.615,.649,18,23,.783,7,37,44,29,6,9,19,17,47,97,.485,13,39,.333,34,58,.586,.552,15,18,.833,10,27,37,26,14,3,13,21
12,12,2021-01-13,,POR,L,126,132,,44,84,.524,19,38,.500,25,46,.543,.637,19,26,.731,8,34,42,35,4,2,13,18,44,90,.489,23,48,.479,21,42,.500,.617,21,27,.778,12,26,38,28,9,8,8,24
13,13,2021-01-15,,LAC,L,100,138,,40,85,.471,8,26,.308,32,59,.542,.518,12,17,.706,9,23,32,23,4,2,14,16,52,89,.584,18,35,.514,34,54,.630,.685,16,20,.800,12,35,47,29,10,3,11,19
14,14,2021-01-17,,NOP,L,123,128,,47,91,.516,13,39,.333,34,52,.654,.588,16,18,.889,8,25,33,23,7,7,11,24,45,85,.529,11,22,.500,34,63,.540,.594,27,34,.794,14,34,48,24,5,1,14,15
15,15,2021-01-20,@,LAC,L,96,115,,39,86,.453,13,28,.464,26,58,.448,.529,5,12,.417,4,35,39,25,11,4,18,15,41,86,.477,16,35,.457,25,51,.490,.570,17,18,.944,6,42,48,24,14,6,17,15
16,16,2021-01-22,,NYK,W,103,94,,38,91,.418,12,34,.353,26,57,.456,.484,15,21,.714,12,43,55,21,6,14,6,25,36,94,.383,5,22,.227,31,72,.431,.410,17,25,.680,16,41,57,19,2,6,12,21
17,17,2021-01-27,@,ORL,W,121,107,,45,92,.489,14,33,.424,31,59,.525,.565,17,26,.654,17,33,50,30,8,3,15,18,40,96,.417,10,26,.385,30,70,.429,.469,17,18,.944,17,30,47,25,8,8,14,23
18,18,2021-01-29,@,TOR,W,126,124,,43,78,.551,16,36,.444,27,42,.643,.654,24,31,.774,11,27,38,31,7,5,22,25,42,86,.488,13,32,.406,29,54,.537,.564,27,33,.818,12,23,35,20,14,2,15,27
19,19,2021-01-30,@,MIA,L,104,105,,41,85,.482,17,45,.378,24,40,.600,.582,5,11,.455,12,29,41,22,12,3,17,21,36,77,.468,11,32,.344,25,45,.556,.539,22,26,.846,9,30,39,25,5,4,16,14
20,20,2021-02-01,@,NOP,W,118,109,,42,88,.477,14,43,.326,28,45,.622,.557,20,26,.769,13,39,52,31,3,8,20,18,40,101,.396,9,30,.300,31,71,.437,.441,20,24,.833,17,29,46,22,11,5,10,22
21,21,2021-02-03,,BOS,W,116,111,,42,92,.457,13,37,.351,29,55,.527,.527,19,23,.826,12,32,44,23,7,2,11,19,39,86,.453,11,33,.333,28,53,.528,.517,22,29,.759,11,34,45,28,9,3,13,21
22,22,2021-02-06,,DEN,W,119,114,,44,91,.484,14,35,.400,30,56,.536,.560,17,24,.708,10,35,45,30,5,7,7,11,45,97,.464,13,35,.371,32,62,.516,.531,11,14,.786,13,34,47,30,3,9,10,18
23,23,2021-02-07,@,LAC,W,113,110,,46,94,.489,10,29,.345,36,65,.554,.543,11,15,.733,11,41,52,25,5,4,12,18,41,99,.414,8,28,.286,33,71,.465,.455,20,23,.870,16,37,53,19,8,5,10,16
24,24,2021-02-09,,PHI,L,111,119,,43,99,.434,14,42,.333,29,57,.509,.505,11,19,.579,8,31,39,24,6,8,11,28,41,85,.482,9,20,.450,32,65,.492,.535,28,35,.800,12,47,59,24,4,5,17,22
25,25,2021-02-12,,ORL,L,112,123,,43,83,.518,12,33,.364,31,50,.620,.590,14,19,.737,8,34,42,33,8,1,18,18,46,91,.505,15,34,.441,31,57,.544,.588,16,20,.800,10,32,42,25,8,2,10,15
26,26,2021-02-14,,MEM,L,110,124,,41,82,.500,8,33,.242,33,49,.673,.549,20,26,.769,5,28,33,22,8,5,16,19,50,94,.532,9,21,.429,41,73,.562,.580,15,19,.789,9,34,43,31,10,2,11,20
27,27,2021-02-15,,BRK,L,125,136,,51,96,.531,12,33,.364,39,63,.619,.594,11,13,.846,15,26,41,24,6,6,15,13,51,89,.573,27,47,.574,24,42,.571,.725,7,12,.583,9,26,35,31,7,4,15,16
28,28,2021-02-18,,MIA,L,110,118,,43,93,.462,15,41,.366,28,52,.538,.543,9,16,.563,13,31,44,29,7,3,16,18,49,95,.516,12,34,.353,37,61,.607,.579,8,10,.800,8,37,45,36,8,2,16,15
29,29,2021-02-20,@,CHI,L,114,122,,44,98,.449,8,29,.276,36,69,.522,.490,18,22,.818,12,29,41,22,8,3,7,18,49,82,.598,11,23,.478,38,59,.644,.665,13,15,.867,2,36,38,24,5,8,14,23
30,30,2021-02-21,@,MIL,L,115,128,,44,100,.440,12,33,.364,32,67,.478,.500,15,20,.750,14,29,43,29,6,3,13,26,44,90,.489,11,28,.393,33,62,.532,.550,29,36,.806,14,42,56,22,8,5,18,19
31,31,2021-02-23,@,BRK,L,118,127,,45,87,.517,15,31,.484,30,56,.536,.603,13,19,.684,5,33,38,25,6,7,15,17,44,89,.494,17,40,.425,27,49,.551,.590,22,31,.710,10,31,41,30,8,5,8,16
32,32,2021-02-25,@,NYK,L,121,140,,42,85,.494,12,35,.343,30,50,.600,.565,25,33,.758,8,26,34,25,12,0,16,22,51,87,.586,19,36,.528,32,51,.627,.695,19,21,.905,9,34,43,24,8,2,16,23
33,33,2021-02-26,@,DET,W,110,107,,37,89,.416,7,32,.219,30,57,.526,.455,29,41,.707,14,35,49,24,5,6,11,25,37,82,.451,12,33,.364,25,49,.510,.524,21,32,.656,10,35,45,20,6,6,11,25
34,34,2021-02-28,,CHO,L,126,127,,50,92,.543,16,36,.444,34,56,.607,.630,10,17,.588,9,24,33,32,6,2,10,19,45,83,.542,11,30,.367,34,53,.642,.608,26,27,.963,7,30,37,30,3,6,16,20
35,35,2021-03-03,,LAL,W,123,120,,48,80,.600,12,25,.480,36,55,.655,.675,15,19,.789,6,24,30,32,5,1,14,19,49,93,.527,12,27,.444,37,66,.561,.591,10,14,.714,15,26,41,27,7,3,12,19
36,36,2021-03-04,@,POR,L,119,123,,49,103,.476,11,29,.379,38,74,.514,.529,10,16,.625,18,33,51,25,3,3,7,19,42,88,.477,15,38,.395,27,50,.540,.563,24,25,.960,9,32,41,20,6,7,9,14
37,37,2021-03-11,,HOU,W,125,105,,45,92,.489,11,33,.333,34,59,.576,.549,24,28,.857,8,45,53,25,11,5,15,19,41,99,.414,11,45,.244,30,54,.556,.470,12,17,.706,10,34,44,24,7,6,13,22
38,38,2021-03-13,@,ATL,L,106,121,,43,98,.439,7,36,.194,36,62,.581,.474,13,16,.813,22,25,47,27,5,1,13,26,43,84,.512,12,33,.364,31,51,.608,.583,23,33,.697,13,32,45,21,6,2,9,17
39,39,2021-03-15,@,CHO,L,116,122,,48,86,.558,9,31,.290,39,55,.709,.610,11,17,.647,4,40,44,28,7,6,12,19,45,94,.479,12,30,.400,33,64,.516,.543,20,25,.800,10,36,46,30,7,3,9,15
40,40,2021-03-17,@,WAS,W,121,119,,41,93,.441,10,33,.303,31,60,.517,.495,29,35,.829,6,32,38,25,10,4,10,26,46,94,.489,4,25,.160,42,69,.609,.511,23,28,.821,10,42,52,25,5,2,15,25
41,41,2021-03-19,@,BOS,W,107,96,,37,81,.457,12,30,.400,25,51,.490,.531,21,26,.808,11,34,45,22,6,9,14,16,39,91,.429,12,31,.387,27,60,.450,.495,6,7,.857,12,33,45,22,8,4,16,20
42,42,2021-03-20,@,PHI,L,105,129,,39,85,.459,10,28,.357,29,57,.509,.518,17,27,.630,4,29,33,28,4,2,8,21,48,86,.558,11,23,.478,37,63,.587,.622,22,29,.759,9,43,52,24,7,3,11,22
43,43,2021-03-22,@,CLE,W,119,105,,49,90,.544,13,30,.433,36,60,.600,.617,8,12,.667,10,39,49,26,6,7,17,17,41,96,.427,4,17,.235,37,79,.468,.448,19,23,.826,10,29,39,22,13,4,10,11
44,44,2021-03-24,,ATL,W,110,108,,40,84,.476,10,30,.333,30,54,.556,.536,20,22,.909,12,30,42,21,5,6,16,16,41,85,.482,7,25,.280,34,60,.567,.524,19,23,.826,11,31,42,17,5,3,13,20
45,45,2021-03-25,,GSW,W,141,119,,53,89,.596,19,38,.500,34,51,.667,.702,16,19,.842,5,33,38,28,6,4,6,13,45,88,.511,17,32,.531,28,56,.500,.608,12,12,1.000,7,31,38,24,4,0,12,19
46,46,2021-03-27,,CLE,W,100,98,,41,80,.513,7,30,.233,34,50,.680,.556,11,14,.786,7,37,44,16,4,9,18,20,37,84,.440,9,26,.346,28,58,.483,.494,15,23,.652,7,29,36,20,11,2,10,13
47,47,2021-03-29,@,SAS,W,132,115,,47,84,.560,18,36,.500,29,48,.604,.667,20,25,.800,4,33,37,29,9,6,7,15,47,93,.505,10,27,.370,37,66,.561,.559,11,14,.786,12,29,41,24,5,4,11,18
48,48,2021-03-31,@,SAS,L,106,120,,39,92,.424,11,35,.314,28,57,.491,.484,17,19,.895,11,32,43,22,7,5,12,20,43,92,.467,10,26,.385,33,66,.500,.522,24,34,.706,14,40,54,24,9,2,11,17
49,49,2021-04-02,,LAL,L,94,115,,36,85,.424,10,35,.286,26,50,.520,.482,12,16,.750,6,32,38,24,8,5,15,16,43,91,.473,17,33,.515,26,58,.448,.566,12,20,.600,13,42,55,26,10,2,17,19
50,50,2021-04-03,,MIL,L,128,129,,49,99,.495,17,39,.436,32,60,.533,.581,13,13,1.000,12,28,40,31,7,4,12,17,50,93,.538,11,31,.355,39,62,.629,.597,18,20,.900,12,35,47,31,10,3,13,15
