Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2019-10-23,@,PHO,L,95,124,,34,87,.391,10,29,.345,24,58,.414,.448,17,26,.654,12,35,47,17,5,5,27,24,49,98,.500,11,33,.333,38,65,.585,.556,15,18,.833,9,35,44,31,13,9,14,25
2,2,2019-10-25,,POR,L,112,122,,37,87,.425,15,37,.405,22,50,.440,.511,23,27,.852,13,30,43,17,10,2,17,26,46,85,.541,11,30,.367,35,55,.636,.606,19,22,.864,5,35,40,23,8,5,16,23
3,3,2019-10-26,@,UTA,L,81,113,,30,81,.370,7,26,.269,23,55,.418,.414,14,17,.824,6,25,31,16,5,3,18,19,44,78,.564,18,37,.486,26,41,.634,.679,7,12,.583,2,41,43,28,6,1,21,22
4,4,2019-10-28,,DEN,L,94,101,,36,91,.396,12,37,.324,24,54,.444,.462,10,16,.625,15,33,48,25,6,8,13,21,36,98,.367,10,36,.278,26,62,.419,.418,19,21,.905,19,35,54,19,8,5,12,18
5,5,2019-10-30,,CHO,L,111,118,,44,96,.458,14,46,.304,30,50,.600,.531,9,12,.750,10,29,39,26,11,5,15,19,46,84,.548,16,32,.500,30,52,.577,.643,10,14,.714,10,36,46,30,8,3,21,17
6,6,2019-11-01,,UTA,W,102,101,,41,84,.488,8,29,.276,33,55,.600,.536,12,17,.706,11,27,38,15,8,3,17,23,35,73,.479,11,28,.393,24,45,.533,.555,20,27,.741,6,30,36,18,12,5,17,18
7,7,2019-11-03,@,NYK,W,113,92,,41,85,.482,15,39,.385,26,46,.565,.571,16,25,.640,10,40,50,25,7,5,14,29,32,80,.400,8,31,.258,24,49,.490,.450,20,31,.645,9,29,38,18,6,5,13,23
8,8,2019-11-06,@,TOR,L,120,124,,42,95,.442,20,44,.455,22,51,.431,.547,16,21,.762,12,31,43,23,8,7,14,23,43,78,.551,14,29,.483,29,49,.592,.641,24,29,.828,2,35,37,28,10,4,14,20
9,9,2019-11-08,@,ATL,W,121,109,,42,76,.553,18,31,.581,24,45,.533,.671,19,22,.864,9,27,36,27,7,7,15,19,46,87,.529,9,28,.321,37,59,.627,.580,8,14,.571,11,23,34,23,8,6,13,19
10,10,2019-11-12,,POR,W,107,99,,38,86,.442,11,32,.344,27,54,.500,.506,20,26,.769,11,35,46,24,9,5,14,25,34,77,.442,8,30,.267,26,47,.553,.494,23,30,.767,7,33,40,15,4,5,17,19
11,11,2019-11-15,@,LAL,L,97,99,,36,82,.439,16,39,.410,20,43,.465,.537,9,9,1.000,10,33,43,24,7,0,18,22,34,81,.420,11,37,.297,23,44,.523,.488,20,22,.909,10,31,41,22,11,6,13,18
12,12,2019-11-17,,BOS,W,100,99,,38,89,.427,14,35,.400,24,54,.444,.506,10,12,.833,10,35,45,22,8,7,12,24,34,82,.415,10,30,.333,24,52,.462,.476,21,24,.875,10,36,46,26,7,3,15,14
13,13,2019-11-19,,PHO,W,120,116,,42,79,.532,13,31,.419,29,48,.604,.614,23,25,.920,8,35,43,28,7,7,19,26,38,89,.427,12,36,.333,26,53,.491,.494,28,34,.824,14,25,39,24,11,4,12,20
