Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2008-10-28,,POR,W,96,76,,37,79,.468,7,10,.700,30,69,.435,.513,15,18,.833,9,40,49,19,8,7,15,17,29,84,.345,10,24,.417,19,60,.317,.405,8,14,.571,13,31,44,19,8,3,14,17
2,2,2008-10-29,@,LAC,W,117,79,,41,80,.513,10,19,.526,31,61,.508,.575,25,33,.758,14,37,51,28,7,3,16,19,30,78,.385,5,22,.227,25,56,.446,.417,14,23,.609,10,22,32,24,9,5,18,29
3,3,2008-11-01,@,DEN,W,104,97,,33,87,.379,6,17,.353,27,70,.386,.414,32,43,.744,15,38,53,18,8,5,16,25,34,74,.459,8,22,.364,26,52,.500,.514,21,30,.700,3,35,38,30,9,5,19,26
4,4,2008-11-05,,LAC,W,106,88,,33,85,.388,8,22,.364,25,63,.397,.435,32,45,.711,15,39,54,14,12,9,12,17,35,90,.389,8,23,.348,27,67,.403,.433,10,15,.667,12,32,44,20,8,6,19,32
5,5,2008-11-09,,HOU,W,111,82,,42,79,.532,9,17,.529,33,62,.532,.589,18,23,.783,14,36,50,26,13,10,18,19,31,82,.378,7,20,.350,24,62,.387,.421,13,19,.684,16,20,36,17,10,3,20,15
6,6,2008-11-11,@,DAL,W,106,99,,42,95,.442,2,13,.154,40,82,.488,.453,20,26,.769,20,28,48,16,13,5,15,19,36,86,.419,6,22,.273,30,64,.469,.453,21,28,.750,20,34,54,20,10,9,22,21
7,7,2008-11-12,@,NOH,W,93,86,,32,78,.410,6,16,.375,26,62,.419,.449,23,28,.821,9,31,40,20,11,4,9,19,34,76,.447,5,17,.294,29,59,.492,.480,13,20,.650,8,35,43,16,6,2,17,23
8,8,2008-11-14,,DET,L,95,106,,40,95,.421,4,19,.211,36,76,.474,.442,11,16,.688,16,27,43,24,8,5,12,30,35,69,.507,7,16,.438,28,53,.528,.558,29,34,.853,7,35,42,23,6,4,19,21
9,9,2008-11-18,,CHI,W,116,109,,46,98,.469,5,15,.333,41,83,.494,.495,19,25,.760,14,29,43,27,16,11,15,24,40,93,.430,5,18,.278,35,75,.467,.457,24,29,.828,14,34,48,24,10,5,22,21
10,10,2008-11-20,@,PHO,W,105,92,,42,90,.467,10,21,.476,32,69,.464,.522,11,14,.786,9,32,41,25,6,5,7,19,38,86,.442,6,18,.333,32,68,.471,.477,10,15,.667,12,34,46,22,4,4,15,16
11,11,2008-11-21,,DEN,W,104,90,,41,84,.488,6,22,.273,35,62,.565,.524,16,20,.800,13,30,43,22,12,9,15,20,36,84,.429,5,19,.263,31,65,.477,.458,13,20,.650,14,25,39,27,10,3,15,19
12,12,2008-11-23,,SAC,W,118,108,,45,87,.517,8,14,.571,37,73,.507,.563,20,28,.714,14,32,46,28,11,3,18,16,47,88,.534,4,20,.200,43,68,.632,.557,10,13,.769,7,29,36,29,11,5,16,23
13,13,2008-11-25,,NJN,W,120,93,,44,87,.506,8,21,.381,36,66,.545,.552,24,37,.649,12,39,51,24,10,4,9,23,30,87,.345,5,24,.208,25,63,.397,.374,28,33,.848,14,31,45,22,5,7,12,27
14,14,2008-11-28,,DAL,W,114,107,,47,96,.490,6,20,.300,41,76,.539,.521,14,15,.933,17,28,45,23,8,9,10,8,43,84,.512,13,29,.448,30,55,.545,.589,8,9,.889,8,28,36,32,9,4,14,16
15,15,2008-11-30,,TOR,W,112,99,,47,92,.511,4,18,.222,43,74,.581,.533,14,16,.875,15,39,54,34,10,3,19,18,34,88,.386,11,25,.440,23,63,.365,.449,20,26,.769,11,25,36,23,11,6,13,16
16,16,2008-12-02,@,IND,L,117,118,,39,76,.513,6,19,.316,33,57,.579,.553,33,45,.733,8,33,41,18,10,5,16,23,45,99,.455,8,22,.364,37,77,.481,.495,20,21,.952,19,31,50,27,9,4,13,26
17,17,2008-12-03,@,PHI,W,114,102,,43,74,.581,6,13,.462,37,61,.607,.622,22,27,.815,9,32,41,24,7,4,16,18,42,86,.488,5,15,.333,37,71,.521,.517,13,20,.650,12,25,37,21,11,2,12,25
18,18,2008-12-05,@,WAS,W,106,104,,37,74,.500,10,20,.500,27,54,.500,.568,22,31,.710,11,27,38,25,8,4,15,18,39,86,.453,6,15,.400,33,71,.465,.488,20,25,.800,16,31,47,24,11,4,17,24
19,19,2008-12-07,,MIL,W,105,92,,34,70,.486,5,14,.357,29,56,.518,.521,32,41,.780,14,35,49,23,12,4,25,25,35,92,.380,4,16,.250,31,76,.408,.402,18,26,.692,21,21,42,24,11,2,19,29
20,20,2008-12-09,@,SAC,L,101,113,,35,87,.402,9,24,.375,26,63,.413,.454,22,26,.846,15,28,43,22,4,7,16,23,44,89,.494,8,20,.400,36,69,.522,.539,17,23,.739,11,34,45,22,3,3,11,24
21,21,2008-12-10,,PHO,W,115,110,,40,82,.488,8,24,.333,32,58,.552,.537,27,35,.771,12,31,43,30,11,5,15,20,44,87,.506,10,32,.313,34,55,.618,.563,12,18,.667,10,30,40,29,10,2,15,23
22,22,2008-12-12,,SAC,W,112,103,,42,84,.500,7,15,.467,35,69,.507,.542,21,35,.600,10,36,46,23,7,4,11,24,37,79,.468,6,19,.316,31,60,.517,.506,23,32,.719,8,31,39,24,7,4,17,30
23,23,2008-12-14,,MIN,W,98,86,,38,85,.447,5,15,.333,33,70,.471,.476,17,19,.895,9,37,46,26,8,7,10,17,30,83,.361,8,21,.381,22,62,.355,.410,18,24,.750,16,37,53,23,5,5,17,22
24,24,2008-12-16,,NYK,W,116,114,,45,95,.474,6,23,.261,39,72,.542,.505,20,25,.800,15,34,49,30,9,5,11,17,37,81,.457,13,31,.419,24,50,.480,.537,27,28,.964,8,30,38,28,6,3,14,20
25,25,2008-12-19,@,MIA,L,87,89,,35,74,.473,7,16,.438,28,58,.483,.520,10,19,.526,10,30,40,16,7,1,21,23,32,73,.438,8,18,.444,24,55,.436,.493,17,24,.708,11,27,38,14,11,6,19,19
26,26,2008-12-20,@,ORL,L,103,106,,36,87,.414,7,21,.333,29,66,.439,.454,24,25,.960,10,30,40,14,8,2,11,30,35,72,.486,12,30,.400,23,42,.548,.569,24,39,.615,11,29,40,20,6,5,15,27
27,27,2008-12-22,@,MEM,W,105,96,,40,74,.541,6,15,.400,34,59,.576,.581,19,27,.704,9,28,37,24,9,6,13,18,35,77,.455,9,21,.429,26,56,.464,.513,17,20,.850,12,24,36,22,7,5,17,24
28,28,2008-12-23,@,NOH,W,100,87,,33,75,.440,6,15,.400,27,60,.450,.480,28,32,.875,11,28,39,17,7,6,12,21,32,77,.416,9,28,.321,23,49,.469,.474,14,22,.636,13,25,38,22,10,6,16,27
29,29,2008-12-25,,BOS,W,92,83,,36,78,.462,8,20,.400,28,58,.483,.513,12,15,.800,7,28,35,27,6,9,11,18,36,77,.468,5,22,.227,31,55,.564,.500,6,8,.750,7,33,40,22,8,3,18,25
30,30,2008-12-28,,GSW,W,130,113,,47,91,.516,10,22,.455,37,69,.536,.571,26,32,.813,16,31,47,33,12,4,16,27,40,81,.494,9,18,.500,31,63,.492,.549,24,33,.727,9,24,33,23,11,8,17,21
31,31,2009-01-02,,UTA,W,113,100,,39,85,.459,3,17,.176,36,68,.529,.476,32,42,.762,12,34,46,22,10,6,10,18,39,92,.424,2,14,.143,37,78,.474,.435,20,25,.800,19,32,51,28,6,8,14,27
32,32,2009-01-04,,POR,W,100,86,,33,67,.493,8,20,.400,25,47,.532,.552,26,33,.788,7,34,41,18,7,5,14,24,32,82,.390,9,28,.321,23,54,.426,.445,13,22,.591,15,25,40,25,9,1,13,23
33,33,2009-01-06,,NOH,L,105,116,,36,86,.419,16,34,.471,20,52,.385,.512,17,22,.773,12,27,39,24,4,2,12,25,39,77,.506,5,14,.357,34,63,.540,.539,33,37,.892,7,37,44,17,6,0,12,22
