Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2008-10-29,@,MIN,L,96,98,,36,80,.450,5,17,.294,31,63,.492,.481,19,25,.760,9,36,45,22,2,8,15,20,42,87,.483,3,11,.273,39,76,.513,.500,11,22,.500,11,29,40,25,10,7,11,23
2,2,2008-10-31,@,MIA,L,77,103,,29,76,.382,2,19,.105,27,57,.474,.395,17,20,.850,10,32,42,10,7,2,26,23,38,81,.469,8,17,.471,30,64,.469,.519,19,32,.594,13,29,42,21,15,8,14,18
3,3,2008-11-01,@,ORL,L,103,121,,39,74,.527,5,15,.333,34,59,.576,.561,20,24,.833,6,22,28,21,5,5,12,24,44,80,.550,8,22,.364,36,58,.621,.600,25,31,.806,15,25,40,25,6,5,13,18
4,4,2008-11-03,@,PHI,L,91,125,,36,76,.474,4,15,.267,32,61,.525,.500,15,18,.833,7,21,28,25,8,3,21,25,45,76,.592,10,13,.769,35,63,.556,.658,25,35,.714,11,23,34,24,8,4,14,19
5,5,2008-11-05,,MEM,W,100,95,,39,74,.527,6,10,.600,33,64,.516,.568,16,23,.696,9,27,36,24,8,2,19,22,31,71,.437,11,23,.478,20,48,.417,.514,22,32,.688,13,19,32,19,12,0,18,21
6,6,2008-11-07,,MIN,W,121,109,,46,84,.548,7,18,.389,39,66,.591,.589,22,23,.957,10,30,40,19,3,5,10,28,36,84,.429,8,23,.348,28,61,.459,.476,29,33,.879,14,24,38,24,6,1,10,23
7,7,2008-11-09,,GSW,W,115,98,,42,88,.477,5,13,.385,37,75,.493,.506,26,32,.813,13,37,50,19,7,7,17,26,39,95,.411,3,14,.214,36,81,.444,.426,17,26,.654,15,30,45,19,12,8,16,27
8,8,2008-11-11,,DET,L,92,100,,39,80,.488,4,14,.286,35,66,.530,.513,10,17,.588,11,33,44,21,4,2,13,24,32,77,.416,6,19,.316,26,58,.448,.455,30,36,.833,11,28,39,16,6,8,7,17
9,9,2008-11-12,@,LAC,W,103,98,,42,80,.525,5,14,.357,37,66,.561,.556,14,18,.778,10,30,40,25,4,5,13,26,34,77,.442,10,20,.500,24,57,.421,.506,20,27,.741,10,20,30,23,5,8,13,23
10,10,2008-11-14,,PHO,L,95,97,OT,34,80,.425,4,17,.235,30,63,.476,.450,23,30,.767,9,31,40,17,8,8,19,23,36,78,.462,5,15,.333,31,63,.492,.494,20,34,.588,15,33,48,22,11,4,23,25
11,11,2008-11-16,,SAS,L,88,90,,33,74,.446,6,15,.400,27,59,.458,.486,16,19,.842,9,33,42,16,9,3,18,20,34,74,.459,9,20,.450,25,54,.463,.520,13,17,.765,6,28,34,19,6,5,14,18
12,12,2008-11-18,@,MEM,L,94,109,,36,80,.450,3,19,.158,33,61,.541,.469,19,25,.760,8,25,33,19,9,3,10,23,39,72,.542,10,16,.625,29,56,.518,.611,21,29,.724,10,36,46,26,6,2,17,23
13,13,2008-11-19,@,NOH,W,105,96,,41,75,.547,7,19,.368,34,56,.607,.593,16,21,.762,11,21,32,24,8,1,16,17,40,77,.519,2,13,.154,38,64,.594,.532,14,17,.824,13,21,34,24,11,2,14,19
14,14,2008-11-21,,POR,L,96,117,,40,80,.500,4,14,.286,36,66,.545,.525,12,15,.800,10,19,29,24,9,3,13,16,45,81,.556,14,26,.538,31,55,.564,.642,13,15,.867,13,25,38,26,9,3,16,16
15,15,2008-11-23,@,LAL,L,108,118,,47,88,.534,4,20,.200,43,68,.632,.557,10,13,.769,7,29,36,29,11,5,16,23,45,87,.517,8,14,.571,37,73,.507,.563,20,28,.714,14,32,46,28,11,3,18,16
16,16,2008-11-24,@,POR,L,90,91,,33,71,.465,9,17,.529,24,54,.444,.528,15,20,.750,6,26,32,22,10,1,22,22,34,84,.405,6,15,.400,28,69,.406,.440,17,24,.708,18,30,48,20,13,4,20,19
17,17,2008-11-26,,NJN,L,114,116,OT,39,91,.429,9,24,.375,30,67,.448,.478,27,39,.692,13,36,49,22,4,7,11,27,42,93,.452,9,21,.429,33,72,.458,.500,23,31,.742,10,30,40,19,5,8,10,32
18,18,2008-11-28,@,UTA,L,94,120,,40,82,.488,5,16,.313,35,66,.530,.518,9,12,.750,7,30,37,26,4,6,18,28,44,83,.530,10,17,.588,34,66,.515,.590,22,34,.647,12,33,45,30,11,3,10,18
19,19,2008-11-29,,DAL,L,78,101,,32,92,.348,0,15,.000,32,77,.416,.348,14,16,.875,19,34,53,17,6,3,17,23,36,83,.434,7,17,.412,29,66,.439,.476,22,26,.846,12,34,46,20,7,4,12,18
20,20,2008-12-02,,UTA,L,94,99,,32,79,.405,5,17,.294,27,62,.435,.437,25,35,.714,9,26,35,17,12,4,15,27,36,70,.514,3,13,.231,33,57,.579,.536,24,29,.828,7,38,45,24,8,5,25,27
21,21,2008-12-06,,DEN,L,85,118,,29,99,.293,3,16,.188,26,83,.313,.308,24,29,.828,26,27,53,12,10,4,17,22,42,80,.525,5,12,.417,37,68,.544,.556,29,37,.784,10,35,45,17,14,12,17,24
22,22,2008-12-09,,LAL,W,113,101,,44,89,.494,8,20,.400,36,69,.522,.539,17,23,.739,11,34,45,22,3,3,11,24,35,87,.402,9,24,.375,26,63,.413,.454,22,26,.846,15,28,43,22,4,7,16,23
23,23,2008-12-12,@,LAL,L,103,112,,37,79,.468,6,19,.316,31,60,.517,.506,23,32,.719,8,31,39,24,7,4,17,30,42,84,.500,7,15,.467,35,69,.507,.542,21,35,.600,10,36,46,23,7,4,11,24
24,24,2008-12-13,,NYK,L,90,114,,36,98,.367,3,23,.130,33,75,.440,.383,15,19,.789,14,34,48,18,8,5,13,18,43,87,.494,13,27,.481,30,60,.500,.569,15,21,.714,9,43,52,20,5,2,15,20
25,25,2008-12-15,,MIN,W,118,103,,43,85,.506,10,23,.435,33,62,.532,.565,22,29,.759,5,31,36,26,6,9,13,25,36,86,.419,6,17,.353,30,69,.435,.453,25,34,.735,13,33,46,13,3,5,16,23
26,26,2008-12-16,@,POR,L,77,109,,24,76,.316,5,12,.417,19,64,.297,.349,24,29,.828,9,29,38,15,4,10,17,26,36,87,.414,4,15,.267,32,72,.444,.437,33,38,.868,19,40,59,22,12,7,12,26
27,27,2008-12-19,@,HOU,L,96,107,,35,76,.461,8,16,.500,27,60,.450,.513,18,20,.900,10,22,32,14,7,6,18,20,41,84,.488,6,17,.353,35,67,.522,.524,19,26,.731,13,29,42,26,11,6,14,18
28,28,2008-12-20,@,NOH,L,90,99,,33,70,.471,9,21,.429,24,49,.490,.536,15,17,.882,7,34,41,21,2,2,18,28,36,79,.456,5,17,.294,31,62,.500,.487,22,28,.786,9,27,36,15,11,4,8,14
29,29,2008-12-22,@,SAS,L,85,101,,31,78,.397,5,15,.333,26,63,.413,.429,18,22,.818,11,27,38,16,14,4,17,17,37,71,.521,7,15,.467,30,56,.536,.570,20,24,.833,7,35,42,22,6,2,16,17
30,30,2008-12-26,,TOR,L,101,107,,36,80,.450,8,20,.400,28,60,.467,.500,21,26,.808,16,18,34,21,7,4,12,27,38,69,.551,4,11,.364,34,58,.586,.580,27,36,.750,12,27,39,17,6,3,16,21
31,31,2008-12-28,,BOS,L,63,108,,19,68,.279,4,18,.222,15,50,.300,.309,21,27,.778,6,25,31,10,5,2,18,24,41,79,.519,6,18,.333,35,61,.574,.557,20,27,.741,11,42,53,23,11,9,14,22
32,32,2008-12-30,,LAC,W,92,90,,32,84,.381,4,11,.364,28,73,.384,.405,24,31,.774,18,34,52,16,5,3,16,20,30,84,.357,5,15,.333,25,69,.362,.387,25,27,.926,16,30,46,15,9,5,13,24
33,33,2009-01-02,@,DET,L,92,98,,28,83,.337,3,14,.214,25,69,.362,.355,33,34,.971,19,30,49,15,7,3,17,24,40,82,.488,0,5,.000,40,77,.519,.488,18,24,.750,10,35,45,13,8,11,15,26
34,34,2009-01-03,@,IND,L,117,122,,40,85,.471,14,25,.560,26,60,.433,.553,23,29,.793,9,27,36,24,7,6,13,29,43,86,.500,6,18,.333,37,68,.544,.535,30,35,.857,13,33,46,19,3,3,15,26
35,35,2009-01-05,@,NJN,L,90,98,,35,83,.422,5,19,.263,30,64,.469,.452,15,19,.789,9,29,38,24,11,2,8,24,34,73,.466,10,20,.500,24,53,.453,.534,20,35,.571,14,39,53,24,3,6,16,20
36,36,2009-01-06,@,CHI,L,94,99,,36,71,.507,3,13,.231,33,58,.569,.528,19,24,.792,5,30,35,16,5,4,20,27,32,83,.386,2,11,.182,30,72,.417,.398,33,36,.917,17,25,42,21,9,5,16,20
37,37,2009-01-09,,MIA,L,115,119,OT,37,89,.416,8,22,.364,29,67,.433,.461,33,41,.805,10,36,46,23,6,1,20,29,40,89,.449,7,18,.389,33,71,.465,.489,32,43,.744,13,36,49,19,11,4,15,30
38,38,2009-01-11,,DAL,W,102,95,,41,81,.506,8,16,.500,33,65,.508,.556,12,17,.706,6,34,40,24,8,1,15,16,39,86,.453,3,20,.150,36,66,.545,.471,14,15,.933,11,29,40,15,6,10,14,13
39,39,2009-01-13,,ORL,L,107,139,,37,82,.451,8,18,.444,29,64,.453,.500,25,31,.806,9,23,32,23,8,1,12,20,49,81,.605,23,37,.622,26,44,.591,.747,18,23,.783,5,34,39,28,11,2,14,26
40,40,2009-01-14,@,GSW,W,135,133,3OT,45,110,.409,10,25,.400,35,85,.412,.455,35,36,.972,20,45,65,24,3,2,16,26,51,115,.443,6,15,.400,45,100,.450,.470,25,41,.610,21,39,60,24,7,13,11,29
41,41,2009-01-16,,MIL,L,122,129,,35,68,.515,9,24,.375,26,44,.591,.581,43,51,.843,8,26,34,15,4,6,20,25,45,90,.500,10,17,.588,35,73,.479,.556,29,33,.879,14,22,36,29,11,3,11,33
42,42,2009-01-20,@,DEN,L,99,118,,35,82,.427,11,22,.500,24,60,.400,.494,18,22,.818,7,26,33,23,6,2,19,32,40,71,.563,3,14,.214,37,57,.649,.585,35,46,.761,7,34,41,28,12,6,17,17
43,43,2009-01-21,,WAS,L,107,110,,35,80,.438,12,25,.480,23,55,.418,.513,25,30,.833,9,22,31,18,8,0,11,21,43,83,.518,2,14,.143,41,69,.594,.530,22,27,.815,12,35,47,16,4,4,13,21
44,44,2009-01-24,@,MIL,L,104,106,,35,77,.455,7,20,.350,28,57,.491,.500,27,30,.900,10,25,35,23,7,1,13,23,40,87,.460,3,12,.250,37,75,.493,.477,23,32,.719,18,31,49,26,7,5,12,23
45,45,2009-01-25,@,TOR,L,97,113,,36,83,.434,11,25,.440,25,58,.431,.500,14,17,.824,10,22,32,20,5,3,13,23,41,78,.526,6,10,.600,35,68,.515,.564,25,29,.862,10,33,43,21,7,5,13,18
46,46,2009-01-27,@,CLE,L,110,117,,37,74,.500,12,25,.480,25,49,.510,.581,24,26,.923,5,20,25,23,8,7,11,22,37,78,.474,11,26,.423,26,52,.500,.545,32,40,.800,17,32,49,26,6,5,15,19
47,47,2009-01-28,@,BOS,L,100,119,,33,75,.440,8,19,.421,25,56,.446,.493,26,30,.867,9,24,33,18,2,2,14,25,44,80,.550,9,13,.692,35,67,.522,.606,22,27,.815,11,29,40,30,9,6,11,25
48,48,2009-01-30,,CHI,L,88,109,,28,76,.368,4,16,.250,24,60,.400,.395,28,33,.848,15,29,44,10,6,3,22,24,45,81,.556,4,11,.364,41,70,.586,.580,15,27,.556,11,26,37,27,12,6,12,24
49,49,2009-02-01,,OKC,W,122,118,OT,44,97,.454,7,22,.318,37,75,.493,.490,27,34,.794,17,26,43,25,9,8,14,28,41,90,.456,3,14,.214,38,76,.500,.472,33,39,.846,21,30,51,21,6,3,18,29
