Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,1999-11-05,,MIN,W,100,95,,34,95,.358,9,24,.375,25,71,.352,.405,23,27,.852,15,40,55,25,7,3,21,14,39,99,.394,6,14,.429,33,85,.388,.424,11,14,.786,16,38,54,27,12,4,18,27
2,2,1999-11-06,@,MIN,L,101,114,,41,84,.488,5,15,.333,36,69,.522,.518,14,24,.583,8,29,37,28,9,3,16,18,47,91,.516,4,10,.400,43,81,.531,.538,16,19,.842,14,36,50,36,10,2,14,27
3,3,1999-11-12,,UTA,W,105,92,,39,88,.443,7,21,.333,32,67,.478,.483,20,29,.690,15,33,48,19,9,8,13,26,34,88,.386,5,10,.500,29,78,.372,.415,19,23,.826,17,34,51,19,6,4,18,29
4,4,1999-11-14,,DEN,W,126,116,,52,95,.547,5,21,.238,47,74,.635,.574,17,25,.680,11,35,46,28,6,2,12,18,45,90,.500,13,27,.481,32,63,.508,.572,13,17,.765,9,31,40,28,9,6,18,26
5,5,1999-11-16,,VAN,W,81,77,,31,96,.323,3,25,.120,28,71,.394,.339,16,24,.667,20,33,53,19,16,7,16,22,31,83,.373,2,7,.286,29,76,.382,.386,13,25,.520,14,42,56,13,9,7,23,23
6,6,1999-11-18,@,HOU,W,128,110,,45,99,.455,14,33,.424,31,66,.470,.525,24,31,.774,16,27,43,24,14,6,10,19,46,97,.474,4,19,.211,42,78,.538,.495,14,19,.737,17,34,51,31,8,4,20,26
7,7,1999-11-19,@,DAL,W,103,94,,36,91,.396,3,23,.130,33,68,.485,.412,28,32,.875,17,41,58,19,11,6,15,17,40,101,.396,3,16,.188,37,85,.435,.411,11,12,.917,17,41,58,21,7,1,17,22
8,8,1999-11-21,,HOU,W,110,105,,48,99,.485,7,22,.318,41,77,.532,.520,7,9,.778,16,34,50,29,8,5,15,13,43,95,.453,7,17,.412,36,78,.462,.489,12,13,.923,15,32,47,17,8,2,17,10
9,9,1999-11-23,,NJN,W,105,92,,44,85,.518,7,24,.292,37,61,.607,.559,10,18,.556,17,40,57,28,7,5,19,20,39,100,.390,3,10,.300,36,90,.400,.405,11,17,.647,22,24,46,17,10,2,11,21
10,10,1999-11-26,,GSW,W,124,95,,48,90,.533,9,24,.375,39,66,.591,.583,19,24,.792,10,39,49,37,8,9,12,18,40,97,.412,3,8,.375,37,89,.416,.428,12,18,.667,19,31,50,21,7,4,18,22
11,11,1999-11-29,@,MIA,L,88,98,,33,87,.379,7,25,.280,26,62,.419,.420,15,21,.714,7,31,38,21,6,3,19,22,39,80,.488,3,9,.333,36,71,.507,.506,17,20,.850,9,44,53,22,11,7,22,25
