Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2013-10-30,,MEM,W,101,94,,40,76,.526,11,20,.550,29,56,.518,.599,10,16,.625,4,36,40,25,3,6,15,18,39,93,.419,8,15,.533,31,78,.397,.462,8,15,.533,11,33,44,24,6,3,14,15
2,2,2013-11-01,@,LAL,W,91,85,,38,94,.404,5,21,.238,33,73,.452,.431,10,14,.714,12,38,50,20,7,0,12,18,30,82,.366,8,27,.296,22,55,.400,.415,17,24,.708,8,38,46,22,4,7,12,19
3,3,2013-11-02,@,POR,L,105,115,,47,94,.500,6,12,.500,41,82,.500,.532,5,8,.625,12,23,35,24,6,2,12,25,45,81,.556,8,20,.400,37,61,.607,.605,17,19,.895,7,32,39,29,3,7,16,15
4,4,2013-11-05,@,DEN,W,102,94,,40,86,.465,4,16,.250,36,70,.514,.488,18,20,.900,8,31,39,27,14,9,16,22,35,83,.422,9,19,.474,26,64,.406,.476,15,20,.750,10,35,45,22,4,4,23,23
5,5,2013-11-06,,PHO,W,99,96,,41,85,.482,6,16,.375,35,69,.507,.518,11,15,.733,6,33,39,25,5,7,14,17,42,85,.494,7,19,.368,35,66,.530,.535,5,9,.556,5,38,43,14,7,5,18,17
6,6,2013-11-08,,GSW,W,76,74,,31,79,.392,5,19,.263,26,60,.433,.424,9,18,.500,11,31,42,19,9,3,14,18,29,71,.408,8,20,.400,21,51,.412,.465,8,10,.800,6,39,45,16,7,4,20,20
7,7,2013-11-10,@,NYK,W,120,89,,41,76,.539,12,28,.429,29,48,.604,.618,26,30,.867,9,42,51,22,5,4,13,19,31,82,.378,6,22,.273,25,60,.417,.415,21,29,.724,9,24,33,16,6,1,10,22
8,8,2013-11-11,@,PHI,W,109,85,,44,89,.494,13,28,.464,31,61,.508,.567,8,11,.727,11,39,50,29,9,2,12,15,34,82,.415,5,19,.263,29,63,.460,.445,12,16,.750,11,29,40,19,4,9,15,12
9,9,2013-11-13,,WAS,W,92,79,,39,77,.506,8,22,.364,31,55,.564,.558,6,8,.750,5,42,47,28,6,4,17,14,33,91,.363,5,15,.333,28,76,.368,.390,8,11,.727,12,32,44,15,11,3,11,11
10,10,2013-11-15,@,UTA,W,91,82,,35,76,.461,4,15,.267,31,61,.508,.487,17,22,.773,7,36,43,19,8,5,17,15,35,91,.385,5,16,.313,30,75,.400,.412,7,11,.636,16,34,50,16,9,4,18,23
11,11,2013-11-20,,BOS,W,104,93,,39,81,.481,8,21,.381,31,60,.517,.531,18,24,.750,7,34,41,27,12,6,12,14,39,86,.453,4,15,.267,35,71,.493,.477,11,12,.917,10,34,44,18,4,3,17,20
12,12,2013-11-22,@,MEM,W,102,86,,42,79,.532,7,17,.412,35,62,.565,.576,11,16,.688,11,30,41,25,8,3,15,18,35,80,.438,3,11,.273,32,69,.464,.456,13,17,.765,12,26,38,16,7,2,14,18
13,13,2013-11-23,,CLE,W,126,96,,46,80,.575,16,24,.667,30,56,.536,.675,18,23,.783,6,31,37,30,9,5,15,17,39,83,.470,4,13,.308,35,70,.500,.494,14,20,.700,10,27,37,19,9,2,17,21
14,14,2013-11-25,,NOP,W,112,93,,44,81,.543,10,25,.400,34,56,.607,.605,14,19,.737,7,38,45,30,12,7,19,18,37,97,.381,2,15,.133,35,82,.427,.392,17,20,.850,17,31,48,21,11,6,16,18
15,15,2013-11-27,@,OKC,L,88,94,,36,92,.391,7,27,.259,29,65,.446,.429,9,14,.643,12,33,45,19,11,3,13,16,39,84,.464,4,15,.267,35,69,.507,.488,12,15,.800,11,40,51,24,5,6,16,17
16,16,2013-11-29,@,ORL,W,109,91,,42,76,.553,8,17,.471,34,59,.576,.605,17,17,1.000,7,36,43,24,10,4,19,12,34,78,.436,9,19,.474,25,59,.424,.494,14,15,.933,4,24,28,20,8,5,15,13
17,17,2013-11-30,,HOU,L,106,112,,44,91,.484,9,26,.346,35,65,.538,.533,9,13,.692,4,29,33,27,8,9,15,19,40,90,.444,13,30,.433,27,60,.450,.517,19,30,.633,12,42,54,24,13,4,17,18
18,18,2013-12-02,,ATL,W,102,100,,42,78,.538,6,18,.333,36,60,.600,.577,12,17,.706,9,39,48,27,6,8,19,10,42,96,.438,11,31,.355,31,65,.477,.495,5,5,1.000,10,29,39,22,10,2,10,19
19,19,2013-12-07,,IND,L,100,111,,41,91,.451,13,26,.500,28,65,.431,.522,5,6,.833,10,24,34,24,6,1,11,21,38,71,.535,9,19,.474,29,52,.558,.599,26,28,.929,8,33,41,22,8,3,14,16
20,20,2013-12-10,@,TOR,W,116,103,,45,82,.549,13,23,.565,32,59,.542,.628,13,16,.813,8,28,36,30,8,3,14,18,38,83,.458,10,23,.435,28,60,.467,.518,17,19,.895,11,27,38,23,6,3,19,18
21,21,2013-12-11,@,MIL,W,109,77,,46,88,.523,4,17,.235,42,71,.592,.545,13,17,.765,17,35,52,25,8,2,16,21,29,84,.345,2,15,.133,27,69,.391,.357,17,23,.739,16,21,37,16,7,4,14,18
22,22,2013-12-13,,MIN,W,117,110,,48,87,.552,10,22,.455,38,65,.585,.609,11,13,.846,7,35,42,32,8,7,13,18,38,88,.432,11,23,.478,27,65,.415,.494,23,26,.885,10,31,41,22,9,4,12,12
23,23,2013-12-14,@,UTA,W,100,84,,41,88,.466,8,20,.400,33,68,.485,.511,10,12,.833,11,44,55,24,6,1,10,15,35,89,.393,6,20,.300,29,69,.420,.427,8,11,.727,8,34,42,17,5,11,9,17
24,24,2013-12-16,@,LAC,L,92,115,,37,76,.487,6,18,.333,31,58,.534,.526,12,21,.571,9,27,36,20,8,3,22,27,39,76,.513,11,23,.478,28,53,.528,.586,26,35,.743,9,34,43,19,12,4,19,20
25,25,2013-12-18,@,PHO,W,108,101,,41,87,.471,7,18,.389,34,69,.493,.511,19,24,.792,14,32,46,23,10,4,18,17,38,82,.463,7,15,.467,31,67,.463,.506,18,24,.750,13,29,42,16,8,7,19,24
26,26,2013-12-19,@,GSW,W,104,102,,40,89,.449,11,27,.407,29,62,.468,.511,13,19,.684,9,30,39,21,10,2,19,11,42,90,.467,8,31,.258,34,59,.576,.511,10,11,.909,13,34,47,26,14,4,24,21
27,27,2013-12-21,,OKC,L,100,113,,35,82,.427,9,19,.474,26,63,.413,.482,21,26,.808,7,30,37,25,7,4,12,18,43,88,.489,12,27,.444,31,61,.508,.557,15,18,.833,10,38,48,22,6,9,13,23
28,28,2013-12-23,,TOR,W,112,99,,41,91,.451,9,23,.391,32,68,.471,.500,21,27,.778,16,34,50,27,7,7,13,22,37,81,.457,7,21,.333,30,60,.500,.500,18,25,.720,11,29,40,21,4,5,13,21
29,29,2013-12-25,,HOU,L,98,111,,37,91,.407,5,20,.250,32,71,.451,.434,19,23,.826,14,32,46,18,6,9,9,13,45,86,.523,12,24,.500,33,62,.532,.593,9,18,.500,11,39,50,28,3,9,11,16
30,30,2013-12-26,@,DAL,W,116,107,,37,75,.493,7,16,.438,30,59,.508,.540,35,42,.833,8,38,46,22,9,6,18,25,39,85,.459,5,17,.294,34,68,.500,.488,24,31,.774,9,32,41,18,12,6,14,26
31,31,2013-12-29,,SAC,W,112,104,,44,94,.468,8,24,.333,36,70,.514,.511,16,19,.842,10,34,44,29,5,4,4,17,41,91,.451,7,14,.500,34,77,.442,.489,15,20,.750,16,35,51,20,3,6,9,18
32,32,2013-12-31,,BRK,W,113,92,,40,78,.513,9,20,.450,31,58,.534,.571,24,28,.857,14,33,47,27,8,6,16,17,37,84,.440,5,15,.333,32,69,.464,.470,13,15,.867,11,23,34,24,8,2,16,24
33,33,2014-01-02,,NYK,L,101,105,,37,77,.481,14,32,.438,23,45,.511,.571,13,19,.684,9,25,34,29,5,4,14,16,39,76,.513,9,17,.529,30,59,.508,.572,18,20,.900,9,31,40,19,7,5,14,23
34,34,2014-01-04,,LAC,W,116,92,,50,90,.556,4,18,.222,46,72,.639,.578,12,16,.750,11,31,42,34,5,4,13,20,37,79,.468,3,15,.200,34,64,.531,.487,15,21,.714,7,26,33,21,6,3,18,24
35,35,2014-01-07,@,MEM,W,110,108,OT,43,83,.518,7,24,.292,36,59,.610,.560,17,25,.680,9,35,44,24,9,5,18,16,46,99,.465,6,17,.353,40,82,.488,.495,10,15,.667,12,28,40,22,7,5,11,24
36,36,2014-01-08,,DAL,W,112,90,,40,76,.526,9,20,.450,31,56,.554,.586,23,26,.885,12,43,55,25,6,3,17,10,39,93,.419,7,19,.368,32,74,.432,.457,5,8,.625,9,23,32,20,10,3,8,19
37,37,2014-01-12,,MIN,W,104,86,,42,74,.568,9,13,.692,33,61,.541,.628,11,14,.786,7,39,46,31,6,10,20,19,33,93,.355,5,17,.294,28,76,.368,.382,15,18,.833,16,24,40,17,16,6,10,13
38,38,2014-01-13,@,NOP,W,101,95,,35,67,.522,5,12,.417,30,55,.545,.560,26,31,.839,3,38,41,19,6,7,13,19,38,87,.437,7,11,.636,31,76,.408,.477,12,17,.706,9,32,41,19,7,4,9,23
39,39,2014-01-15,,UTA,W,109,105,,43,80,.538,7,16,.438,36,64,.563,.581,16,18,.889,3,31,34,29,6,6,11,18,44,89,.494,4,8,.500,40,81,.494,.517,13,19,.684,11,32,43,23,6,1,10,20
40,40,2014-01-17,,POR,L,100,109,,38,84,.452,8,20,.400,30,64,.469,.500,16,20,.800,7,34,41,21,7,3,12,17,41,86,.477,8,16,.500,33,70,.471,.523,19,20,.950,8,39,47,21,3,4,11,23
41,41,2014-01-19,,MIL,W,110,82,,43,76,.566,11,18,.611,32,58,.552,.638,13,21,.619,7,48,55,28,6,8,15,16,33,88,.375,6,21,.286,27,67,.403,.409,10,17,.588,10,27,37,19,10,6,8,18
42,42,2014-01-22,,OKC,L,105,111,,40,75,.533,10,22,.455,30,53,.566,.600,15,22,.682,8,22,30,25,10,3,17,17,45,83,.542,10,18,.556,35,65,.538,.602,11,16,.688,11,27,38,21,8,7,15,25
43,43,2014-01-24,@,ATL,W,105,79,,41,84,.488,11,18,.611,30,66,.455,.554,12,17,.706,15,39,54,26,7,6,22,21,29,76,.382,2,13,.154,27,63,.429,.395,19,27,.704,9,27,36,18,13,6,20,17
44,44,2014-01-26,@,MIA,L,101,113,,38,76,.500,6,22,.273,32,54,.593,.539,19,23,.826,6,22,28,24,8,4,12,17,43,74,.581,8,19,.421,35,55,.636,.635,19,20,.950,7,30,37,28,6,5,14,22
45,45,2014-01-28,@,HOU,L,90,97,,35,82,.427,6,23,.261,29,59,.492,.463,14,21,.667,13,26,39,23,6,8,12,31,33,75,.440,5,18,.278,28,57,.491,.473,26,47,.553,19,36,55,18,5,4,15,21
46,46,2014-01-29,,CHI,L,86,96,,33,71,.465,5,13,.385,28,58,.483,.500,15,16,.938,6,25,31,16,5,2,19,23,37,83,.446,4,12,.333,33,71,.465,.470,18,23,.783,14,25,39,21,9,8,8,18
47,47,2014-02-01,,SAC,W,95,93,,36,75,.480,6,22,.273,30,53,.566,.520,17,26,.654,7,35,42,23,4,7,13,19,34,83,.410,5,14,.357,29,69,.420,.440,20,25,.800,8,35,43,15,8,4,10,26
48,48,2014-02-03,@,NOP,W,102,95,,38,81,.469,5,18,.278,33,63,.524,.500,21,25,.840,5,29,34,20,9,12,7,16,36,79,.456,6,14,.429,30,65,.462,.494,17,20,.850,7,37,44,16,3,7,16,24
49,49,2014-02-05,@,WAS,W,125,118,2OT,48,98,.490,9,28,.321,39,70,.557,.536,20,25,.800,11,42,53,30,8,9,20,27,44,101,.436,5,16,.313,39,85,.459,.460,25,32,.781,13,36,49,19,10,6,16,18
50,50,2014-02-06,@,BRK,L,89,103,,29,73,.397,7,21,.333,22,52,.423,.445,24,29,.828,8,30,38,14,8,7,17,12,46,93,.495,4,13,.308,42,80,.525,.516,7,10,.700,16,37,53,29,7,4,14,24
51,51,2014-02-08,@,CHA,W,104,100,,36,77,.468,8,21,.381,28,56,.500,.519,24,28,.857,7,36,43,24,7,6,14,16,39,89,.438,6,16,.375,33,73,.452,.472,16,22,.727,13,34,47,24,10,6,11,18
