Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2010-10-27,@,MIN,W,117,116,,39,85,.459,4,11,.364,35,74,.473,.482,35,47,.745,14,31,45,25,8,4,13,24,43,91,.473,8,18,.444,35,73,.479,.516,22,28,.786,11,35,46,22,5,8,13,32
2,2,2010-10-29,@,NJN,L,100,106,,39,93,.419,5,20,.250,34,73,.466,.446,17,26,.654,10,21,31,21,7,3,12,32,32,61,.525,6,11,.545,26,50,.520,.574,36,45,.800,5,38,43,18,2,4,27,30
3,3,2010-10-30,@,CLE,W,107,104,,40,77,.519,9,15,.600,31,62,.500,.578,18,24,.750,11,32,43,24,7,4,15,21,39,80,.488,6,19,.316,33,61,.541,.525,20,29,.690,10,25,35,22,8,2,13,19
4,4,2010-11-01,,TOR,W,111,108,,42,88,.477,5,12,.417,37,76,.487,.506,22,27,.815,16,24,40,15,5,4,11,24,39,85,.459,9,21,.429,30,64,.469,.512,21,29,.724,17,25,42,19,3,3,15,26
5,5,2010-11-03,,LAL,L,100,112,,40,91,.440,6,22,.273,34,69,.493,.473,14,23,.609,12,37,49,20,4,4,8,26,39,84,.464,11,21,.524,28,63,.444,.530,23,28,.821,7,36,43,24,4,4,6,22
6,6,2010-11-06,,MEM,L,91,100,,34,79,.430,5,20,.250,29,59,.492,.462,18,24,.750,15,26,41,16,8,10,21,24,40,83,.482,3,15,.200,37,68,.544,.500,17,23,.739,13,30,43,13,7,5,15,19
7,7,2010-11-10,,MIN,L,89,98,,32,72,.444,5,20,.250,27,52,.519,.479,20,32,.625,8,33,41,25,6,8,19,23,41,87,.471,4,11,.364,37,76,.487,.494,12,20,.600,12,29,41,15,5,2,15,24
8,8,2010-11-12,@,PHO,L,89,103,,36,88,.409,5,18,.278,31,70,.443,.438,12,19,.632,21,29,50,18,6,1,11,22,41,79,.519,4,12,.333,37,67,.552,.544,17,27,.630,13,29,42,19,8,3,11,13
9,9,2010-11-14,,DET,L,94,100,,39,86,.453,2,18,.111,37,68,.544,.465,14,21,.667,18,23,41,14,10,3,12,16,41,76,.539,3,9,.333,38,67,.567,.559,15,19,.789,9,28,37,18,7,5,12,17
10,10,2010-11-17,,NYK,L,106,113,,40,89,.449,4,15,.267,36,74,.486,.472,22,26,.846,17,22,39,15,6,5,16,27,37,71,.521,6,15,.400,31,56,.554,.563,33,39,.846,10,27,37,14,7,5,18,17
11,11,2010-11-19,,NJN,W,86,81,,33,77,.429,4,11,.364,29,66,.439,.455,16,23,.696,18,27,45,13,7,6,16,17,32,70,.457,2,11,.182,30,59,.508,.471,15,19,.789,13,26,39,18,5,4,17,18
12,12,2010-11-21,,NOH,L,71,75,,29,75,.387,4,13,.308,25,62,.403,.413,9,15,.600,12,39,51,14,5,9,22,19,28,87,.322,4,12,.333,24,75,.320,.345,15,16,.938,15,34,49,20,10,6,15,18
13,13,2010-11-22,@,UTA,L,83,94,,29,81,.358,5,16,.313,24,65,.369,.389,20,27,.741,16,34,50,18,2,7,16,23,34,76,.447,3,9,.333,31,67,.463,.467,23,33,.697,9,30,39,20,9,9,8,21
14,14,2010-11-25,@,LAC,L,82,100,,29,71,.408,4,11,.364,25,60,.417,.437,20,32,.625,9,26,35,21,7,4,13,26,35,69,.507,2,13,.154,33,56,.589,.522,28,36,.778,10,35,45,19,5,4,17,25
15,15,2010-11-27,,CHI,L,85,96,,33,81,.407,5,14,.357,28,67,.418,.438,14,17,.824,12,31,43,21,6,12,18,23,33,77,.429,3,11,.273,30,66,.455,.448,27,33,.818,10,34,44,23,8,5,12,19
16,16,2010-11-30,,IND,L,98,107,,39,88,.443,5,20,.250,34,68,.500,.472,15,23,.652,14,33,47,17,4,3,14,29,36,79,.456,6,19,.316,30,60,.500,.494,29,34,.853,6,35,41,22,8,6,13,26
17,17,2010-12-03,@,LAL,L,80,113,,31,77,.403,5,16,.313,26,61,.426,.435,13,22,.591,12,28,40,15,3,2,21,21,47,83,.566,3,14,.214,44,69,.638,.584,16,22,.727,7,32,39,27,10,8,11,20
18,18,2010-12-04,,DAL,L,103,105,,40,83,.482,11,19,.579,29,64,.453,.548,12,16,.750,6,31,37,24,5,4,11,27,38,76,.500,5,17,.294,33,59,.559,.533,24,29,.828,6,30,36,23,4,6,11,20
19,19,2010-12-06,@,LAC,L,91,98,,31,85,.365,3,16,.188,28,69,.406,.382,26,32,.813,13,32,45,15,7,7,13,25,36,81,.444,7,18,.389,29,63,.460,.488,19,23,.826,12,31,43,23,5,6,14,24
20,20,2010-12-08,,WAS,W,116,91,,45,83,.542,8,17,.471,37,66,.561,.590,18,24,.750,16,32,48,27,15,4,19,24,31,75,.413,5,11,.455,26,64,.406,.447,24,34,.706,13,23,36,11,10,3,24,19
21,21,2010-12-11,,MIA,L,83,104,,33,90,.367,6,18,.333,27,72,.375,.400,11,21,.524,13,23,36,17,6,4,11,21,41,79,.519,7,14,.500,34,65,.523,.563,15,24,.625,11,45,56,22,7,8,15,18
22,22,2010-12-14,@,HOU,L,105,118,,42,80,.525,4,11,.364,38,69,.551,.550,17,22,.773,10,31,41,21,5,6,18,18,46,92,.500,10,23,.435,36,69,.522,.554,16,21,.762,14,28,42,31,11,4,11,20
23,23,2010-12-15,@,NOH,L,91,94,,39,84,.464,6,20,.300,33,64,.516,.500,7,12,.583,9,32,41,19,5,2,16,25,34,78,.436,4,11,.364,30,67,.448,.462,22,30,.733,13,30,43,25,5,6,12,19
24,24,2010-12-17,@,OKC,L,87,102,,35,82,.427,2,11,.182,33,71,.465,.439,15,23,.652,14,28,42,15,3,3,15,26,39,81,.481,3,15,.200,36,66,.545,.500,21,33,.636,14,29,43,23,8,8,13,21
25,25,2010-12-19,,HOU,L,93,102,,35,91,.385,7,14,.500,28,77,.364,.423,16,19,.842,15,23,38,18,9,10,13,19,37,83,.446,11,25,.440,26,58,.448,.512,17,22,.773,16,34,50,28,5,11,22,17
26,26,2010-12-21,,GSW,L,109,117,OT,39,100,.390,7,23,.304,32,77,.416,.425,24,28,.857,17,39,56,18,9,7,20,27,42,89,.472,10,25,.400,32,64,.500,.528,23,33,.697,10,38,48,24,12,8,19,28
27,27,2010-12-23,,MIL,L,79,84,,31,85,.365,7,21,.333,24,64,.375,.406,10,15,.667,19,38,57,18,3,4,25,28,35,81,.432,2,9,.222,33,72,.458,.444,12,18,.667,7,30,37,13,7,9,13,20
28,28,2010-12-27,,LAC,L,99,100,,36,87,.414,13,26,.500,23,61,.377,.489,14,17,.824,15,19,34,18,10,7,10,16,40,83,.482,9,22,.409,31,61,.508,.536,11,15,.733,16,32,48,23,6,5,22,14
29,29,2010-12-29,,MEM,W,100,98,,35,76,.461,8,17,.471,27,59,.458,.513,22,28,.786,10,31,41,20,10,4,21,24,38,87,.437,1,3,.333,37,84,.440,.443,21,28,.750,14,26,40,18,9,1,15,23
30,30,2011-01-01,@,DEN,L,86,104,,38,90,.422,4,15,.267,34,75,.453,.444,6,15,.400,7,28,35,23,15,7,14,22,39,85,.459,6,14,.429,33,71,.465,.494,20,26,.769,13,45,58,22,10,7,21,18
31,31,2011-01-02,,PHO,W,94,89,,34,84,.405,4,12,.333,30,72,.417,.429,22,27,.815,18,42,60,21,2,6,15,19,35,87,.402,7,27,.259,28,60,.467,.443,12,15,.800,9,23,32,24,8,5,7,25
32,32,2011-01-04,,ATL,L,102,108,,43,96,.448,5,14,.357,38,82,.463,.474,11,18,.611,13,26,39,23,9,4,11,22,40,78,.513,8,18,.444,32,60,.533,.564,20,24,.833,10,37,47,23,6,3,20,19
33,33,2011-01-06,,DEN,W,122,102,,44,78,.564,9,18,.500,35,60,.583,.622,25,30,.833,7,26,33,19,11,4,16,25,36,71,.507,4,16,.250,32,55,.582,.535,26,30,.867,8,22,30,12,0,5,23,30
34,34,2011-01-09,@,TOR,L,112,118,,40,91,.440,5,16,.313,35,75,.467,.467,27,34,.794,14,27,41,19,8,6,9,19,48,82,.585,6,13,.462,42,69,.609,.622,16,23,.696,8,31,39,26,4,8,16,26
35,35,2011-01-11,@,WAS,L,133,136,OT,53,108,.491,7,20,.350,46,88,.523,.523,20,25,.800,12,28,40,31,11,6,12,23,47,95,.495,9,17,.529,38,78,.487,.542,33,39,.846,14,41,55,28,10,3,20,22
36,36,2011-01-12,@,BOS,L,95,119,,36,70,.514,2,13,.154,34,57,.596,.529,21,28,.750,6,31,37,19,7,6,23,18,50,96,.521,12,20,.600,38,76,.500,.583,7,11,.636,12,26,38,29,16,3,15,21
37,37,2011-01-14,@,NYK,W,93,83,,39,92,.424,5,13,.385,34,79,.430,.451,10,13,.769,13,47,60,16,11,13,22,19,29,92,.315,9,28,.321,20,64,.313,.364,16,20,.800,14,35,49,13,9,7,16,16
38,38,2011-01-15,@,DET,L,106,110,,43,84,.512,6,13,.462,37,71,.521,.548,14,27,.519,21,24,45,27,6,1,15,21,43,77,.558,2,8,.250,41,69,.594,.571,22,29,.759,7,23,30,20,10,3,10,19
39,39,2011-01-17,@,ATL,L,98,100,,41,92,.446,1,9,.111,40,83,.482,.451,15,22,.682,17,30,47,18,6,3,8,17,39,83,.470,5,20,.250,34,63,.540,.500,17,20,.850,8,30,38,25,3,10,10,21
40,40,2011-01-19,,POR,L,90,94,OT,35,82,.427,5,18,.278,30,64,.469,.457,15,22,.682,10,35,45,22,6,6,19,19,38,88,.432,6,16,.375,32,72,.444,.466,12,13,.923,9,33,42,25,13,6,15,21
41,41,2011-01-21,@,GSW,L,112,119,OT,42,94,.447,3,12,.250,39,82,.476,.463,25,37,.676,13,32,45,22,11,2,20,23,49,95,.516,4,18,.222,45,77,.584,.537,17,20,.850,10,34,44,21,13,5,20,26
42,42,2011-01-24,@,POR,W,96,81,,38,76,.500,5,9,.556,33,67,.493,.533,15,20,.750,16,28,44,19,9,5,18,21,34,86,.395,5,15,.333,29,71,.408,.424,8,11,.727,18,21,39,16,6,6,19,16
43,43,2011-01-25,,CHA,L,89,94,,32,89,.360,1,12,.083,31,77,.403,.365,24,29,.828,16,28,44,16,8,5,9,30,32,71,.451,3,8,.375,29,63,.460,.472,27,36,.750,11,39,50,12,5,1,16,29
44,44,2011-01-28,@,LAL,W,100,95,,42,82,.512,4,11,.364,38,71,.535,.537,12,18,.667,15,27,42,21,8,3,17,19,33,80,.413,7,23,.304,26,57,.456,.456,22,26,.846,15,21,36,20,5,4,14,19
