Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2023-10-25,@,UTA,W,130,114,,47,102,.461,19,51,.373,28,51,.549,.554,17,20,.850,15,30,45,29,6,8,12,25,41,91,.451,9,28,.321,32,63,.508,.500,23,31,.742,16,38,54,22,6,2,14,20
2,2,2023-10-27,,GSW,L,114,122,,41,94,.436,12,40,.300,29,54,.537,.500,20,29,.690,10,31,41,24,10,3,14,16,48,87,.552,14,32,.438,34,55,.618,.632,12,14,.857,7,32,39,32,14,3,19,24
3,3,2023-10-29,,LAL,W,132,127,OT,49,104,.471,17,48,.354,32,56,.571,.553,17,24,.708,6,41,47,30,6,7,10,28,43,98,.439,15,45,.333,28,53,.528,.515,26,34,.765,8,45,53,27,4,4,12,22
4,4,2023-11-01,@,GSW,L,101,102,,36,88,.409,11,35,.314,25,53,.472,.472,18,23,.783,14,34,48,24,8,4,15,17,39,81,.481,11,31,.355,28,50,.560,.549,13,15,.867,7,29,36,32,5,6,18,17
5,5,2023-11-04,@,HOU,L,89,107,,32,84,.381,11,41,.268,21,43,.488,.446,14,19,.737,8,35,43,20,5,6,11,19,40,87,.460,13,36,.361,27,51,.529,.534,14,20,.700,10,43,53,28,4,3,11,18
6,6,2023-11-06,@,HOU,L,97,122,,36,81,.444,14,40,.350,22,41,.537,.531,11,20,.550,12,22,34,22,5,2,15,22,43,75,.573,15,31,.484,28,44,.636,.673,21,27,.778,5,34,39,28,8,4,11,19
7,7,2023-11-08,,POR,W,121,118,OT,41,89,.461,11,37,.297,30,52,.577,.522,28,38,.737,15,35,50,32,11,6,21,24,44,87,.506,8,22,.364,36,65,.554,.552,22,29,.759,7,29,36,26,10,5,18,29
8,8,2023-11-10,,OKC,W,105,98,,38,91,.418,13,47,.277,25,44,.568,.489,16,21,.762,16,36,52,28,10,9,18,22,39,87,.448,7,30,.233,32,57,.561,.489,13,16,.813,5,33,38,22,9,5,16,15
9,9,2023-11-13,,CLE,W,132,120,,49,83,.590,20,42,.476,29,41,.707,.711,14,22,.636,8,29,37,32,3,4,10,19,45,91,.495,16,35,.457,29,56,.518,.582,14,17,.824,14,25,39,24,3,1,11,18
10,10,2023-11-15,@,LAL,W,125,110,,48,96,.500,16,44,.364,32,52,.615,.583,13,17,.765,11,34,45,31,20,1,16,20,42,83,.506,11,29,.379,31,54,.574,.572,15,19,.789,7,36,43,25,12,6,23,17
11,11,2023-11-17,@,SAS,W,129,120,,46,85,.541,18,42,.429,28,43,.651,.647,19,24,.792,4,38,42,31,10,2,14,22,43,92,.467,15,36,.417,28,56,.500,.549,19,23,.826,6,36,42,33,7,3,15,21
12,12,2023-11-19,@,DAL,W,129,113,,48,90,.533,17,40,.425,31,50,.620,.628,16,21,.762,14,34,48,34,9,3,13,20,41,88,.466,12,34,.353,29,54,.537,.534,19,26,.731,11,29,40,23,8,2,10,15
13,13,2023-11-20,@,NOP,L,93,129,,33,87,.379,11,45,.244,22,42,.524,.443,16,24,.667,9,27,36,27,4,5,13,21,50,92,.543,12,28,.429,38,64,.594,.609,17,21,.810,10,45,55,38,8,6,12,19
14,14,2023-11-22,@,NOP,L,112,117,,34,76,.447,15,44,.341,19,32,.594,.546,29,35,.829,4,34,38,22,3,1,16,25,41,87,.471,7,30,.233,34,57,.596,.511,28,37,.757,13,35,48,23,10,2,10,28
15,15,2023-11-24,@,MIN,W,124,111,,49,100,.490,17,35,.486,32,65,.492,.575,9,11,.818,14,32,46,25,7,4,13,19,36,82,.439,12,33,.364,24,49,.490,.512,27,29,.931,10,34,44,25,6,9,18,18
16,16,2023-11-28,,GSW,W,124,123,,41,91,.451,15,44,.341,26,47,.553,.533,27,42,.643,12,34,46,25,8,7,10,23,40,83,.482,17,41,.415,23,42,.548,.584,26,30,.867,9,43,52,25,6,6,20,31
17,17,2023-11-29,,LAC,L,117,131,,40,86,.465,13,41,.317,27,45,.600,.541,24,28,.857,13,34,47,22,1,1,14,20,50,93,.538,14,28,.500,36,65,.554,.613,17,22,.773,8,29,37,28,8,5,7,20
