2001,NBA,1,17,Michael Bradley,Villanova,173,2016,483,591,93,.477,.143,.511,11.7,2.8,3.4,0.5,2.0,.047,-4.0,-1.0
Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2000,NBA,1,21,Morris Peterson,Michigan State,711,19366,7628,2483,1090,.418,.373,.773,27.2,10.7,3.5,1.5,35.7,.089,-0.4,7.6
2000,NBA,2,46,DeeAndre Hulett,College of the Sequoias,,,,,,,,,,,,,,,,
Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1999,NBA,1,5,Jonathan Bender (↳IND),,262,3847,1453,582,170,.417,.340,.763,14.7,5.5,2.2,0.6,3.8,.047,-2.6,-0.6
1999,NBA,1,12,Aleksandar RadojeviÄ,Barton County Community College,15,152,26,36,7,.308,,.625,10.1,1.7,2.4,0.5,-0.4,-0.130,-11.6,-0.4
Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1998,NBA,1,4,Antawn Jamison (↳GSW),UNC,1083,37638,20042,8157,1761,.451,.346,.724,34.8,18.5,7.5,1.6,87.8,.112,0.6,24.5
1998,NBA,2,47,Tyson Wheeler,Rhode Island,1,3,4,0,2,1.000,1.000,.500,3.0,4.0,0.0,2.0,0.1,1.367,51.1,0.0
Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1997,NBA,1,9,Tracy McGrady,,938,30658,18381,5276,4161,.435,.338,.746,32.7,19.6,5.6,4.4,97.3,.152,5.2,55.7
Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1996,NBA,1,2,Marcus Camby,UMass,973,28684,9262,9513,1837,.466,.205,.670,29.5,9.5,9.8,1.9,81.6,.137,2.3,31.3
Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1995,NBA,1,7,Damon Stoudamire,Arizona,878,29106,11763,3039,5371,.406,.357,.833,33.2,13.4,3.5,6.1,55.4,.091,0.3,16.8
1995,NBA,2,35,Jimmy King,Michigan,64,890,285,112,90,.429,.147,.691,13.9,4.5,1.8,1.4,0.0,.001,-4.6,-0.6
