Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2005-11-01,@,NOK,L,67,93,,25,80,.313,3,13,.231,22,67,.328,.331,14,19,.737,10,26,36,13,8,5,19,25,35,73,.479,4,11,.364,31,62,.500,.507,19,22,.864,6,46,52,21,7,4,21,21
2,2,2005-11-02,@,HOU,L,89,98,,34,83,.410,1,11,.091,33,72,.458,.416,20,24,.833,14,34,48,21,7,2,16,25,36,83,.434,9,21,.429,27,62,.435,.488,17,25,.680,13,30,43,20,8,3,12,24
3,3,2005-11-06,@,PHO,W,118,117,,44,99,.444,7,16,.438,37,83,.446,.480,23,29,.793,20,26,46,28,9,2,10,18,48,86,.558,9,22,.409,39,64,.609,.610,12,16,.750,6,30,36,35,5,10,14,27
4,4,2005-11-08,,DET,L,88,102,,36,78,.462,2,6,.333,34,72,.472,.474,14,16,.875,10,22,32,24,6,3,14,16,39,77,.506,5,14,.357,34,63,.540,.539,19,23,.826,13,31,44,26,12,4,14,16
5,5,2005-11-09,@,DEN,L,91,107,,31,81,.383,9,21,.429,22,60,.367,.438,20,29,.690,12,24,36,21,7,2,11,24,42,88,.477,2,13,.154,40,75,.533,.489,21,27,.778,21,35,56,28,4,10,12,25
6,6,2005-11-11,,DEN,W,101,85,,35,67,.522,6,14,.429,29,53,.547,.567,25,31,.806,3,36,39,23,5,2,17,24,32,90,.356,2,14,.143,30,76,.395,.367,19,25,.760,14,29,43,18,7,3,11,27
7,7,2005-11-13,,NYK,L,95,105,,28,67,.418,7,24,.292,21,43,.488,.470,32,41,.780,7,29,36,23,9,3,21,24,41,76,.539,6,7,.857,35,69,.507,.579,17,24,.708,5,34,39,22,15,4,21,33
8,8,2005-11-15,,UTA,W,119,83,,41,75,.547,6,14,.429,35,61,.574,.587,31,37,.838,11,30,41,28,11,8,12,23,31,79,.392,3,11,.273,28,68,.412,.411,18,26,.692,15,22,37,19,4,2,19,26
9,9,2005-11-18,,MIL,W,103,82,,40,78,.513,1,13,.077,39,65,.600,.519,22,30,.733,10,36,46,31,8,6,16,20,31,84,.369,4,14,.286,27,70,.386,.393,16,24,.667,15,30,45,18,9,1,19,27
10,10,2005-11-20,@,SEA,L,104,106,,40,72,.556,8,14,.571,32,58,.552,.611,16,22,.727,7,31,38,28,8,3,19,17,40,84,.476,12,32,.375,28,52,.538,.548,14,17,.824,12,24,36,29,12,3,14,23
11,11,2005-11-21,,SAS,L,93,96,,33,84,.393,3,9,.333,30,75,.400,.411,24,28,.857,14,26,40,15,12,3,17,24,34,74,.459,2,9,.222,32,65,.492,.473,26,30,.867,9,34,43,15,8,5,18,26
12,12,2005-11-23,,NJN,W,114,105,,38,74,.514,6,12,.500,32,62,.516,.554,32,36,.889,8,28,36,25,10,1,19,18,42,78,.538,4,11,.364,38,67,.567,.564,17,23,.739,9,25,34,28,9,5,16,28
