Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2014-10-29,,GSW,L,77,95,,24,78,.308,3,18,.167,21,60,.350,.327,26,35,.743,15,35,50,13,11,3,27,26,33,75,.440,6,27,.222,27,48,.563,.480,23,32,.719,7,37,44,21,12,8,22,32
2,2,2014-10-31,,POR,W,103,94,,34,81,.420,4,10,.400,30,71,.423,.444,31,35,.886,14,35,49,14,6,2,10,24,34,83,.410,9,26,.346,25,57,.439,.464,17,19,.895,10,28,38,20,5,8,11,26
3,3,2014-11-02,@,LAC,W,98,92,,34,68,.500,3,10,.300,31,58,.534,.522,27,33,.818,9,37,46,21,4,11,20,22,33,88,.375,9,31,.290,24,57,.421,.426,17,21,.810,11,24,35,23,10,7,10,25
4,4,2014-11-03,@,DEN,W,110,105,,34,81,.420,2,9,.222,32,72,.444,.432,40,47,.851,14,36,50,21,8,5,18,28,36,93,.387,5,24,.208,31,69,.449,.414,28,33,.848,15,27,42,22,4,7,15,35
5,5,2014-11-05,,DEN,W,131,109,,42,76,.553,8,20,.400,34,56,.607,.605,39,50,.780,9,31,40,21,8,3,13,30,37,82,.451,9,28,.321,28,54,.519,.506,26,31,.839,7,25,32,24,4,5,14,37
6,6,2014-11-07,@,PHO,W,114,112,2OT,39,91,.429,3,16,.188,36,75,.480,.445,33,39,.846,13,47,60,16,6,4,16,27,42,98,.429,10,31,.323,32,67,.478,.480,18,25,.720,9,33,42,19,7,7,12,33
7,7,2014-11-09,@,OKC,L,93,101,,36,80,.450,6,24,.250,30,56,.536,.488,15,22,.682,9,28,37,23,11,2,12,24,36,78,.462,6,18,.333,30,60,.500,.500,23,27,.852,11,29,40,16,5,6,14,22
8,8,2014-11-11,@,DAL,L,98,106,,32,72,.444,9,19,.474,23,53,.434,.507,25,32,.781,12,31,43,17,5,1,22,32,38,80,.475,10,27,.370,28,53,.528,.538,20,24,.833,9,24,33,23,8,8,11,29
9,9,2014-11-13,@,MEM,L,110,111,,37,77,.481,7,13,.538,30,64,.469,.526,29,34,.853,13,31,44,12,6,5,15,26,39,77,.506,6,9,.667,33,68,.485,.545,27,34,.794,8,22,30,24,9,4,9,25
10,10,2014-11-15,,SAS,W,94,91,,37,86,.430,0,12,.000,37,74,.500,.430,20,24,.833,8,34,42,19,5,6,9,18,34,80,.425,7,24,.292,27,56,.482,.469,16,18,.889,7,31,38,24,6,8,14,25
11,11,2014-11-18,,NOP,L,100,106,,38,86,.442,4,11,.364,34,75,.453,.465,20,29,.690,17,35,52,23,3,2,15,15,39,79,.494,9,24,.375,30,55,.545,.551,19,24,.792,4,28,32,21,6,6,6,25
12,12,2014-11-20,,CHI,W,103,88,,38,74,.514,4,6,.667,34,68,.500,.541,23,27,.852,7,33,40,26,5,4,13,21,36,84,.429,5,19,.263,31,65,.477,.458,11,16,.688,13,29,42,23,6,4,15,26
13,13,2014-11-22,@,MIN,W,113,101,,40,81,.494,8,26,.308,32,55,.582,.543,25,30,.833,14,36,50,24,4,2,19,19,37,90,.411,6,17,.353,31,73,.425,.444,21,27,.778,15,22,37,23,10,7,10,24
14,14,2014-11-25,@,NOP,W,99,89,,37,77,.481,5,14,.357,32,63,.508,.513,20,24,.833,7,31,38,16,9,4,10,22,33,79,.418,3,17,.176,30,62,.484,.437,20,29,.690,14,26,40,15,3,6,11,23
15,15,2014-11-26,@,HOU,L,89,102,,31,71,.437,5,16,.313,26,55,.473,.472,22,28,.786,10,38,48,16,2,8,21,19,42,94,.447,12,35,.343,30,59,.508,.511,6,15,.400,13,28,41,26,13,5,4,25
16,16,2014-11-28,@,SAS,L,104,112,,38,75,.507,6,10,.600,32,65,.492,.547,22,26,.846,8,38,46,22,4,4,15,20,42,82,.512,12,24,.500,30,58,.517,.585,16,20,.800,4,29,33,29,8,9,7,19
17,17,2014-11-30,,MEM,L,85,97,,33,70,.471,1,11,.091,32,59,.542,.479,18,27,.667,11,31,42,16,7,4,23,25,38,79,.481,3,13,.231,35,66,.530,.500,18,28,.643,10,25,35,25,13,4,13,27
18,18,2014-12-02,,TOR,L,109,117,,39,75,.520,3,10,.300,36,65,.554,.540,28,37,.757,13,21,34,28,5,3,16,23,44,88,.500,10,23,.435,34,65,.523,.557,19,21,.905,13,22,35,22,8,3,13,29
19,19,2014-12-05,,IND,W,102,101,OT,36,83,.434,2,10,.200,34,73,.466,.446,28,40,.700,11,38,49,16,6,2,15,24,36,96,.375,6,26,.231,30,70,.429,.406,23,29,.793,9,34,43,18,10,5,9,33
20,20,2014-12-06,,ORL,L,96,105,,35,79,.443,4,15,.267,31,64,.484,.468,22,28,.786,9,26,35,22,5,2,11,16,42,83,.506,9,26,.346,33,57,.579,.560,12,14,.857,10,30,40,26,4,5,11,25
21,21,2014-12-08,,UTA,W,101,92,,35,74,.473,3,8,.375,32,66,.485,.493,28,36,.778,10,35,45,18,8,2,17,24,32,79,.405,3,17,.176,29,62,.468,.424,25,37,.676,11,24,35,20,7,7,13,26
22,22,2014-12-09,@,LAL,L,95,98,,32,70,.457,7,15,.467,25,55,.455,.507,24,37,.649,9,39,48,20,3,3,16,25,38,96,.396,5,25,.200,33,71,.465,.422,17,25,.680,14,31,45,27,9,6,5,23
23,23,2014-12-11,,HOU,L,109,113,OT,39,84,.464,8,18,.444,31,66,.470,.512,23,34,.676,11,33,44,22,8,4,22,23,38,95,.400,15,44,.341,23,51,.451,.479,22,31,.710,14,28,42,18,13,3,14,27
24,24,2014-12-13,,DET,L,90,95,,33,93,.355,11,29,.379,22,64,.344,.414,13,19,.684,22,33,55,21,4,7,17,18,35,79,.443,6,20,.300,29,59,.492,.481,19,23,.826,8,35,43,22,10,9,15,18
25,25,2014-12-16,,OKC,L,92,104,,36,84,.429,5,18,.278,31,66,.470,.458,15,17,.882,13,35,48,21,7,3,19,21,41,87,.471,6,20,.300,35,67,.522,.506,16,24,.667,12,29,41,18,9,9,12,20
26,26,2014-12-18,,MIL,L,107,108,,38,67,.567,6,14,.429,32,53,.604,.612,25,33,.758,4,31,35,24,5,0,21,23,37,75,.493,13,23,.565,24,52,.462,.580,21,27,.778,5,22,27,24,7,2,16,26
27,27,2014-12-21,,LAL,W,108,101,,38,79,.481,7,23,.304,31,56,.554,.525,25,36,.694,10,34,44,15,8,7,14,25,33,87,.379,10,26,.385,23,61,.377,.437,25,30,.833,18,29,47,14,8,2,17,29
28,28,2014-12-22,@,GSW,L,108,128,,43,90,.478,8,17,.471,35,73,.479,.522,14,21,.667,9,30,39,31,5,5,13,17,49,91,.538,9,25,.360,40,66,.606,.588,21,24,.875,10,35,45,36,9,6,12,19
29,29,2014-12-26,,PHO,L,106,115,,41,93,.441,7,20,.350,34,73,.466,.478,17,24,.708,18,30,48,18,8,2,13,15,46,94,.489,14,33,.424,32,61,.525,.564,9,12,.750,16,30,46,25,6,11,14,17
30,30,2014-12-27,,NYK,W,135,129,OT,49,89,.551,8,16,.500,41,73,.562,.596,29,33,.879,10,29,39,23,9,7,17,27,48,97,.495,6,20,.300,42,77,.545,.526,27,32,.844,16,27,43,30,10,10,15,29
31,31,2014-12-29,@,BRK,L,99,107,,37,76,.487,9,20,.450,28,56,.500,.546,16,20,.800,11,33,44,22,5,3,21,26,36,80,.450,8,21,.381,28,59,.475,.500,27,39,.692,14,26,40,20,12,3,9,18
32,32,2014-12-31,@,BOS,L,84,106,,32,87,.368,2,15,.133,30,72,.417,.379,18,28,.643,11,35,46,12,9,5,16,17,44,94,.468,5,21,.238,39,73,.534,.495,13,15,.867,9,40,49,32,9,7,11,23
33,33,2015-01-01,@,MIN,W,110,107,,40,74,.541,5,12,.417,35,62,.565,.574,25,29,.862,10,32,42,23,7,7,20,26,42,91,.462,7,24,.292,35,67,.522,.500,16,22,.727,15,23,38,22,12,6,14,24
34,34,2015-01-04,@,DET,L,95,114,,32,75,.427,3,15,.200,29,60,.483,.447,28,36,.778,5,36,41,18,9,4,16,15,45,91,.495,12,31,.387,33,60,.550,.560,12,16,.750,8,41,49,21,8,3,13,27
35,35,2015-01-07,,OKC,W,104,83,,36,92,.391,10,19,.526,26,73,.356,.446,22,28,.786,13,39,52,18,12,4,16,17,29,89,.326,9,30,.300,20,59,.339,.376,16,23,.696,15,39,54,16,7,13,24,25
36,36,2015-01-09,,DEN,L,108,118,,42,86,.488,6,19,.316,36,67,.537,.523,18,24,.750,12,26,38,19,5,6,15,17,47,85,.553,5,17,.294,42,68,.618,.582,19,28,.679,10,29,39,27,10,6,11,25
37,37,2015-01-11,,CLE,W,103,84,,42,86,.488,6,17,.353,36,69,.522,.523,13,17,.765,7,38,45,20,8,4,5,11,33,78,.423,11,32,.344,22,46,.478,.494,7,12,.583,6,35,41,18,2,6,14,18
38,38,2015-01-13,,DAL,L,104,108,OT,38,86,.442,1,18,.056,37,68,.544,.448,27,34,.794,12,47,59,22,7,2,20,26,43,100,.430,6,24,.250,37,76,.487,.460,16,23,.696,12,32,44,23,12,4,10,25
39,39,2015-01-16,,MIA,L,83,95,,32,75,.427,7,16,.438,25,59,.424,.473,12,14,.857,6,29,35,20,3,1,15,20,35,74,.473,8,17,.471,27,57,.474,.527,17,21,.810,6,32,38,26,9,6,10,15
40,40,2015-01-17,,LAC,L,108,117,,41,89,.461,5,18,.278,36,71,.507,.489,21,26,.808,22,32,54,18,3,2,18,25,44,92,.478,9,28,.321,35,64,.547,.527,20,31,.645,11,23,34,24,7,6,5,22
41,41,2015-01-19,@,POR,L,94,98,,34,76,.447,4,12,.333,30,64,.469,.474,22,30,.733,11,42,53,13,8,5,23,22,35,88,.398,11,36,.306,24,52,.462,.460,17,26,.654,9,26,35,21,16,3,13,21
42,42,2015-01-21,,BRK,L,100,103,,39,84,.464,5,18,.278,34,66,.515,.494,17,24,.708,10,32,42,22,5,2,14,19,37,79,.468,5,20,.250,32,59,.542,.500,24,30,.800,10,33,43,22,7,6,15,24
43,43,2015-01-23,@,GSW,L,101,126,,34,82,.415,4,17,.235,30,65,.462,.439,29,34,.853,11,32,43,19,12,3,22,17,45,94,.479,17,40,.425,28,54,.519,.569,19,22,.864,12,34,46,32,13,8,18,22
44,44,2015-01-28,@,TOR,L,102,119,,35,73,.479,7,17,.412,28,56,.500,.527,25,29,.862,6,25,31,17,6,4,18,18,43,84,.512,17,34,.500,26,50,.520,.613,16,19,.842,11,28,39,29,12,4,17,24
45,45,2015-01-30,@,CLE,L,90,101,,30,84,.357,3,18,.167,27,66,.409,.375,27,32,.844,14,36,50,15,10,3,16,19,38,80,.475,11,31,.355,27,49,.551,.544,14,22,.636,7,37,44,22,11,5,17,24
46,46,2015-01-31,@,IND,W,99,94,,34,80,.425,5,15,.333,29,65,.446,.456,26,29,.897,9,37,46,16,8,1,14,27,33,80,.413,5,25,.200,28,55,.509,.444,23,25,.920,9,31,40,22,8,5,15,22
47,47,2015-02-03,,GSW,L,96,121,,35,79,.443,7,16,.438,28,63,.444,.487,19,24,.792,6,28,34,17,7,4,18,21,46,91,.505,10,23,.435,36,68,.529,.560,19,26,.731,14,35,49,33,13,5,11,23
48,48,2015-02-05,,DAL,L,78,101,,29,79,.367,3,21,.143,26,58,.448,.386,17,22,.773,7,42,49,13,5,8,17,18,41,96,.427,12,34,.353,29,62,.468,.490,7,10,.700,8,40,48,25,9,7,9,19
49,49,2015-02-07,@,UTA,L,90,102,,32,82,.390,3,13,.231,29,69,.420,.409,23,33,.697,14,26,40,15,3,5,12,19,43,86,.500,5,19,.263,38,67,.567,.529,11,17,.647,14,29,43,21,6,6,10,28
50,50,2015-02-08,,PHO,W,85,83,,34,75,.453,4,12,.333,30,63,.476,.480,13,21,.619,4,39,43,20,1,5,17,17,33,91,.363,5,28,.179,28,63,.444,.390,12,17,.706,11,32,43,17,9,4,10,25
51,51,2015-02-10,@,CHI,L,86,104,,35,75,.467,2,12,.167,33,63,.524,.480,14,27,.519,13,32,45,23,3,3,13,15,42,80,.525,7,20,.350,35,60,.583,.569,13,15,.867,5,28,33,26,8,3,7,21
52,52,2015-02-11,@,MIL,L,103,111,,36,84,.429,8,22,.364,28,62,.452,.476,23,30,.767,16,32,48,24,7,5,18,23,39,80,.488,7,15,.467,32,65,.492,.531,26,32,.813,10,35,45,23,11,5,15,24
53,53,2015-02-20,,BOS,W,109,101,,40,83,.482,8,22,.364,32,61,.525,.530,21,26,.808,17,40,57,26,6,5,24,19,40,100,.400,6,22,.273,34,78,.436,.430,15,26,.577,19,21,40,24,14,3,11,23
54,54,2015-02-21,@,LAC,L,99,126,,30,88,.341,4,16,.250,26,72,.361,.364,35,46,.761,14,41,55,18,4,7,17,17,46,95,.484,14,35,.400,32,60,.533,.558,20,28,.714,11,43,54,31,9,11,11,29
55,55,2015-02-25,,MEM,W,102,90,,39,80,.488,6,16,.375,33,64,.516,.525,18,25,.720,13,34,47,24,10,6,21,18,34,84,.405,4,16,.250,30,68,.441,.429,18,23,.783,14,24,38,22,12,5,17,21
56,56,2015-02-27,,SAS,L,96,107,,38,79,.481,1,4,.250,37,75,.493,.487,19,23,.826,7,40,47,15,3,2,17,28,35,88,.398,8,23,.348,27,65,.415,.443,29,32,.906,10,32,42,18,8,7,6,16
57,57,2015-03-01,,POR,L,99,110,,39,86,.453,3,12,.250,36,74,.486,.471,18,23,.783,7,26,33,24,8,2,13,18,41,83,.494,10,24,.417,31,59,.525,.554,18,20,.900,11,32,43,19,5,3,17,20
58,58,2015-03-03,@,NYK,W,124,86,,41,83,.494,10,18,.556,31,65,.477,.554,32,37,.865,8,38,46,26,9,2,14,20,30,82,.366,4,22,.182,26,60,.433,.390,22,30,.733,9,29,38,16,8,9,15,27
