Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2012-10-31,@,CHI,L,87,93,,34,84,.405,6,17,.353,28,67,.418,.440,13,16,.813,11,29,40,14,10,5,21,29,33,79,.418,2,9,.222,31,70,.443,.430,25,33,.758,14,32,46,21,8,10,18,19
2,2,2012-11-02,@,MIN,L,80,92,,32,89,.360,3,16,.188,29,73,.397,.376,13,16,.813,11,32,43,17,7,4,12,34,32,87,.368,2,17,.118,30,70,.429,.379,26,36,.722,17,36,53,17,4,10,11,17
3,3,2012-11-03,@,IND,L,98,106,2OT,37,102,.363,8,22,.364,29,80,.363,.402,16,20,.800,16,31,47,19,15,13,16,26,39,99,.394,4,22,.182,35,77,.455,.414,24,27,.889,21,46,67,16,10,14,24,19
4,4,2012-11-05,,GSW,W,94,92,,37,81,.457,4,19,.211,33,62,.532,.481,16,23,.696,10,33,43,13,7,5,14,25,31,78,.397,6,21,.286,25,57,.439,.436,24,28,.857,7,31,38,21,5,2,13,17
5,5,2012-11-07,,DET,W,105,103,,40,82,.488,7,16,.438,33,66,.500,.530,18,24,.750,14,28,42,15,8,3,15,21,36,73,.493,8,22,.364,28,51,.549,.548,23,31,.742,10,23,33,23,4,6,17,20
6,6,2012-11-09,,SAS,L,86,97,,32,91,.352,3,16,.188,29,75,.387,.368,19,26,.731,15,28,43,18,11,3,11,18,35,72,.486,5,18,.278,30,54,.556,.521,22,26,.846,7,41,48,27,8,9,20,19
7,7,2012-11-11,@,LAL,L,90,103,,36,90,.400,7,23,.304,29,67,.433,.439,11,14,.786,14,25,39,20,10,5,13,24,36,81,.444,8,25,.320,28,56,.500,.494,23,30,.767,18,32,50,23,6,7,18,13
8,8,2012-11-13,,POR,L,86,103,,36,77,.468,1,11,.091,35,66,.530,.474,13,19,.684,10,23,33,19,7,4,13,20,35,72,.486,14,27,.519,21,45,.467,.583,19,22,.864,11,33,44,20,9,5,17,18
9,9,2012-11-16,,ATL,L,96,112,,39,85,.459,8,20,.400,31,65,.477,.506,10,14,.714,10,27,37,25,11,0,14,22,42,76,.553,8,15,.533,34,61,.557,.605,20,27,.741,10,32,42,24,8,5,15,14
10,10,2012-11-18,,BRK,L,90,99,,37,80,.463,6,18,.333,31,62,.500,.500,10,19,.526,15,27,42,13,6,4,17,24,36,75,.480,5,17,.294,31,58,.534,.513,22,25,.880,7,26,33,22,8,6,10,18
11,11,2012-11-21,,LAL,W,113,97,,44,81,.543,7,15,.467,37,66,.561,.586,18,22,.818,9,32,41,23,9,4,17,27,29,65,.446,12,26,.462,17,39,.436,.538,27,39,.692,6,27,33,16,6,4,20,22
12,12,2012-11-23,@,UTA,L,102,104,,40,80,.500,10,17,.588,30,63,.476,.563,12,16,.750,6,25,31,21,5,3,14,23,36,83,.434,3,15,.200,33,68,.485,.452,29,33,.879,17,26,43,27,7,6,11,22
13,13,2012-11-24,,UTA,W,108,97,,40,74,.541,6,16,.375,34,58,.586,.581,22,32,.688,14,23,37,19,8,2,14,20,32,79,.405,11,25,.440,21,54,.389,.475,22,30,.733,17,21,38,23,11,4,18,26
14,14,2012-11-27,,MIN,L,89,97,,37,84,.440,6,17,.353,31,67,.463,.476,9,14,.643,8,28,36,21,11,6,14,19,38,83,.458,6,22,.273,32,61,.525,.494,15,18,.833,12,39,51,25,8,8,17,16
15,15,2012-11-30,,IND,L,92,97,,32,75,.427,6,17,.353,26,58,.448,.467,22,25,.880,8,34,42,15,6,4,13,19,37,85,.435,9,26,.346,28,59,.475,.488,14,19,.737,10,31,41,27,7,6,9,19
16,16,2012-12-01,@,LAC,L,81,116,,29,76,.382,9,23,.391,20,53,.377,.441,14,18,.778,10,30,40,23,2,3,17,19,47,86,.547,12,24,.500,35,62,.565,.616,10,16,.625,8,33,41,27,12,6,5,15
17,17,2012-12-05,,TOR,W,107,100,,38,82,.463,6,15,.400,32,67,.478,.500,25,34,.735,10,37,47,18,5,7,16,18,35,86,.407,6,23,.261,29,63,.460,.442,24,28,.857,10,30,40,25,6,9,11,23
18,18,2012-12-07,,ORL,W,91,82,,32,79,.405,4,21,.190,28,58,.483,.430,23,28,.821,10,41,51,20,11,6,18,19,30,80,.375,4,15,.267,26,65,.400,.400,18,21,.857,6,34,40,17,6,3,16,24
19,19,2012-12-08,@,POR,W,99,80,,36,86,.419,9,19,.474,27,67,.403,.471,18,22,.818,9,35,44,22,14,4,10,16,29,75,.387,8,21,.381,21,54,.389,.440,14,18,.778,11,36,47,16,4,6,19,23
20,20,2012-12-10,@,DAL,L,96,119,,37,84,.440,12,27,.444,25,57,.439,.512,10,16,.625,14,29,43,22,4,4,20,16,48,87,.552,7,20,.350,41,67,.612,.592,16,21,.762,7,31,38,26,10,7,10,14
21,21,2012-12-12,@,MIL,L,85,98,,32,86,.372,3,19,.158,29,67,.433,.390,18,21,.857,16,34,50,14,3,6,17,20,39,96,.406,6,17,.353,33,79,.418,.438,14,24,.583,24,36,60,22,8,6,10,18
22,22,2012-12-14,@,OKC,L,103,113,,34,75,.453,7,19,.368,27,56,.482,.500,28,31,.903,7,22,29,18,11,5,14,19,41,83,.494,9,21,.429,32,62,.516,.548,22,22,1.000,14,29,43,29,10,6,18,24
23,23,2012-12-16,,DEN,L,97,122,,31,91,.341,6,24,.250,25,67,.373,.374,29,34,.853,21,21,42,13,7,1,10,19,46,85,.541,8,18,.444,38,67,.567,.588,22,29,.759,17,35,52,27,6,5,11,25
24,24,2012-12-17,@,PHO,L,90,101,,34,83,.410,3,13,.231,31,70,.443,.428,19,24,.792,18,33,51,15,5,5,19,17,41,85,.482,8,22,.364,33,63,.524,.529,11,15,.733,7,31,38,29,5,10,8,17
25,25,2012-12-19,,GSW,W,131,127,,43,86,.500,11,19,.579,32,67,.478,.564,34,42,.810,11,29,40,25,7,7,10,18,46,92,.500,13,26,.500,33,66,.500,.571,22,25,.880,14,28,42,21,4,6,12,27
26,26,2012-12-21,@,LAC,L,85,97,,33,79,.418,8,22,.364,25,57,.439,.468,11,16,.688,8,24,32,18,7,9,17,25,37,87,.425,7,23,.304,30,64,.469,.466,16,24,.667,16,37,53,24,13,13,20,17
27,27,2012-12-23,,POR,W,108,96,,45,81,.556,9,19,.474,36,62,.581,.611,9,11,.818,6,31,37,31,10,2,15,18,37,85,.435,7,24,.292,30,61,.492,.476,15,17,.882,15,26,41,24,11,5,17,17
28,28,2012-12-26,@,POR,L,91,109,,35,86,.407,9,24,.375,26,62,.419,.459,12,16,.750,12,23,35,28,8,3,10,18,44,87,.506,6,21,.286,38,66,.576,.540,15,20,.750,17,36,53,31,5,4,17,17
29,29,2012-12-28,,NYK,W,106,105,,39,86,.453,15,30,.500,24,56,.429,.541,13,17,.765,11,23,34,28,11,6,11,19,41,83,.494,11,30,.367,30,53,.566,.560,12,20,.600,18,28,46,26,4,8,17,16
30,30,2012-12-30,,BOS,W,118,96,,44,82,.537,10,20,.500,34,62,.548,.598,20,25,.800,10,35,45,28,8,8,14,21,36,86,.419,7,22,.318,29,64,.453,.459,17,19,.895,10,25,35,25,7,3,13,23
31,31,2013-01-01,@,DET,L,97,103,,36,86,.419,9,26,.346,27,60,.450,.471,16,21,.762,16,21,37,19,10,3,14,20,39,75,.520,8,20,.400,31,55,.564,.573,17,22,.773,13,31,44,19,7,8,19,15
32,32,2013-01-02,@,CLE,W,97,94,,38,88,.432,3,16,.188,35,72,.486,.449,18,23,.783,15,31,46,22,8,6,10,19,34,87,.391,5,21,.238,29,66,.439,.420,21,24,.875,15,35,50,19,2,4,14,20
33,33,2013-01-04,@,TOR,W,105,96,,40,76,.526,4,12,.333,36,64,.563,.553,21,30,.700,11,32,43,23,9,5,17,24,30,79,.380,11,33,.333,19,46,.413,.449,25,37,.676,14,25,39,18,8,5,15,27
