Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Maurice Ager,2006-07,22,DAL,NBA,SG,32,1,214,2.9,.408,.214,.471,0.6,11.0,5.9,5.0,1.0,1.1,15.1,21.7,-0.5,0.2,-0.3,-0.060,-7.4,-1.3,-8.7,-0.4,
J.J. Barea,2006-07,22,DAL,NBA,PG,33,1,191,9.6,.440,.269,.308,4.5,11.1,7.9,20.4,0.3,0.4,13.7,25.0,-0.1,0.2,0.1,.015,-2.9,-2.3,-5.2,-0.2,
Greg Buckner,2006-07,30,DAL,NBA,SG,76,11,1372,7.8,.486,.344,.114,3.1,10.6,6.9,7.6,1.8,0.4,11.3,12.0,0.4,1.7,2.2,.076,-3.1,1.3,-1.7,0.1,
Austin Croshere,2006-07,31,DAL,NBA,PF,61,2,727,10.9,.463,.410,.234,5.6,24.8,15.4,9.2,1.0,0.6,11.9,17.8,0.1,1.1,1.3,.083,-1.8,0.3,-1.6,0.1,
Erick Dampier,2006-07,31,DAL,NBA,C,76,73,1915,14.9,.642,.000,.572,14.0,21.5,17.8,3.5,0.7,3.3,20.4,12.8,3.3,3.1,6.4,.160,-0.5,0.7,0.2,1.1,
DeSagana Diop,2006-07,25,DAL,NBA,C,81,9,1480,10.6,.503,.007,.570,13.8,21.6,17.8,2.8,1.4,5.8,25.0,7.9,0.7,3.1,3.8,.123,-2.8,2.6,-0.2,0.7,
Devean George,2006-07,29,DAL,NBA,SF,60,17,1283,9.7,.487,.405,.130,5.5,14.3,10.0,4.0,1.9,1.4,11.5,16.1,0.1,1.9,2.1,.078,-2.2,0.6,-1.5,0.2,
Devin Harris,2006-07,23,DAL,NBA,PG,80,61,2081,16.0,.574,.084,.440,2.7,8.5,5.7,22.9,2.5,0.8,17.1,19.1,3.7,2.9,6.5,.151,-0.3,1.6,1.2,1.7,DPOY-24
Josh Howard,2006-07,26,DAL,NBA,SF,70,69,2455,20.0,.548,.222,.273,6.5,16.6,11.7,9.2,1.8,1.7,9.3,25.2,5.0,3.8,8.8,.173,2.7,0.4,3.1,3.2,"DPOY-18,AS"
D.J. Mbenga,2006-07,26,DAL,NBA,C,21,0,79,7.2,.435,.000,.500,4.7,11.9,8.4,10.9,2.0,4.8,20.4,14.5,-0.1,0.1,0.1,.055,-6.5,2.8,-3.7,0.0,
Anthony Johnson,2006-07,32,DAL,NBA,PG,40,0,562,9.3,.479,.199,.199,2.9,7.3,5.1,21.2,1.5,0.1,16.3,15.7,0.2,0.6,0.8,.070,-2.8,0.3,-2.5,-0.1,
Pops Mensah-Bonsu,2006-07,23,DAL,NBA,PF,12,0,71,11.6,.582,.000,1.059,15.6,19.9,17.8,0.0,0.8,0.0,26.5,22.3,-0.1,0.1,0.0,.022,-3.7,-2.8,-6.6,-0.1,
Dirk Nowitzki,2006-07,28,DAL,NBA,PF,78,78,2820,27.6,.605,.129,.411,5.3,23.9,14.8,17.8,1.0,1.7,9.5,28.9,11.8,4.5,16.3,.278,7.2,1.2,8.3,7.4,"MVP-1,AS,NBA1"
Jerry Stackhouse,2006-07,32,DAL,NBA,SF,67,8,1615,16.8,.537,.248,.329,3.0,7.7,5.4,19.7,1.7,0.5,13.5,25.0,2.3,1.8,4.1,.122,1.8,-0.6,1.2,1.3,6MOY-3
Jason Terry,2006-07,29,DAL,NBA,SG,81,80,2846,18.9,.587,.348,.187,1.8,7.9,4.9,25.5,1.5,0.5,11.7,21.3,7.7,3.1,10.8,.182,3.9,0.1,4.0,4.3,
Kevin Willis,2006-07,44,DAL,NBA,PF,5,0,43,6.3,.432,.000,.154,5.7,16.4,11.2,3.6,2.5,1.8,12.6,17.2,0.0,0.1,0.0,.048,-8.9,0.4,-8.5,-0.1,
