Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
DeVaughn Akoon-Purcell,2018-19,25,DEN,NBA,SG,7,0,22,8.2,.322,.400,.200,4.9,14.8,9.8,37.1,4.5,0.0,15.5,25.0,-0.1,0.0,0.0,-0.051,-7.9,2.1,-5.8,0.0,
Will Barton,2018-19,28,DEN,NBA,SF,43,38,1189,11.0,.501,.426,.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20.0,0.1,1.1,1.2,.049,-1.1,-0.8,-1.8,0.0,
Malik Beasley,2018-19,22,DEN,NBA,SG,81,18,1879,14.2,.599,.550,.090,2.0,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,.115,0.8,-0.7,0.1,1.0,6MOY-11
Torrey Craig,2018-19,28,DEN,NBA,SF,75,37,1503,10.4,.547,.519,.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,1.4,1.7,3.0,.096,-2.0,0.2,-1.9,0.0,
Brandon Goodwin,2018-19,23,DEN,NBA,PG,16,0,57,8.3,.413,.261,.478,1.9,3.8,2.8,32.1,0.0,0.0,9.7,23.1,0.0,0.0,0.0,.021,-4.7,-4.8,-9.5,-0.1,
Gary Harris,2018-19,24,DEN,NBA,SG,57,48,1639,12.2,.526,.380,.226,2.7,7.9,5.3,11.0,1.6,1.0,8.9,20.0,1.1,1.5,2.6,.076,-1.2,-0.4,-1.6,0.2,
Juancho HernangÃ³mez,2018-19,23,DEN,NBA,PF,70,25,1358,11.0,.580,.576,.274,5.1,16.1,10.6,5.3,1.0,1.6,9.5,12.2,1.6,1.4,3.0,.105,-0.9,-0.2,-1.1,0.3,
Nikola JokiÄ,2018-19,23,DEN,NBA,C,80,80,2504,26.3,.589,.224,.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,11.8,.226,6.2,2.9,9.1,7.0,"MVP-4,AS,NBA1"
Tyler Lydon,2018-19,22,DEN,NBA,PF,25,0,94,9.3,.595,.556,.167,8.0,12.7,10.4,8.2,1.0,0.0,17.2,10.6,0.1,0.1,0.2,.086,-2.8,-1.4,-4.2,-0.1,
Trey Lyles,2018-19,23,DEN,NBA,PF,64,2,1120,12.7,.500,.404,.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,.050,-1.8,-0.7,-2.4,-0.1,
Paul Millsap,2018-19,33,DEN,NBA,PF,70,65,1895,17.9,.570,.239,.374,8.7,20.2,14.4,10.6,2.2,2.5,10.9,19.6,3.2,2.9,6.1,.155,0.7,1.0,1.7,1.8,
Monte Morris,2018-19,23,DEN,NBA,PG,82,6,1970,16.2,.577,.323,.115,1.9,8.8,5.3,21.7,1.8,0.2,6.6,17.1,4.4,1.8,6.2,.151,1.1,0.3,1.5,1.7,6MOY-9
Jamal Murray,2018-19,21,DEN,NBA,PG,75,74,2447,16.0,.538,.353,.190,2.9,11.2,7.0,22.4,1.3,1.0,11.1,24.9,2.8,2.3,5.1,.100,1.4,-0.8,0.6,1.6,
Mason Plumlee,2018-19,28,DEN,NBA,C,82,17,1731,17.8,.602,.023,.448,10.3,22.5,16.4,19.5,1.9,3.9,19.2,16.2,2.9,2.9,5.8,.160,-0.5,2.6,2.1,1.8,
Isaiah Thomas,2018-19,29,DEN,NBA,SG,12,0,181,7.0,.437,.434,.273,3.0,4.8,3.9,18.6,1.4,0.5,14.0,30.4,-0.4,0.1,-0.3,-0.077,-4.0,-2.5,-6.5,-0.2,
Jarred Vanderbilt,2018-19,19,DEN,NBA,PF,17,0,69,12.4,.513,.053,.526,10.9,25.2,18.0,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,.037,-5.2,1.0,-4.2,0.0,
Thomas Welsh,2018-19,22,DEN,NBA,C,11,0,36,16.1,.648,.538,.154,0.0,12.1,6.0,20.5,0.0,0.0,6.7,17.7,0.1,0.0,0.1,.162,2.2,-1.1,1.2,0.0,
Nick Young,2018-19,33,DEN,NBA,SG,4,0,37,2.3,.500,.889,.000,0.0,2.9,1.5,6.8,0.0,2.4,18.2,12.7,0.0,0.0,0.0,-0.021,-4.3,-2.5,-6.9,0.0,
