Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Precious Achiuwa,2021-22,22,TOR,NBA,C,73,28,1725,12.7,.503,.259,.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,.070,-2.0,-0.6,-2.6,-0.2,
OG Anunoby,2021-22,24,TOR,NBA,SF,48,48,1728,14.8,.549,.455,.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,1.8,1.9,3.7,.104,0.4,0.1,0.5,1.1,
Dalano Banton,2021-22,22,TOR,NBA,PG,64,1,696,10.0,.463,.252,.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-0.4,0.8,0.4,.030,-3.5,0.4,-3.1,-0.2,
Scottie Barnes,2021-22,20,TOR,NBA,PF,74,74,2617,16.3,.552,.207,.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,3.7,2.9,6.6,.122,0.5,0.4,0.9,1.9,ROY-1
Khem Birch,2021-22,29,TOR,NBA,C,55,28,991,13.2,.534,.070,.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,.126,-1.7,0.4,-1.3,0.2,
Isaac Bonga,2021-22,22,TOR,NBA,SF,15,0,69,8.7,.363,.308,.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,-0.1,0.1,0.1,.060,-5.4,5.0,-0.4,0.0,
Chris Boucher,2021-22,29,TOR,NBA,SF,80,9,1690,17.9,.570,.397,.334,10.9,21.3,15.8,2.2,1.4,4.3,6.0,17.8,3.5,2.4,6.0,.169,0.5,-0.4,0.1,0.9,
Armoni Brooks,2021-22,23,TOR,NBA,PG,13,3,154,8.6,.437,.947,.053,5.3,10.4,7.7,11.0,2.3,1.9,9.3,11.9,0.0,0.2,0.2,.067,-2.8,1.2,-1.6,0.0,
Justin Champagnie,2021-22,20,TOR,NBA,SF,36,0,281,13.6,.571,.418,.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12.0,0.5,0.3,0.8,.138,-1.3,-0.7,-2.0,0.0,
Sam Dekker,2021-22,27,TOR,NBA,PF,1,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.003,-6.2,-3.4,-9.6,0.0,
Goran DragiÄ,2021-22,35,TOR,NBA,PG,5,2,90,16.2,.521,.412,.294,2.3,15.3,8.4,14.4,2.8,1.1,2.5,18.7,0.2,0.1,0.3,.162,-0.6,2.6,1.9,0.1,
Malachi Flynn,2021-22,23,TOR,NBA,PG,44,5,537,11.7,.488,.492,.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1.0,.092,-1.8,0.4,-1.5,0.1,
David Johnson,2021-22,20,TOR,NBA,SG,2,0,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.495,-19.0,-8.7,-27.7,0.0,
Juwan Morgan,2021-22,24,TOR,NBA,PF,1,0,27,9.5,.833,.667,.000,7.6,8.5,8.0,4.8,0.0,0.0,0.0,4.8,0.1,0.0,0.1,.139,-3.2,-4.2,-7.3,0.0,
Svi Mykhailiuk,2021-22,24,TOR,NBA,SF,56,5,716,9.6,.509,.573,.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,.052,-2.7,-0.2,-2.9,-0.2,
Daniel Oturu,2021-22,22,TOR,NBA,C,3,0,27,13.4,.549,.167,.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,0.0,0.0,0.1,.121,-2.7,-2.5,-5.2,0.0,
Pascal Siakam,2021-22,27,TOR,NBA,PF,68,68,2578,20.3,.565,.181,.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,4.9,3.2,8.1,.151,2.7,0.8,3.5,3.6,NBA3
Gary Trent Jr.,2021-22,23,TOR,NBA,SG,70,69,2448,14.7,.546,.502,.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.1,2.5,5.6,.110,-0.1,0.3,0.2,1.3,
Fred VanVleet,2021-22,27,TOR,NBA,PG,65,65,2462,17.3,.552,.585,.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,3.9,2.8,6.7,.131,3.1,0.5,3.6,3.5,AS
Yuta Watanabe,2021-22,27,TOR,NBA,SF,38,4,445,11.5,.524,.572,.290,4.2,19.0,11.2,6.6,1.2,3.5,10.9,16.8,0.1,0.6,0.7,.075,-1.9,0.0,-2.0,0.0,
Tremont Waters,2021-22,24,TOR,NBA,PG,2,0,42,5.1,.333,.750,.000,0.0,10.9,5.2,21.7,4.8,0.0,25.0,16.3,-0.1,0.1,-0.1,-0.061,-7.5,-0.6,-8.1,-0.1,
D.J. Wilson,2021-22,25,TOR,NBA,PF,4,1,54,27.9,.773,.133,.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,0.2,0.1,0.4,.328,1.8,3.2,5.0,0.1,
Thaddeus Young,2021-22,33,TOR,NBA,PF,26,0,475,15.8,.526,.299,.188,8.7,18.1,13.1,13.6,3.3,2.3,12.4,16.0,0.5,0.8,1.3,.127,-0.2,2.2,2.0,0.5,
