Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Jared Cunningham,2015-16,24,CLE,NBA,SG,40,3,355,5.9,.464,.352,.527,1.0,8.2,4.6,7.6,1.7,0.5,13.8,16.6,-0.2,0.4,0.1,.018,-5.5,0.0,-5.6,-0.3,
Matthew Dellavedova,2015-16,25,CLE,NBA,PG,76,14,1867,11.3,.527,.468,.129,2.0,7.8,4.9,26.2,1.2,0.4,17.7,15.9,2.2,1.6,3.8,.098,-0.7,-0.5,-1.2,0.4,
Channing Frye,2015-16,32,CLE,NBA,C,26,3,446,14.9,.586,.708,.087,3.1,20.4,11.8,9.1,0.9,1.5,7.2,18.3,0.9,0.6,1.5,.157,1.3,-0.2,1.0,0.3,
Joe Harris,2015-16,24,CLE,NBA,SG,5,0,15,3.4,.375,1.000,.000,0.0,22.5,11.3,18.2,0.0,0.0,20.0,15.1,0.0,0.0,0.0,-0.032,-5.0,-0.9,-5.9,0.0,
Kyrie Irving,2015-16,23,CLE,NBA,PG,53,53,1667,19.9,.540,.298,.217,3.0,7.6,5.3,26.6,1.7,0.9,11.4,29.5,3.2,1.7,5.0,.143,3.2,-0.8,2.3,1.8,
LeBron James,2015-16,31,CLE,NBA,SF,76,76,2709,27.5,.588,.199,.347,4.7,18.8,11.8,36.0,2.0,1.5,13.2,31.4,9.6,4.0,13.6,.242,7.0,2.0,9.0,7.5,"MVP-3,DPOY-11,AS,NBA1"
Richard Jefferson,2015-16,35,CLE,NBA,SF,74,5,1326,9.7,.585,.554,.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,1.4,1.3,2.7,.099,-1.6,0.5,-1.2,0.3,
Dahntay Jones,2015-16,35,CLE,NBA,SF,1,0,42,10.3,.464,.143,.000,2.7,10.7,6.7,7.3,1.2,3.9,0.0,15.1,0.0,0.1,0.1,.096,-2.7,-0.3,-3.0,0.0,
James Jones,2015-16,35,CLE,NBA,SF,48,0,463,11.6,.580,.732,.183,2.0,10.2,6.1,4.5,1.2,1.8,7.8,16.2,0.7,0.5,1.2,.120,-0.2,-0.1,-0.3,0.2,
Sasha Kaun,2015-16,30,CLE,NBA,C,25,0,95,12.5,.527,.000,.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0.0,0.2,0.2,.096,-3.3,0.5,-2.8,0.0,
Kevin Love,2015-16,27,CLE,NBA,PF,77,77,2424,19.0,.553,.449,.321,7.0,28.4,17.8,12.2,1.2,1.4,11.3,23.4,4.7,3.8,8.5,.169,3.0,0.3,3.3,3.3,
Jordan McRae,2015-16,24,CLE,NBA,PG,15,1,113,14.2,.537,.212,.250,2.0,9.9,6.0,22.3,0.0,0.7,13.5,26.7,0.1,0.1,0.2,.081,0.7,-3.0,-2.4,0.0,
Timofey Mozgov,2015-16,29,CLE,NBA,C,76,48,1326,14.6,.593,.019,.265,9.5,19.2,14.4,3.9,0.9,3.5,15.0,16.1,1.8,1.9,3.7,.133,-1.7,0.3,-1.4,0.2,
Iman Shumpert,2015-16,25,CLE,NBA,SG,54,5,1316,8.4,.475,.479,.167,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,-0.1,1.8,1.7,.063,-3.0,1.4,-1.5,0.1,
J.R. Smith,2015-16,30,CLE,NBA,SG,77,77,2362,12.4,.542,.600,.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18.0,3.0,2.5,5.5,.111,0.2,0.3,0.5,1.5,
Tristan Thompson,2015-16,24,CLE,NBA,PF,82,34,2269,15.9,.611,.000,.576,13.5,23.3,18.4,4.0,0.9,1.8,10.4,11.7,5.6,3.1,8.7,.185,0.5,-0.3,0.2,1.2,6MOY-10
Anderson Varej̣o,2015-16,33,CLE,NBA,C,31,0,310,11.2,.469,.013,.276,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,0.1,0.5,0.6,.089,-3.4,1.0,-2.4,0.0,
Mo Williams,2015-16,33,CLE,NBA,PG,41,14,748,12.4,.527,.338,.139,0.9,9.9,5.4,21.1,1.0,0.5,15.1,22.8,0.4,0.7,1.1,.067,-0.9,-0.6,-1.5,0.1,
