Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Kelenna Azubuike,2006-07,23,GSW,NBA,SG,41,9,669,13.4,.572,.359,.355,4.2,11.4,7.7,6.2,1.6,1.1,13.3,18.7,0.7,0.5,1.2,.083,0.1,-1.0,-0.9,0.2,
Matt Barnes,2006-07,26,GSW,NBA,PF,76,23,1813,14.7,.547,.462,.196,5.4,16.0,10.6,12.8,1.9,1.7,13.3,18.5,1.9,1.8,3.7,.099,0.6,0.3,0.9,1.3,
Andris BiedriÅÅ¡,2006-07,20,GSW,NBA,C,82,63,2382,16.2,.598,.000,.287,11.3,24.0,17.5,5.4,1.4,4.3,15.4,13.8,3.5,3.3,6.7,.136,-1.0,0.6,-0.3,1.0,
Baron Davis,2006-07,27,GSW,NBA,PG,63,62,2221,21.0,.530,.272,.358,2.5,11.3,6.8,36.9,2.9,1.0,13.9,26.5,4.1,2.3,6.4,.139,3.1,0.5,3.6,3.2,MVP-15
Ike Diogu,2006-07,23,GSW,NBA,PF,17,0,222,18.4,.601,.000,.530,10.2,21.2,15.6,3.6,0.7,3.8,15.0,23.1,0.4,0.2,0.6,.137,-0.7,0.0,-0.7,0.1,
Mike Dunleavy,2006-07,26,GSW,NBA,PF,39,6,1051,14.6,.538,.281,.273,4.1,15.7,9.8,16.7,1.8,0.9,14.6,19.7,1.0,0.9,1.9,.086,0.1,0.2,0.3,0.6,
Monta Ellis,2006-07,21,GSW,NBA,SG,77,53,2638,15.0,.545,.142,.354,2.5,7.7,5.1,18.8,2.4,0.6,15.9,22.4,2.0,1.9,4.0,.072,-0.9,-0.2,-1.1,0.6,MIP-1
Adonal Foyle,2006-07,31,GSW,NBA,C,48,6,475,13.7,.557,.000,.294,11.5,17.7,14.6,5.5,1.1,8.0,19.3,10.7,0.4,0.6,1.0,.104,-2.3,1.6,-0.7,0.2,
Al Harrington,2006-07,26,GSW,NBA,PF,42,42,1355,16.1,.542,.294,.237,6.4,15.7,10.9,11.6,1.4,0.8,10.6,23.1,1.7,1.1,2.8,.099,0.9,-1.2,-0.3,0.6,
Stephen Jackson,2006-07,28,GSW,NBA,SF,38,37,1293,15.7,.550,.337,.298,3.7,7.2,5.4,20.6,1.9,0.8,14.9,22.5,1.6,0.8,2.4,.089,0.6,-0.9,-0.3,0.5,
Å arÅ«nas JasikeviÄius,2006-07,30,GSW,NBA,PG,26,2,309,11.3,.493,.436,.307,1.7,5.8,3.7,28.0,2.0,0.2,21.3,20.1,0.0,0.2,0.2,.023,-1.6,-2.0,-3.6,-0.1,
Renaldo Major,2006-07,24,GSW,NBA,PF,1,0,27,-3.7,.230,.000,.200,0.0,8.3,4.1,0.0,3.6,0.0,8.4,18.7,-0.1,0.0,-0.1,-0.196,-11.1,-2.2,-13.3,-0.1,
Keith McLeod,2006-07,27,GSW,NBA,PG,26,2,379,12.3,.538,.219,.505,0.9,5.3,3.0,16.6,2.2,0.6,15.2,17.0,0.4,0.2,0.6,.073,-1.7,-0.1,-1.8,0.0,
Troy Murphy,2006-07,26,GSW,NBA,PF,26,17,667,14.8,.553,.328,.367,6.0,20.1,12.9,12.8,1.5,1.9,12.2,15.2,1.0,0.7,1.7,.124,0.3,0.8,1.1,0.5,
Patrick O'Bryant,2006-07,20,GSW,NBA,C,16,0,119,7.3,.393,.000,.531,6.3,13.2,9.7,10.2,2.4,5.1,16.8,17.0,-0.2,0.2,0.0,-0.003,-6.6,2.0,-4.6,-0.1,
MickaÃ«l PiÃ©trus,2006-07,24,GSW,NBA,SF,72,38,1937,13.0,.590,.410,.358,4.5,14.2,9.3,4.7,1.2,2.2,13.4,17.2,2.0,1.5,3.6,.088,-0.8,-0.5,-1.3,0.4,
Josh Powell,2006-07,24,GSW,NBA,PF,30,0,289,12.0,.570,.000,.385,6.3,20.1,13.1,9.1,0.8,3.2,20.8,17.0,0.1,0.3,0.4,.065,-3.7,-0.4,-4.1,-0.2,
Jason Richardson,2006-07,26,GSW,NBA,SG,51,49,1675,15.5,.512,.410,.191,4.6,12.6,8.5,16.0,1.6,1.4,9.3,22.3,1.7,1.3,3.0,.085,1.4,-0.6,0.8,1.2,
Anthony Roberson,2006-07,23,GSW,NBA,PG,20,1,227,11.4,.527,.529,.029,0.9,9.4,5.1,7.0,2.6,0.0,11.0,22.2,0.0,0.2,0.1,.031,-1.8,-0.5,-2.3,0.0,
Dajuan Wagner,2006-07,23,GSW,NBA,SG,1,0,7,17.2,1.064,1.000,2.000,0.0,0.0,0.0,20.9,0.0,0.0,34.7,17.5,0.0,0.0,0.0,.122,4.5,-0.3,4.2,0.0,
