Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Carlos Arroyo,2001-02,22,TOR,NBA,PG,17,0,96,11.9,.474,.000,.207,3.5,11.1,7.2,36.3,3.4,0.0,27.5,20.7,-0.1,0.1,0.0,.018,-3.8,0.4,-3.4,0.0,
Michael Bradley,2001-02,22,TOR,NBA,PF,26,0,118,9.9,.526,.080,.320,6.6,17.1,11.7,4.0,0.0,3.8,17.4,13.4,0.0,0.1,0.1,.053,-3.7,-1.1,-4.8,-0.1,
Vince Carter,2001-02,25,TOR,NBA,SG,60,60,2385,20.5,.515,.239,.235,6.4,8.7,7.5,19.9,2.1,1.3,9.6,30.5,4.6,2.4,7.0,.140,4.7,-0.3,4.4,3.9,AS
Chris Childs,2001-02,34,TOR,NBA,PG,69,4,1576,8.8,.435,.405,.240,1.3,10.2,5.6,32.9,1.9,0.2,27.3,13.0,-0.4,1.5,1.1,.033,-3.9,-0.3,-4.2,-0.9,
Keon Clark,2001-02,26,TOR,NBA,C,81,31,2185,16.7,.522,.006,.297,9.3,22.9,15.8,7.1,1.4,4.2,13.8,21.2,1.7,3.6,5.3,.116,-1.3,0.6,-0.7,0.7,
Dell Curry,2001-02,37,TOR,NBA,SG,56,4,886,12.0,.495,.378,.107,2.9,7.8,5.2,11.9,1.3,0.5,10.1,20.8,0.6,0.6,1.2,.063,0.0,-1.0,-1.0,0.2,
Antonio Davis,2001-02,33,TOR,NBA,PF,77,77,2978,14.8,.497,.001,.372,9.5,19.4,14.3,8.7,1.0,2.1,12.4,19.6,3.0,3.6,6.5,.105,-0.5,-0.4,-0.9,0.8,
Derrick Dial,2001-02,26,TOR,NBA,SG,7,0,50,19.1,.489,.154,.231,4.5,21.4,12.6,15.4,2.2,0.0,9.5,28.9,0.0,0.1,0.1,.106,0.1,-1.6,-1.5,0.0,
Jermaine Jackson,2001-02,25,TOR,NBA,SG,24,0,280,12.3,.542,.048,.571,1.2,10.2,5.5,30.5,1.7,0.3,21.0,10.8,0.4,0.2,0.6,.110,-2.2,0.6,-1.6,0.0,
Eric Montross,2001-02,30,TOR,NBA,C,49,24,655,5.8,.398,.008,.235,6.1,18.8,12.3,3.7,1.0,2.6,14.7,11.9,-0.6,0.8,0.2,.015,-5.9,0.3,-5.6,-0.6,
Tracy Murray,2001-02,30,TOR,NBA,SF,40,3,473,13.6,.525,.502,.101,4.2,8.8,6.4,7.2,1.3,1.3,10.4,23.3,0.4,0.4,0.8,.079,1.5,-1.5,0.0,0.2,
Mamadou N'Diaye,2001-02,26,TOR,NBA,C,5,0,46,20.6,.694,.000,1.000,14.5,12.9,13.7,0.0,0.0,3.2,6.5,15.3,0.2,0.0,0.3,.265,2.1,0.1,2.1,0.0,
Hakeem Olajuwon,2001-02,39,TOR,NBA,C,61,37,1378,14.4,.478,.005,.201,7.9,23.1,15.3,8.0,2.9,4.9,17.7,18.3,-0.8,2.9,2.1,.074,-2.7,2.4,-0.4,0.6,
Morris Peterson,2001-02,24,TOR,NBA,SF,63,56,1988,15.3,.524,.301,.220,5.1,7.9,6.4,13.5,2.0,0.4,9.3,21.3,3.2,1.7,4.9,.119,0.9,-0.2,0.7,1.4,
Michael Stewart,2001-02,26,TOR,NBA,C,11,0,93,8.6,.395,.000,.478,14.4,16.6,15.4,4.9,2.3,2.4,12.6,15.6,0.0,0.1,0.1,.058,-5.6,1.1,-4.4,-0.1,
Alvin Williams,2001-02,27,TOR,NBA,PG,82,82,2927,13.8,.470,.199,.144,2.2,9.0,5.5,26.6,2.5,0.7,12.7,18.4,2.2,3.1,5.2,.086,-0.5,0.8,0.3,1.7,
Jerome Williams,2001-02,28,TOR,NBA,PF,68,32,1641,15.7,.542,.000,.526,11.2,16.0,13.5,7.3,2.6,1.1,12.5,15.2,2.7,2.3,5.0,.147,-0.2,0.8,0.6,1.1,
