Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Jaylen Brown,2019-20,23,BOS,NBA,SG,57,57,1934,16.9,.583,.381,.274,3.5,16.5,10.1,9.7,1.6,1.0,11.2,24.7,2.3,2.6,4.9,.123,1.0,-0.2,0.8,1.4,
Carsen Edwards,2019-20,21,BOS,NBA,SG,37,0,351,6.9,.444,.594,.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,.014,-4.4,-0.2,-4.6,-0.2,
Tacko Fall,2019-20,24,BOS,NBA,C,7,0,33,28.4,.751,.000,.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,.223,0.4,6.0,6.5,0.1,
Enes Freedom,2019-20,27,BOS,NBA,C,58,7,983,22.4,.599,.020,.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,.214,1.8,-0.3,1.5,0.9,
Javonte Green,2019-20,26,BOS,NBA,SG,48,2,468,13.1,.564,.262,.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,.113,-2.1,1.4,-0.7,0.2,
Gordon Hayward,2019-20,29,BOS,NBA,SF,52,52,1740,18.1,.595,.317,.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,3.5,2.2,5.7,.158,2.6,0.1,2.7,2.0,
Romeo Langford,2019-20,20,BOS,NBA,SG,32,2,370,5.4,.434,.338,.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,-0.2,0.4,0.2,.025,-4.7,-0.3,-4.9,-0.3,
Semi Ojeleye,2019-20,25,BOS,NBA,PF,69,6,1011,7.7,.562,.648,.163,2.8,12.5,7.7,4.7,1.0,0.5,8.3,9.7,0.8,1.0,1.9,.088,-2.1,0.4,-1.7,0.1,
Vincent Poirier,2019-20,26,BOS,NBA,C,22,0,130,12.7,.525,.056,.194,10.8,24.4,17.7,8.5,0.7,6.4,17.0,15.4,0.1,0.2,0.3,.113,-4.8,1.0,-3.8,-0.1,
Marcus Smart,2019-20,25,BOS,NBA,SG,60,40,1919,13.8,.518,.579,.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,1.7,2.8,4.5,.112,0.0,1.4,1.4,1.6,"DPOY-6,DEF1"
Jayson Tatum,2019-20,21,BOS,NBA,PF,66,66,2265,20.4,.567,.383,.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,3.2,3.7,6.9,.146,3.5,0.6,4.0,3.4,"MVP-12,AS,NBA3"
Daniel Theis,2019-20,27,BOS,NBA,C,65,64,1566,17.9,.631,.225,.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,4.0,2.6,6.5,.201,0.6,1.8,2.4,1.7,
Kemba Walker,2019-20,29,BOS,NBA,PG,56,56,1742,20.0,.575,.532,.272,2.2,11.0,6.7,24.2,1.3,1.5,10.5,27.2,3.9,2.0,5.9,.162,4.9,-0.3,4.6,2.9,AS
Brad Wanamaker,2019-20,30,BOS,NBA,PG,71,1,1369,12.8,.577,.282,.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,.124,-1.9,1.3,-0.6,0.5,
Tremont Waters,2019-20,22,BOS,NBA,PG,11,1,119,4.3,.381,.490,.163,0.0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1.0,-7.5,-0.2,
Grant Williams,2019-20,21,BOS,NBA,PF,69,5,1043,7.9,.505,.455,.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,0.1,1.4,1.6,.071,-4.1,1.4,-2.7,-0.2,
Robert Williams,2019-20,22,BOS,NBA,C,29,1,388,23.1,.728,.000,.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1.0,2.0,.253,0.8,4.3,5.1,0.7,
