Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Lance Allred,2007-08,26,CLE,NBA,C,3,0,10,-1.0,.307,.000,.500,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,-0.125,-8.1,-3.0,-11.1,0.0,
Devin Brown,2007-08,29,CLE,NBA,SG,78,20,1762,11.3,.494,.275,.267,4.1,13.2,8.5,16.1,1.6,0.3,14.3,17.8,0.6,1.7,2.4,.064,-2.1,-0.1,-2.1,-0.1,
Shannon Brown,2007-08,22,CLE,NBA,SG,15,4,218,8.1,.433,.261,.207,2.5,7.0,4.7,14.1,2.4,0.4,13.6,29.2,-0.5,0.2,-0.2,-0.052,-4.4,-1.5,-5.9,-0.2,
Kaniel Dickens,2007-08,29,CLE,NBA,PF,5,0,12,6.6,.333,.000,.000,0.0,9.8,4.7,12.7,0.0,6.6,0.0,11.3,0.0,0.0,0.0,.023,-4.5,1.7,-2.8,0.0,
Daniel Gibson,2007-08,21,CLE,NBA,PG,58,26,1765,11.7,.592,.576,.226,1.9,6.9,4.3,13.1,1.4,0.6,12.9,15.1,2.7,1.4,4.1,.111,-0.4,0.0,-0.4,0.7,
Drew Gooden,2007-08,26,CLE,NBA,PF,51,51,1564,12.5,.487,.006,.289,8.3,23.0,15.4,5.4,1.2,1.5,13.4,19.7,-0.1,2.1,2.0,.060,-2.7,-0.7,-3.5,-0.6,
Larry Hughes,2007-08,29,CLE,NBA,PG,40,32,1210,11.6,.467,.264,.226,2.5,11.3,6.7,13.1,2.6,0.7,12.0,22.4,-0.4,1.5,1.1,.042,-2.6,0.3,-2.3,-0.1,
Zydrunas Ilgauskas,2007-08,32,CLE,NBA,C,73,73,2222,18.7,.522,.001,.276,13.1,22.2,17.5,8.5,0.8,4.3,12.0,22.9,2.9,3.2,6.1,.131,-0.1,-0.3,-0.4,0.9,
LeBron James,2007-08,23,CLE,NBA,SF,75,74,3027,29.1,.568,.219,.470,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,10.7,4.6,15.2,.242,8.2,2.6,10.9,9.8,"MVP-4,AS,NBA1"
Damon Jones,2007-08,31,CLE,NBA,SG,67,3,1336,11.3,.582,.760,.077,0.4,5.9,3.1,15.1,0.8,0.1,8.8,14.0,2.4,0.7,3.0,.108,0.6,-1.1,-0.4,0.5,
Dwayne Jones,2007-08,24,CLE,NBA,PF,56,0,472,11.1,.538,.021,1.234,16.2,17.7,16.9,3.1,1.1,4.2,19.0,8.6,0.5,0.7,1.2,.121,-3.7,0.1,-3.6,-0.2,
Donyell Marshall,2007-08,34,CLE,NBA,PF,11,1,156,8.4,.427,.523,.205,6.4,15.8,11.0,4.9,0.7,4.5,11.1,15.7,-0.1,0.2,0.1,.039,-2.7,-1.1,-3.8,-0.1,
Ira Newble,2007-08,33,CLE,NBA,SG,41,13,650,10.0,.522,.285,.165,7.0,13.2,10.0,3.4,2.2,0.8,15.5,14.0,0.1,0.8,0.9,.067,-2.8,0.0,-2.7,-0.1,
Demetris Nichols,2007-08,23,CLE,NBA,SF,3,0,14,-20.8,.125,.375,.000,0.0,8.4,4.1,0.0,0.0,0.0,20.0,32.4,-0.2,0.0,-0.2,-0.615,-18.5,-9.8,-28.3,-0.1,
Sasha PavloviÄ,2007-08,24,CLE,NBA,SG,51,45,1188,7.2,.434,.283,.191,3.3,9.2,6.1,11.2,1.3,0.4,11.2,18.8,-0.8,0.9,0.2,.006,-4.2,-0.7,-4.9,-0.9,
Cedric Simmons,2007-08,22,CLE,NBA,PF,7,0,68,2.4,.210,.000,1.333,8.1,17.3,12.6,0.0,1.6,5.8,29.6,9.0,-0.2,0.1,-0.1,-0.070,-7.5,0.8,-6.7,-0.1,
Joe Smith,2007-08,32,CLE,NBA,PF,27,1,580,14.9,.547,.012,.406,10.5,16.4,13.4,5.6,0.8,2.2,9.9,17.4,0.9,0.6,1.5,.128,-1.5,-0.5,-2.0,0.0,
Eric Snow,2007-08,34,CLE,NBA,PG,22,5,305,3.1,.231,.053,.579,1.4,6.2,3.7,19.1,1.7,1.0,17.3,8.6,-0.4,0.3,-0.1,-0.021,-6.7,0.3,-6.4,-0.3,
Wally Szczerbiak,2007-08,30,CLE,NBA,SF,25,1,556,10.3,.451,.249,.196,3.6,13.3,8.3,10.4,0.9,1.0,8.1,20.2,0.0,0.5,0.5,.044,-1.9,-1.0,-2.9,-0.1,
Billy Thomas,2007-08,32,CLE,NBA,SF,7,0,34,0.1,.429,.929,.000,0.0,6.9,3.4,0.0,1.6,0.0,17.6,22.7,-0.1,0.0,-0.1,-0.112,-7.7,-2.7,-10.5,-0.1,
Anderson VarejÃ£o,2007-08,25,CLE,NBA,C,48,13,1320,12.0,.485,.007,.278,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,0.5,1.9,2.4,.086,-2.7,0.1,-2.6,-0.2,
Ben Wallace,2007-08,33,CLE,NBA,PF,22,22,578,12.4,.463,.000,.543,11.3,21.2,16.1,3.3,1.8,5.0,15.2,9.3,0.2,1.0,1.2,.097,-2.0,1.6,-0.3,0.2,
Delonte West,2007-08,24,CLE,NBA,PG,26,26,806,14.1,.541,.351,.231,2.5,11.5,6.9,23.3,1.9,1.9,17.1,16.8,0.8,0.9,1.7,.104,-0.1,1.2,1.1,0.6,
