Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Arron Afflalo,2007-08,22,DET,NBA,SG,75,9,970,10.2,.494,.199,.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,0.5,1.4,1.9,.092,-2.6,1.0,-1.5,0.1,
Chauncey Billups,2007-08,31,DET,NBA,PG,78,78,2522,23.6,.619,.390,.498,2.0,8.1,5.0,34.7,2.2,0.5,13.0,23.0,10.2,3.4,13.5,.257,6.5,1.2,7.7,6.2,"DPOY-16,AS"
PrimoÅ¾ Brezec,2007-08,28,DET,NBA,C,17,0,98,10.8,.705,.000,1.077,8.5,14.7,11.6,6.2,1.1,1.6,20.7,11.6,0.2,0.1,0.3,.148,-4.1,1.7,-2.4,0.0,
Juan Dixon,2007-08,29,DET,NBA,PG,17,0,244,12.4,.544,.337,.071,2.9,10.8,6.9,23.1,0.0,0.0,15.8,23.2,0.1,0.2,0.3,.068,-0.1,-1.7,-1.8,0.0,
Ronald Dupree,2007-08,27,DET,NBA,SF,1,0,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.019,-1.0,-1.5,-2.5,0.0,
Richard Hamilton,2007-08,29,DET,NBA,SG,72,72,2424,18.2,.552,.137,.215,3.7,7.9,5.8,22.3,1.7,0.3,10.5,24.5,4.8,2.9,7.7,.152,2.3,0.1,2.3,2.6,"DPOY-13,AS"
Jarvis Hayes,2007-08,26,DET,NBA,SF,82,1,1287,13.0,.520,.385,.119,3.2,13.3,8.3,8.1,2.0,0.4,8.1,21.1,1.0,1.9,2.9,.108,-1.0,0.4,-0.6,0.5,
Walter Herrmann,2007-08,28,DET,NBA,PF,28,0,199,14.0,.496,.481,.190,7.2,15.1,11.1,11.6,0.8,0.4,8.5,22.2,0.2,0.2,0.4,.108,1.2,-0.9,0.3,0.1,
Lindsey Hunter,2007-08,37,DET,NBA,PG,24,0,215,8.8,.427,.406,.141,2.2,5.0,3.6,23.3,3.3,0.7,16.1,17.7,-0.1,0.3,0.2,.048,-4.2,2.1,-2.1,0.0,
Amir Johnson,2007-08,20,DET,NBA,PF,62,0,764,17.5,.584,.000,.333,13.5,23.2,18.4,5.9,1.7,8.5,17.1,14.1,1.1,1.9,3.0,.190,-2.4,3.7,1.3,0.6,
Jason Maxiell,2007-08,24,DET,NBA,C,82,7,1768,16.7,.576,.002,.605,11.9,17.4,14.6,4.2,0.7,4.2,11.2,17.0,3.4,2.9,6.3,.171,-0.3,0.2,-0.1,0.8,6MOY-9
Antonio McDyess,2007-08,33,DET,NBA,PF,78,78,2285,14.1,.511,.003,.260,10.6,24.3,17.4,6.2,1.5,1.8,10.1,15.3,2.4,4.3,6.7,.141,-1.1,0.7,-0.5,0.9,
Nazr Mohammed,2007-08,30,DET,NBA,C,21,0,228,13.1,.478,.017,.508,15.1,23.2,19.1,4.1,1.7,2.8,13.2,17.2,0.1,0.5,0.5,.112,-3.2,0.1,-3.1,-0.1,
Ronald Murray,2007-08,28,DET,NBA,PG,19,2,347,13.3,.457,.194,.266,4.5,8.0,6.2,31.0,2.1,0.2,16.6,25.3,-0.2,0.4,0.3,.036,-1.1,-1.1,-2.2,0.0,
Tayshaun Prince,2007-08,27,DET,NBA,SF,82,82,2694,15.6,.516,.155,.256,4.8,12.9,8.8,16.5,0.9,1.0,8.0,19.9,4.3,3.2,7.5,.133,1.7,-0.1,1.6,2.5,"DPOY-10,DEF2"
Theo Ratliff,2007-08,34,DET,NBA,C,16,3,223,11.6,.501,.000,.450,10.1,16.7,13.4,4.6,1.0,6.4,15.8,12.0,0.1,0.4,0.5,.115,-3.0,2.3,-0.7,0.1,
Cheikh Samb,2007-08,23,DET,NBA,C,4,0,31,12.0,.717,.000,.500,11.5,15.5,13.5,0.0,1.8,5.1,17.0,8.9,0.1,0.1,0.1,.178,-4.2,1.9,-2.3,0.0,
Rodney Stuckey,2007-08,21,DET,NBA,PG,57,2,1081,13.8,.484,.042,.408,3.5,10.8,7.1,23.9,2.5,0.4,14.8,23.1,0.4,1.6,2.0,.090,-2.1,1.1,-1.1,0.3,
Rasheed Wallace,2007-08,33,DET,NBA,C,77,76,2346,17.2,.523,.362,.172,4.3,21.8,13.0,9.7,2.1,4.3,8.4,20.5,2.5,5.1,7.6,.155,1.5,2.6,4.1,3.6,"MVP-14,DPOY-12,AS"
