Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Leandro Barbosa,2014-15,32,GSW,NBA,SG,66,1,982,15.3,.558,.290,.192,2.6,7.2,5.0,14.9,2.0,0.6,9.5,20.5,1.6,1.2,2.8,.137,0.0,0.4,0.3,0.6,
Harrison Barnes,2014-15,22,GSW,NBA,SF,82,82,2318,13.4,.573,.328,.229,5.6,15.1,10.5,6.9,1.3,0.6,9.0,14.9,3.7,3.0,6.7,.139,0.2,-0.1,0.1,1.2,
Andrew Bogut,2014-15,30,GSW,NBA,C,67,65,1583,15.8,.565,.000,.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,.159,-0.9,3.3,2.4,1.8,"DPOY-6,DEF2"
Stephen Curry,2014-15,26,GSW,NBA,PG,80,80,2613,28.0,.638,.482,.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,11.5,4.1,15.7,.288,8.2,1.7,9.9,7.9,"MVP-1,AS,NBA1"
Festus Ezeli,2014-15,25,GSW,NBA,C,46,7,504,16.2,.580,.000,.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,0.8,0.9,1.7,.159,-2.2,0.3,-1.8,0.0,
Draymond Green,2014-15,24,GSW,NBA,PF,79,79,2490,16.4,.540,.430,.261,5.1,22.4,14.0,16.1,2.4,2.9,13.5,17.2,3.3,5.2,8.5,.163,0.7,2.8,3.5,3.5,"DPOY-2,DEF1"
Justin Holiday,2014-15,25,GSW,NBA,SG,59,4,657,12.1,.498,.464,.191,2.0,9.7,6.0,10.1,3.0,1.4,10.2,18.8,0.2,1.0,1.3,.092,-2.4,1.0,-1.4,0.1,
Andre Iguodala,2014-15,31,GSW,NBA,SF,77,0,2069,12.3,.553,.427,.230,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,.117,-0.4,1.4,0.9,1.5,6MOY-4
Ognjen KuzmiÄ,2014-15,24,GSW,NBA,C,16,0,72,12.9,.727,.000,.333,10.8,14.5,12.7,11.1,1.4,1.0,26.7,11.3,0.2,0.1,0.3,.171,-2.3,0.8,-1.4,0.0,
David Lee,2014-15,31,GSW,NBA,PF,49,4,904,17.8,.541,.006,.332,10.0,20.3,15.3,13.7,1.7,2.1,12.0,19.6,1.6,1.6,3.2,.168,0.1,0.8,0.9,0.7,
Shaun Livingston,2014-15,29,GSW,NBA,PG,78,2,1468,12.9,.529,.005,.230,3.3,10.0,6.7,24.2,1.6,1.0,19.0,15.9,1.5,1.8,3.3,.107,-1.4,0.6,-0.8,0.4,
James Michael McAdoo,2014-15,22,GSW,NBA,PF,15,0,137,17.7,.564,.000,.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,0.2,0.3,0.5,.177,-2.1,-0.2,-2.3,0.0,
Brandon Rush,2014-15,29,GSW,NBA,SG,33,0,271,0.8,.255,.500,.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,-0.7,0.4,-0.3,-0.056,-7.1,-0.3,-7.3,-0.4,
Marreese Speights,2014-15,27,GSW,NBA,C,76,9,1207,19.5,.546,.028,.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,2.2,1.8,4.0,.158,-0.9,-1.1,-1.9,0.0,6MOY-7
Klay Thompson,2014-15,24,GSW,NBA,SG,77,77,2455,20.8,.591,.420,.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,5.7,3.1,8.8,.172,4.5,-0.1,4.4,4.0,"MVP-10,AS,NBA3"
