Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Vin Baker,2002-03,31,BOS,NBA,C,52,9,942,10.6,.531,.019,.517,10.5,13.3,11.9,5.3,1.2,2.5,19.4,15.5,0.5,1.1,1.6,.082,-4.4,-0.4,-4.7,-0.6,
Tony Battie,2002-03,26,BOS,NBA,C,67,62,1683,15.2,.578,.014,.320,9.7,19.7,14.6,5.2,1.0,3.8,10.2,12.9,3.3,2.5,5.8,.164,-1.0,0.8,-0.3,0.7,
Mark Blount,2002-03,27,BOS,NBA,C,27,7,518,12.2,.615,.000,.500,10.4,17.1,13.7,6.8,2.0,2.6,25.3,11.7,0.6,0.8,1.4,.126,-3.4,1.6,-1.8,0.0,
J.R. Bremer,2002-03,22,BOS,NBA,PG,64,41,1503,12.7,.515,.616,.239,1.3,9.8,5.5,19.2,1.3,0.2,10.3,17.7,1.8,1.2,3.0,.096,0.0,-0.5,-0.5,0.6,
Kedrick Brown,2002-03,21,BOS,NBA,SF,51,5,666,8.8,.392,.228,.187,7.4,16.6,11.9,5.1,2.7,1.5,11.1,14.5,-0.5,1.1,0.5,.037,-4.6,0.6,-4.0,-0.3,
Mark Bryant,2002-03,37,BOS,NBA,PF,2,0,9,-1.1,.000,.000,.000,0.0,25.9,12.6,16.3,0.0,0.0,0.0,5.2,0.0,0.0,0.0,-0.019,-10.6,1.0,-9.6,0.0,
Bimbo Coles,2002-03,34,BOS,NBA,PG,14,0,175,8.8,.495,.143,.163,0.6,6.6,3.6,16.5,1.8,0.0,16.0,16.6,0.0,0.1,0.1,.036,-5.4,-0.2,-5.6,-0.2,
Tony Delk,2002-03,29,BOS,NBA,PG,67,39,1873,13.7,.547,.543,.155,2.4,11.9,7.0,14.0,2.0,0.4,10.3,16.6,2.5,2.1,4.6,.117,0.3,0.8,1.1,1.4,
Grant Long,2002-03,36,BOS,NBA,PF,41,1,488,5.3,.449,.043,.329,5.4,14.1,9.6,8.2,1.0,0.2,19.2,9.4,0.0,0.5,0.4,.041,-5.3,0.3,-5.1,-0.4,
Walter McCarty,2002-03,28,BOS,NBA,SF,82,8,1949,10.8,.540,.593,.234,3.6,13.4,8.4,9.2,2.1,1.1,12.7,12.6,1.6,2.5,4.1,.101,-1.5,1.1,-0.5,0.8,
Mikki Moore,2002-03,27,BOS,NBA,C,3,0,12,-3.1,.000,.000,.000,9.2,0.0,4.7,0.0,0.0,13.1,0.0,3.9,0.0,0.0,0.0,.018,-16.7,3.7,-13.0,0.0,
Paul Pierce,2002-03,25,BOS,NBA,SG,79,79,3096,22.7,.532,.246,.473,3.8,17.7,10.6,24.2,2.4,1.6,13.0,33.2,5.3,4.8,10.1,.157,4.2,0.7,4.9,5.4,"MVP-11,AS,NBA3"
Bruno Å undov,2002-03,22,BOS,NBA,C,26,0,138,1.2,.281,.286,.036,6.4,16.9,11.5,8.8,2.3,1.7,13.7,22.2,-0.6,0.2,-0.4,-0.139,-8.7,-1.1,-9.8,-0.3,
Antoine Walker,2002-03,26,BOS,NBA,PF,78,78,3235,14.6,.467,.375,.184,3.4,16.7,9.9,23.3,1.9,0.8,13.4,27.9,-1.6,4.2,2.6,.039,0.1,-0.6,-0.5,1.3,AS
Eric Williams,2002-03,30,BOS,NBA,SF,82,79,2350,13.1,.538,.191,.466,6.7,11.8,9.2,10.4,1.9,0.6,12.3,15.6,3.4,2.6,6.0,.123,-1.2,0.3,-0.9,0.7,
Shammond Williams,2002-03,27,BOS,NBA,PG,51,2,1169,12.3,.512,.470,.169,1.1,9.8,5.3,19.3,2.8,0.2,14.4,16.9,0.7,1.4,2.1,.086,-1.9,1.0,-0.9,0.3,
RubÃ©n Wolkowyski,2002-03,29,BOS,NBA,PF,7,0,24,1.2,.434,.250,1.000,0.0,4.8,2.4,7.0,0.0,0.0,14.8,13.1,0.0,0.0,0.0,-0.051,-6.3,-2.5,-8.8,0.0,
