Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Carmelo Anthony,2006-07,22,DEN,NBA,SF,65,65,2486,22.1,.552,.103,.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,5.2,2.1,7.3,.140,3.2,-1.3,1.9,2.5,"MVP-15,AS,NBA3"
Steve Blake,2006-07,26,DEN,NBA,PG,49,40,1642,11.0,.511,.368,.116,1.0,7.4,4.3,28.2,1.5,0.2,20.2,13.1,1.1,1.1,2.2,.064,-0.8,-0.5,-1.2,0.3,
Earl Boykins,2006-07,30,DEN,NBA,PG,31,4,877,17.7,.542,.291,.347,3.0,5.1,4.0,24.2,1.4,0.2,10.7,23.8,2.0,0.5,2.5,.134,2.9,-1.0,1.9,0.9,
Marcus Camby,2006-07,32,DEN,NBA,C,70,70,2369,19.1,.519,.003,.335,7.9,30.5,19.4,14.1,1.8,7.0,13.9,15.9,2.5,5.1,7.6,.155,0.8,3.9,4.7,4.0,"DPOY-1,DEF1"
Anthony Carter,2006-07,31,DEN,NBA,PG,2,0,37,3.3,.375,.250,.000,0.0,9.0,4.6,41.4,0.0,1.9,42.9,16.2,-0.1,0.0,-0.1,-0.115,-6.1,-1.5,-7.6,-0.1,
Yakhouba Diawara,2006-07,24,DEN,NBA,SG,64,19,1177,5.3,.450,.582,.182,2.6,7.8,5.3,6.5,1.3,0.4,10.5,12.8,-0.2,0.8,0.5,.021,-3.9,0.0,-3.9,-0.6,
Reggie Evans,2006-07,26,DEN,NBA,PF,66,11,1127,13.5,.550,.000,.851,15.8,29.9,23.0,5.7,1.8,1.0,24.3,14.8,0.4,1.9,2.3,.096,-2.2,0.0,-2.2,-0.1,
NenÃª,2006-07,24,DEN,NBA,C,64,42,1715,17.8,.611,.002,.548,10.0,19.4,14.7,7.1,1.8,2.5,16.5,19.2,2.9,2.4,5.3,.148,-0.3,0.7,0.3,1.0,
Julius Hodge,2006-07,23,DEN,NBA,SG,4,1,37,16.0,.510,.000,.400,3.1,6.0,4.6,36.2,4.0,0.0,14.5,8.0,0.1,0.0,0.1,.174,-0.4,3.5,3.1,0.0,
Allen Iverson,2006-07,31,DEN,NBA,SG,50,49,2121,18.4,.545,.152,.460,0.9,7.1,4.0,28.3,2.1,0.4,15.1,27.1,2.9,1.7,4.6,.105,1.9,-0.8,1.1,1.7,
DerMarr Johnson,2006-07,26,DEN,NBA,SF,39,7,419,6.1,.414,.571,.136,2.7,12.5,7.7,6.0,1.9,2.1,14.2,19.5,-0.7,0.5,-0.3,-0.032,-4.6,0.3,-4.3,-0.2,
Linas Kleiza,2006-07,22,DEN,NBA,PF,79,14,1488,11.1,.561,.466,.285,5.9,14.1,10.1,4.5,0.9,0.7,12.9,17.6,1.6,1.2,2.8,.090,-1.6,-0.9,-2.5,-0.2,
Kenyon Martin,2006-07,29,DEN,NBA,PF,2,2,63,5.4,.446,.063,.750,10.9,24.7,17.9,2.4,0.0,0.0,19.0,17.9,-0.1,0.1,0.0,-0.036,-5.7,-1.6,-7.3,-0.1,
Andre Miller,2006-07,30,DEN,NBA,PG,23,23,822,16.6,.526,.065,.343,3.5,10.7,7.1,38.7,2.2,0.3,19.7,18.5,1.1,0.8,1.9,.113,0.7,0.0,0.7,0.6,
Eduardo NÃ¡jera,2006-07,30,DEN,NBA,PF,75,36,1658,13.5,.609,.034,.347,9.0,12.0,10.5,5.7,2.2,1.1,12.1,12.0,2.9,1.8,4.8,.138,-0.9,1.2,0.2,0.9,
Jamal Sampson,2006-07,23,DEN,NBA,C,22,3,125,11.3,.595,.071,1.000,13.7,29.3,21.6,5.5,0.8,4.0,33.2,10.3,0.0,0.2,0.2,.083,-3.7,1.5,-2.1,0.0,
J.R. Smith,2006-07,21,DEN,NBA,SG,63,24,1471,15.6,.585,.593,.196,2.3,8.5,5.5,10.2,1.6,0.4,10.8,22.8,2.5,1.1,3.7,.120,2.0,-0.5,1.4,1.2,6MOY-14
Joe Smith,2006-07,31,DEN,NBA,PF,11,0,148,12.4,.526,.021,.250,10.0,20.2,15.2,3.1,2.0,3.4,19.6,19.2,0.0,0.2,0.2,.060,-4.2,0.1,-4.2,-0.1,
