Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
LaMarcus Aldridge,2015-16,30,SAS,NBA,PF,74,74,2261,22.4,.565,.015,.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,5.6,4.5,10.1,.215,2.0,0.3,2.3,2.5,"AS,NBA3"
Kyle Anderson,2015-16,22,SAS,NBA,SF,78,11,1245,12.9,.528,.125,.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,0.7,2.8,3.5,.133,-1.7,3.1,1.4,1.1,
Matt Bonner,2015-16,35,SAS,NBA,C,30,2,206,14.1,.647,.596,.070,1.7,12.8,7.5,6.3,1.5,0.4,4.9,13.7,0.4,0.3,0.8,.181,1.2,1.0,2.2,0.2,
Rasual Butler,2015-16,36,SAS,NBA,SF,46,0,432,13.4,.558,.471,.154,0.8,13.5,7.4,7.7,1.5,4.1,6.7,12.6,0.4,0.9,1.3,.146,0.4,2.5,2.9,0.5,
Boris Diaw,2015-16,33,SAS,NBA,PF,76,4,1386,14.0,.582,.180,.198,4.9,13.9,9.6,18.4,1.0,1.2,18.9,17.0,1.6,2.2,3.8,.132,-0.1,0.9,0.8,1.0,6MOY-12
Tim Duncan,2015-16,39,SAS,NBA,C,61,60,1536,16.9,.523,.005,.297,8.8,23.8,16.6,15.3,1.6,3.9,15.3,17.6,1.6,3.6,5.2,.163,-0.1,3.1,3.0,2.0,
Manu GinÃ³bili,2015-16,38,SAS,NBA,SG,58,0,1134,17.8,.573,.411,.257,2.7,11.7,7.3,23.6,3.0,0.8,17.0,23.6,1.5,2.3,3.8,.160,1.4,2.2,3.6,1.6,
Danny Green,2015-16,28,SAS,NBA,SG,79,79,2062,10.5,.492,.622,.082,2.7,13.6,8.4,9.3,2.0,2.4,11.4,14.6,0.2,4.1,4.2,.099,-1.0,2.1,1.1,1.6,
Kawhi Leonard,2015-16,24,SAS,NBA,SF,72,72,2380,26.0,.616,.267,.306,4.7,18.4,11.8,13.0,2.8,2.3,7.8,25.8,8.3,5.5,13.7,.277,6.1,3.0,9.1,6.7,"MVP-2,DPOY-1,AS,NBA1,DEF1"
Boban MarjanoviÄ,2015-16,27,SAS,NBA,C,54,4,508,27.7,.662,.000,.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,2.3,1.2,3.4,.325,3.9,0.4,4.3,0.8,
Kevin Martin,2015-16,32,SAS,NBA,SG,16,1,261,10.1,.504,.388,.353,1.8,10.6,6.3,6.4,1.8,0.6,11.7,19.5,0.0,0.4,0.4,.082,-3.1,-0.4,-3.4,-0.1,
Ray McCallum,2015-16,24,SAS,NBA,PG,31,3,256,10.3,.476,.239,.149,2.8,10.8,6.9,17.7,1.0,1.2,13.3,14.7,0.1,0.4,0.5,.092,-2.3,0.5,-1.7,0.0,
Andre Miller,2015-16,39,SAS,NBA,PG,13,4,181,12.9,.521,.083,.271,3.9,12.8,8.5,22.6,2.0,0.0,18.3,16.6,0.1,0.3,0.4,.118,-2.2,0.9,-1.3,0.0,
Patty Mills,2015-16,27,SAS,NBA,PG,81,3,1662,14.6,.541,.523,.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,2.2,2.6,4.8,.139,0.8,0.7,1.5,1.5,
Tony Parker,2015-16,33,SAS,NBA,PG,72,72,1980,16.2,.546,.092,.241,1.0,8.8,5.1,29.1,1.4,0.4,14.3,21.2,2.9,2.9,5.8,.142,0.2,0.2,0.4,1.2,
Jonathon Simmons,2015-16,26,SAS,NBA,SG,55,2,813,11.9,.586,.194,.380,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,0.7,1.3,2.0,.119,-3.1,0.4,-2.7,-0.2,
David West,2015-16,35,SAS,NBA,PF,78,19,1404,17.6,.573,.016,.179,6.0,18.6,12.5,15.4,1.6,3.0,12.3,18.0,2.4,2.9,5.4,.184,0.3,2.6,2.9,1.7,
