Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Blake Ahearn,2008-09,24,SAS,NBA,PG,3,0,19,12.9,.581,.667,.333,0.0,6.2,3.1,16.0,2.9,0.0,12.7,20.1,0.0,0.0,0.1,.149,-2.2,1.4,-0.9,0.0,
Matt Bonner,2008-09,28,SAS,NBA,PF,81,67,1928,15.0,.611,.500,.043,6.1,17.6,11.9,6.8,1.3,1.0,6.3,14.6,3.8,3.0,6.8,.169,1.1,1.0,2.1,2.0,
Bruce Bowen,2008-09,37,SAS,NBA,SF,80,10,1506,5.4,.539,.524,.139,1.3,10.1,5.7,3.7,1.3,0.6,11.2,7.2,0.3,1.9,2.2,.070,-4.0,1.7,-2.3,-0.1,
Austin Croshere,2008-09,33,SAS,NBA,PF,3,0,23,4.3,.212,.444,.111,21.0,30.7,25.9,19.3,0.0,0.0,17.5,24.1,-0.1,0.0,-0.1,-0.166,-5.6,-2.2,-7.7,0.0,
Tim Duncan,2008-09,32,SAS,NBA,C,75,75,2524,24.4,.549,.002,.436,9.6,27.9,18.9,19.3,0.8,3.7,11.1,28.5,5.0,5.0,10.1,.191,3.4,2.0,5.4,4.7,"MVP-11,DPOY-11,AS,NBA2,DEF2"
Desmon Farmer,2008-09,27,SAS,NBA,SG,3,0,54,0.4,.437,.857,.143,0.0,13.1,6.6,5.4,0.0,0.0,21.2,16.9,-0.1,0.1,-0.1,-0.071,-8.1,-1.8,-9.9,-0.1,
Michael Finley,2008-09,35,SAS,NBA,SF,81,77,2336,11.4,.547,.463,.090,1.3,12.3,6.9,7.7,0.9,0.5,7.8,16.1,1.6,2.8,4.4,.091,-0.4,0.0,-0.4,1.0,
Manu GinÃ³bili,2008-09,31,SAS,NBA,SG,44,7,1181,22.9,.594,.426,.387,2.5,17.3,10.0,23.1,2.9,1.0,13.3,27.2,2.7,2.3,5.0,.203,3.7,2.4,6.1,2.4,6MOY-6
Drew Gooden,2008-09,27,SAS,NBA,PF,19,1,320,18.8,.550,.007,.393,10.6,20.2,15.5,1.7,0.7,0.9,8.6,28.2,0.5,0.5,0.9,.139,-0.4,-1.5,-1.9,0.0,
Malik Hairston,2008-09,21,SAS,NBA,SG,15,0,155,12.0,.480,.020,.143,8.6,12.9,10.8,13.8,2.1,3.3,18.7,20.0,-0.1,0.3,0.1,.045,-3.7,1.8,-2.0,0.0,
George Hill,2008-09,22,SAS,NBA,PG,77,7,1270,11.6,.502,.196,.392,2.9,11.9,7.4,16.6,1.9,1.2,14.5,19.5,0.2,2.0,2.1,.080,-3.3,1.6,-1.8,0.1,
Roger Mason,2008-09,28,SAS,NBA,SG,82,71,2496,11.9,.554,.479,.144,0.8,11.1,6.0,11.1,0.9,0.4,10.3,18.9,1.9,2.9,4.7,.091,-0.7,-0.2,-0.9,0.7,
Pops Mensah-Bonsu,2008-09,25,SAS,NBA,PF,3,0,20,35.8,.744,.000,1.000,30.2,29.4,29.8,0.0,2.7,3.7,16.6,29.3,0.1,0.1,0.2,.418,5.2,3.0,8.2,0.1,
Fabricio Oberto,2008-09,33,SAS,NBA,C,54,11,677,10.6,.595,.010,.337,11.6,13.4,12.5,12.9,0.6,1.2,24.1,11.3,0.8,0.8,1.7,.119,-3.2,1.0,-2.2,0.0,
Tony Parker,2008-09,26,SAS,NBA,PG,72,71,2456,23.4,.556,.051,.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,5.6,3.0,8.6,.168,3.8,-0.2,3.6,3.5,"MVP-8,AS,NBA3"
Kurt Thomas,2008-09,36,SAS,NBA,PF,79,10,1404,14.0,.530,.007,.148,11.5,22.7,17.2,7.2,1.3,3.1,11.5,12.6,1.8,2.7,4.5,.152,-1.9,1.6,-0.3,0.6,
Anthony Tolliver,2008-09,23,SAS,NBA,PF,19,0,208,7.6,.375,.631,.154,7.0,16.4,11.7,12.1,1.3,0.4,9.2,17.8,-0.3,0.3,0.0,.010,-3.6,-0.3,-3.9,-0.1,
Ime Udoka,2008-09,31,SAS,NBA,SF,67,3,1035,9.5,.470,.436,.160,3.3,18.1,10.8,7.9,1.9,0.9,11.0,16.2,-0.5,1.7,1.3,.058,-2.9,1.4,-1.6,0.1,
Jacque Vaughn,2008-09,33,SAS,NBA,PG,30,0,292,7.6,.392,.013,.240,1.7,7.3,4.5,27.6,1.1,0.0,15.3,16.2,-0.2,0.3,0.1,.020,-5.0,-0.9,-5.9,-0.3,
Marcus Williams,2008-09,22,SAS,NBA,PF,2,0,3,53.0,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,.517,15.9,6.8,22.7,0.0,
