Player,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,awards
Chauncey Billups,2006-07,30,DET,NBA,PG,70,70,2533,21.3,.591,.388,.536,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,8.7,2.7,11.4,.216,4.2,0.5,4.7,4.3,"MVP-11,AS,NBA3"
Will Blalock,2006-07,23,DET,NBA,PG,14,0,166,4.5,.383,.167,.200,4.3,6.4,5.4,14.9,1.7,0.0,26.9,12.8,-0.3,0.1,-0.1,-0.032,-5.3,-0.6,-5.8,-0.2,
Dale Davis,2006-07,37,DET,NBA,C,46,6,464,13.2,.486,.000,.351,15.1,20.0,17.5,3.9,1.2,5.7,14.9,10.3,0.5,0.8,1.3,.132,-2.0,1.3,-0.8,0.1,
Carlos Delfino,2006-07,24,DET,NBA,SG,82,1,1372,12.8,.515,.367,.237,5.8,17.2,11.5,10.2,1.8,0.5,12.8,16.5,1.0,1.9,2.9,.101,-0.5,0.4,-0.1,0.7,
Ronald Dupree,2006-07,26,DET,NBA,SF,19,0,94,7.4,.358,.000,.290,6.3,15.2,10.7,8.5,2.9,0.8,7.9,19.2,-0.2,0.2,0.0,-0.007,-5.5,0.7,-4.9,-0.1,
Richard Hamilton,2006-07,28,DET,NBA,SG,75,75,2763,18.1,.551,.110,.344,3.2,8.9,6.1,19.0,1.2,0.4,10.6,25.9,5.7,2.4,8.1,.141,1.8,-0.5,1.2,2.2,AS
Lindsey Hunter,2006-07,36,DET,NBA,PG,52,0,745,12.7,.495,.488,.135,1.4,6.1,3.7,20.3,2.5,0.7,11.9,18.7,0.5,0.8,1.3,.085,-0.9,0.5,-0.3,0.3,
Amir Johnson,2006-07,19,DET,NBA,PF,8,0,124,20.6,.600,.091,.424,14.4,21.1,17.7,4.1,2.2,8.1,18.7,18.5,0.2,0.3,0.5,.183,-2.0,2.2,0.2,0.1,
Jason Maxiell,2006-07,23,DET,NBA,C,67,8,943,14.4,.518,.000,.523,11.1,12.3,11.7,2.5,1.7,4.9,14.1,18.9,0.3,1.5,1.8,.091,-2.6,0.5,-2.0,0.0,
Antonio McDyess,2006-07,32,DET,NBA,PF,82,3,1729,18.1,.552,.000,.257,11.3,22.7,17.0,7.2,1.9,2.9,11.1,18.6,2.8,3.2,6.0,.168,-0.4,1.1,0.6,1.1,6MOY-6
Nazr Mohammed,2006-07,29,DET,NBA,C,51,33,773,16.5,.554,.000,.369,13.7,21.5,17.6,2.0,1.9,4.0,14.3,18.5,0.9,1.5,2.3,.145,-2.5,0.6,-1.9,0.0,
Ronald Murray,2006-07,27,DET,NBA,SG,69,18,1477,10.8,.474,.189,.274,2.1,7.0,4.5,20.4,1.8,0.7,15.5,18.7,-0.1,1.4,1.3,.042,-2.3,-0.2,-2.4,-0.1,
Tayshaun Prince,2006-07,26,DET,NBA,SF,82,82,3001,16.0,.534,.211,.225,5.7,11.3,8.5,12.9,0.9,1.4,8.2,18.9,5.1,2.9,8.0,.128,2.1,-0.4,1.8,2.9,"DPOY-11,DEF2"
Rasheed Wallace,2006-07,32,DET,NBA,C,75,72,2419,15.7,.513,.351,.163,4.4,22.2,13.3,8.9,1.7,3.8,9.4,19.6,1.8,4.4,6.2,.123,0.4,1.6,2.0,2.5,
Chris Webber,2006-07,33,DET,NBA,PF,43,42,1277,16.9,.520,.015,.323,8.1,18.7,13.4,17.0,1.8,1.6,13.7,20.2,1.3,1.9,3.3,.123,0.5,1.2,1.7,1.2,
