Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2018-10-17,,UTA,L,117,123,,49,95,.516,7,19,.368,42,76,.553,.553,12,18,.667,5,32,37,17,8,3,9,27,41,79,.519,13,27,.481,28,52,.538,.601,28,38,.737,5,39,44,21,8,4,17,19
2,2,2018-10-19,@,NOP,L,129,149,,50,96,.521,10,25,.400,40,71,.563,.573,19,26,.731,9,30,39,24,6,2,13,26,56,95,.589,16,31,.516,40,64,.625,.674,21,33,.636,12,40,52,35,6,4,16,25
3,3,2018-10-21,@,OKC,W,131,120,,50,91,.549,10,22,.455,40,69,.580,.604,21,28,.750,12,34,46,28,11,7,20,26,46,104,.442,9,39,.231,37,65,.569,.486,19,30,.633,18,33,51,23,11,9,18,29
4,4,2018-10-23,@,DEN,L,112,126,,45,86,.523,13,31,.419,32,55,.582,.599,9,20,.450,9,30,39,29,7,6,16,17,51,99,.515,11,30,.367,40,69,.580,.571,13,15,.867,15,34,49,31,11,3,12,22
5,5,2018-10-24,,MEM,W,97,92,,35,83,.422,6,18,.333,29,65,.446,.458,21,33,.636,15,42,57,19,7,5,17,15,36,94,.383,10,37,.270,26,57,.456,.436,10,13,.769,13,36,49,18,7,6,15,25
6,6,2018-10-26,,WAS,W,116,112,,44,95,.463,14,37,.378,30,58,.517,.537,14,23,.609,14,39,53,25,8,4,19,18,40,86,.465,14,42,.333,26,44,.591,.547,18,23,.783,5,37,42,22,8,7,21,27
7,7,2018-10-29,@,MIA,W,123,113,,48,97,.495,12,26,.462,36,71,.507,.557,15,25,.600,9,37,46,28,8,8,14,23,38,92,.413,13,39,.333,25,53,.472,.484,24,34,.706,13,39,52,20,10,9,18,21
8,8,2018-10-30,@,ORL,W,107,99,,41,84,.488,8,22,.364,33,62,.532,.536,17,26,.654,8,43,51,22,8,6,15,20,36,91,.396,11,43,.256,25,48,.521,.456,16,22,.727,11,37,48,28,10,8,17,22
9,9,2018-11-01,@,ATL,W,146,115,,53,98,.541,14,35,.400,39,63,.619,.612,26,32,.813,10,36,46,38,14,3,14,29,42,87,.483,8,31,.258,34,56,.607,.529,23,34,.676,10,33,43,26,6,6,22,28
10,10,2018-11-04,@,MIL,L,109,144,,42,95,.442,14,36,.389,28,59,.475,.516,11,22,.500,8,36,44,24,6,4,15,26,46,95,.484,22,56,.393,24,39,.615,.600,30,33,.909,10,46,56,30,6,7,13,20
11,11,2018-11-07,,TOR,L,105,114,,42,88,.477,8,23,.348,34,65,.523,.523,13,18,.722,6,25,31,27,10,5,15,26,41,89,.461,11,36,.306,30,53,.566,.522,21,23,.913,13,40,53,17,10,4,22,20
12,12,2018-11-09,,MIN,W,121,110,,43,95,.453,12,32,.375,31,63,.492,.516,23,29,.793,12,37,49,25,7,6,13,29,39,94,.415,7,25,.280,32,69,.464,.452,25,31,.806,15,37,52,20,6,1,17,23
13,13,2018-11-10,,LAL,L,86,101,,32,92,.348,6,25,.240,26,67,.388,.380,16,20,.800,13,37,50,11,7,5,19,20,41,99,.414,12,38,.316,29,61,.475,.475,7,17,.412,17,42,59,23,11,3,16,20
14,14,2018-11-12,,SAS,W,104,99,,43,86,.500,11,24,.458,32,62,.516,.564,7,12,.583,7,38,45,27,12,3,13,20,38,87,.437,10,31,.323,28,56,.500,.494,13,16,.813,9,34,43,25,5,4,15,12
15,15,2018-11-16,@,MEM,L,104,112,,37,80,.463,12,33,.364,25,47,.532,.538,18,24,.750,9,33,42,23,9,2,21,24,43,85,.506,11,25,.440,32,60,.533,.571,15,24,.625,9,31,40,24,11,5,16,23
16,16,2018-11-17,@,HOU,L,112,132,,46,102,.451,11,35,.314,35,67,.522,.505,9,12,.750,13,26,39,23,10,3,14,21,46,81,.568,20,47,.426,26,34,.765,.691,20,24,.833,6,35,41,27,9,10,22,20
17,17,2018-11-19,,OKC,W,117,113,,45,102,.441,16,38,.421,29,64,.453,.520,11,17,.647,14,45,59,29,7,4,15,18,45,108,.417,12,41,.293,33,67,.493,.472,11,16,.688,13,40,53,22,8,3,13,22
18,18,2018-11-21,@,UTA,W,119,110,,47,89,.528,11,25,.440,36,64,.563,.590,14,19,.737,8,40,48,27,5,4,11,30,38,88,.432,12,39,.308,26,49,.531,.500,22,31,.710,12,34,46,21,7,7,10,21
19,19,2018-11-24,@,GSW,L,116,117,,42,97,.433,11,28,.393,31,69,.449,.490,21,29,.724,13,34,47,28,6,4,8,22,41,88,.466,10,34,.294,31,54,.574,.523,25,29,.862,12,42,54,28,5,6,15,24
20,20,2018-11-25,,UTA,L,112,133,,40,85,.471,9,23,.391,31,62,.500,.524,23,31,.742,7,29,36,20,10,7,17,25,49,92,.533,10,30,.333,39,62,.629,.587,25,33,.758,13,36,49,30,11,5,19,26
21,21,2018-11-29,,LAC,L,121,133,,46,96,.479,7,24,.292,39,72,.542,.516,22,26,.846,16,32,48,26,4,2,11,25,50,90,.556,12,28,.429,38,62,.613,.622,21,28,.750,8,30,38,25,7,5,10,21
22,22,2018-12-01,,IND,W,111,110,,41,91,.451,13,29,.448,28,62,.452,.522,16,24,.667,14,32,46,25,10,3,20,16,43,82,.524,10,24,.417,33,58,.569,.585,14,18,.778,6,36,42,32,11,5,25,26
23,23,2018-12-04,@,PHO,W,122,105,,45,84,.536,11,24,.458,34,60,.567,.601,21,32,.656,9,33,42,27,13,3,13,22,38,87,.437,12,43,.279,26,44,.591,.506,17,21,.810,13,30,43,27,9,4,21,27
24,24,2018-12-07,@,CLE,W,129,110,,56,98,.571,13,29,.448,43,69,.623,.638,4,7,.571,10,25,35,31,6,5,9,18,43,81,.531,10,26,.385,33,55,.600,.593,14,19,.737,7,28,35,20,4,0,18,17
25,25,2018-12-08,@,IND,L,97,107,,38,90,.422,9,32,.281,29,58,.500,.472,12,15,.800,12,31,43,24,9,8,14,21,40,92,.435,8,30,.267,32,62,.516,.478,19,22,.864,15,37,52,26,7,8,17,17
