Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2013-10-30,,DEN,W,90,88,,33,81,.407,8,21,.381,25,60,.417,.457,16,23,.696,11,30,41,13,8,7,14,26,34,79,.430,5,15,.333,29,64,.453,.462,15,17,.882,8,33,41,19,3,11,19,21
2,2,2013-11-01,,LAC,L,101,110,,36,79,.456,6,17,.353,30,62,.484,.494,23,32,.719,10,25,35,21,7,5,10,27,35,70,.500,12,24,.500,23,46,.500,.586,28,34,.824,10,29,39,26,4,5,15,29
3,3,2013-11-02,@,GSW,L,87,98,,30,87,.345,6,26,.231,24,61,.393,.379,21,24,.875,16,32,48,16,9,1,15,18,39,76,.513,11,27,.407,28,49,.571,.586,9,12,.750,5,39,44,28,8,7,18,22
4,4,2013-11-05,,ATL,L,100,105,,35,80,.438,10,31,.323,25,49,.510,.500,20,21,.952,10,29,39,22,10,4,18,26,39,81,.481,8,22,.364,31,59,.525,.531,19,26,.731,9,27,36,26,11,7,14,15
5,5,2013-11-08,@,POR,L,91,104,,36,86,.419,6,22,.273,30,64,.469,.453,13,15,.867,8,23,31,20,11,1,11,24,39,80,.488,10,23,.435,29,57,.509,.550,16,18,.889,11,36,47,28,4,5,17,18
6,6,2013-11-09,,POR,L,85,96,,36,78,.462,3,12,.250,33,66,.500,.481,10,14,.714,8,25,33,17,7,2,10,20,36,82,.439,9,20,.450,27,62,.435,.494,15,22,.682,19,33,52,25,6,2,13,17
7,7,2013-11-13,,BRK,W,107,86,,41,94,.436,8,24,.333,33,70,.471,.479,17,23,.739,12,38,50,26,8,3,7,23,31,82,.378,3,13,.231,28,69,.406,.396,21,27,.778,10,42,52,14,2,7,15,23
8,8,2013-11-15,,DET,L,90,97,,34,80,.425,10,25,.400,24,55,.436,.488,12,17,.706,11,32,43,22,4,5,17,19,38,85,.447,6,23,.261,32,62,.516,.482,15,24,.625,13,33,46,26,10,6,12,20
9,9,2013-11-17,,MEM,L,86,97,,33,87,.379,7,23,.304,26,64,.406,.420,13,17,.765,11,24,35,21,8,2,8,20,40,72,.556,4,13,.308,36,59,.610,.583,13,18,.722,7,42,49,30,4,4,16,20
10,10,2013-11-19,,PHO,W,107,104,,39,83,.470,8,22,.364,31,61,.508,.518,21,28,.750,15,33,48,21,8,3,21,24,37,79,.468,10,29,.345,27,50,.540,.532,20,28,.714,6,25,31,23,9,3,16,23
11,11,2013-11-20,@,PHO,W,113,106,,37,80,.463,7,17,.412,30,63,.476,.506,32,38,.842,9,33,42,19,11,2,11,23,38,85,.447,15,33,.455,23,52,.442,.535,15,22,.682,13,24,37,12,6,6,17,26
12,12,2013-11-23,@,LAC,L,102,103,,37,88,.420,5,17,.294,32,71,.451,.449,23,30,.767,11,35,46,26,8,4,11,33,33,68,.485,11,25,.440,22,43,.512,.566,26,45,.578,5,34,39,22,5,5,19,26
13,13,2013-11-24,@,LAL,L,86,100,,35,84,.417,8,24,.333,27,60,.450,.464,8,15,.533,7,35,42,24,6,3,14,17,40,87,.460,8,26,.308,32,61,.525,.506,12,15,.800,9,35,44,20,8,9,10,17
14,14,2013-11-29,,LAC,L,98,104,OT,42,91,.462,6,23,.261,36,68,.529,.495,8,10,.800,12,32,44,24,4,5,16,33,37,83,.446,6,20,.300,31,63,.492,.482,24,37,.649,13,33,46,20,4,9,12,16
15,15,2013-12-01,,GSW,L,113,115,,40,76,.526,9,19,.474,31,57,.544,.586,24,28,.857,11,28,39,22,11,1,24,25,42,82,.512,15,25,.600,27,57,.474,.604,16,22,.727,10,22,32,22,13,5,18,25
16,16,2013-12-03,,OKC,L,95,97,,35,89,.393,10,29,.345,25,60,.417,.449,15,19,.789,13,28,41,24,9,5,8,18,36,83,.434,7,20,.350,29,63,.460,.476,18,20,.900,10,37,47,21,5,5,17,20
17,17,2013-12-06,,LAL,L,100,106,,37,86,.430,10,22,.455,27,64,.422,.488,16,22,.727,18,33,51,25,10,4,17,19,41,86,.477,12,32,.375,29,54,.537,.547,12,18,.667,10,26,36,24,10,7,12,20
18,18,2013-12-07,@,UTA,W,112,102,OT,39,94,.415,3,15,.200,36,79,.456,.431,31,38,.816,13,36,49,26,11,7,10,26,36,89,.404,8,19,.421,28,70,.400,.449,22,30,.733,12,38,50,20,5,9,16,32
19,19,2013-12-09,,DAL,W,112,97,,38,81,.469,9,25,.360,29,56,.518,.525,27,34,.794,11,40,51,23,10,4,21,23,37,95,.389,5,27,.185,32,68,.471,.416,18,20,.900,9,30,39,22,14,4,16,25
20,20,2013-12-11,,UTA,L,101,122,,35,78,.449,4,13,.308,31,65,.477,.474,27,33,.818,13,27,40,13,2,4,12,20,48,89,.539,13,23,.565,35,66,.530,.612,13,15,.867,12,27,39,35,7,8,8,27
21,21,2013-12-13,@,PHO,L,107,116,,38,87,.437,6,19,.316,32,68,.471,.471,25,29,.862,17,26,43,12,11,4,17,22,41,83,.494,12,24,.500,29,59,.492,.566,22,29,.759,16,27,43,20,11,9,17,20
22,22,2013-12-15,,HOU,W,106,91,,39,81,.481,3,13,.231,36,68,.529,.500,25,30,.833,7,36,43,17,8,6,16,25,31,75,.413,7,27,.259,24,48,.500,.460,22,38,.579,11,31,42,15,6,5,17,26
23,23,2013-12-17,@,CHA,L,87,95,,30,80,.375,4,15,.267,26,65,.400,.400,23,28,.821,9,33,42,18,8,4,15,23,35,78,.449,8,17,.471,27,61,.443,.500,17,24,.708,5,37,42,26,9,6,15,26
24,24,2013-12-18,@,ATL,L,107,124,,40,84,.476,6,15,.400,34,69,.493,.512,21,25,.840,7,26,33,25,6,1,13,20,47,81,.580,15,25,.600,32,56,.571,.673,15,18,.833,9,35,44,38,7,6,17,21
25,25,2013-12-20,@,MIA,L,103,122,,43,74,.581,7,22,.318,36,52,.692,.628,10,24,.417,7,25,32,25,14,1,20,16,51,83,.614,10,23,.435,41,60,.683,.675,10,14,.714,7,32,39,32,15,3,18,16
26,26,2013-12-21,@,ORL,W,105,100,,39,79,.494,12,23,.522,27,56,.482,.570,15,23,.652,12,32,44,17,8,4,16,23,39,82,.476,8,20,.400,31,62,.500,.524,14,23,.609,11,31,42,17,8,6,18,24
27,27,2013-12-23,,NOP,L,100,113,,31,74,.419,7,17,.412,24,57,.421,.466,31,42,.738,16,27,43,15,9,6,22,22,41,83,.494,8,17,.471,33,66,.500,.542,23,27,.852,15,30,45,28,13,2,16,26
28,28,2013-12-27,,MIA,W,108,103,OT,41,83,.494,5,20,.250,36,63,.571,.524,21,25,.840,10,41,51,23,5,4,23,21,38,86,.442,11,32,.344,27,54,.500,.506,16,21,.762,4,31,35,23,9,5,17,23
