Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2002-10-29,@,LAL,W,87,82,,26,71,.366,3,10,.300,23,61,.377,.387,32,46,.696,11,41,52,15,15,11,20,26,27,85,.318,4,13,.308,23,72,.319,.341,24,30,.800,17,31,48,16,10,5,18,34
2,2,2002-10-30,@,GSW,L,98,106,,41,87,.471,6,18,.333,35,69,.507,.506,10,20,.500,22,20,42,25,10,6,19,21,40,83,.482,5,9,.556,35,74,.473,.512,21,26,.808,18,28,46,25,7,10,18,24
3,3,2002-11-01,,TOR,W,91,72,,34,75,.453,2,12,.167,32,63,.508,.467,21,32,.656,12,36,48,13,9,8,18,24,25,81,.309,5,13,.385,20,68,.294,.340,17,23,.739,16,29,45,9,8,3,24,29
4,4,2002-11-04,@,MEM,W,103,101,OT,42,93,.452,6,19,.316,36,74,.486,.484,13,18,.722,12,33,45,25,8,3,18,27,35,85,.412,3,11,.273,32,74,.432,.429,28,34,.824,16,33,49,18,15,9,20,24
5,5,2002-11-05,,GSW,W,93,73,,36,80,.450,8,15,.533,28,65,.431,.500,13,18,.722,15,38,53,20,8,10,18,20,27,78,.346,0,8,.000,27,70,.386,.346,19,21,.905,11,28,39,13,8,6,17,21
6,6,2002-11-09,,POR,L,76,95,,27,70,.386,5,13,.385,22,57,.386,.421,17,23,.739,11,23,34,15,7,7,19,18,38,74,.514,4,7,.571,34,67,.507,.541,15,21,.714,7,33,40,23,12,5,14,18
7,7,2002-11-11,,MIN,W,91,75,,35,89,.393,9,27,.333,26,62,.419,.444,12,18,.667,11,40,51,23,6,5,10,19,30,83,.361,0,5,.000,30,78,.385,.361,15,21,.714,12,33,45,15,6,7,15,15
8,8,2002-11-13,@,NJN,L,82,91,,29,77,.377,7,14,.500,22,63,.349,.422,17,24,.708,14,26,40,15,12,1,21,19,33,77,.429,2,6,.333,31,71,.437,.442,23,28,.821,13,35,48,16,9,5,21,21
9,9,2002-11-14,@,PHI,L,94,99,,34,77,.442,8,19,.421,26,58,.448,.494,18,31,.581,9,33,42,25,6,8,12,19,38,87,.437,4,6,.667,34,81,.420,.460,19,23,.826,13,35,48,22,5,10,9,24
10,10,2002-11-16,@,CLE,W,90,77,,34,73,.466,10,17,.588,24,56,.429,.534,12,18,.667,6,37,43,26,9,10,19,18,33,84,.393,2,7,.286,31,77,.403,.405,9,12,.750,12,33,45,23,11,7,19,21
