Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2016-10-25,,SAS,L,100,129,,40,85,.471,7,33,.212,33,52,.635,.512,13,18,.722,8,27,35,24,11,6,16,19,47,98,.480,12,24,.500,35,74,.473,.541,23,26,.885,21,34,55,25,13,3,14,19
2,2,2016-10-28,@,NOP,W,122,114,,44,91,.484,9,28,.321,35,63,.556,.533,25,28,.893,9,40,49,32,8,2,14,22,47,100,.470,5,22,.227,42,78,.538,.495,15,23,.652,12,37,49,29,8,5,15,24
3,3,2016-10-30,@,PHO,W,106,100,,35,83,.422,8,29,.276,27,54,.500,.470,28,33,.848,7,36,43,27,6,5,16,23,37,90,.411,8,23,.348,29,67,.433,.456,18,25,.720,11,39,50,19,10,6,12,26
4,4,2016-11-01,@,POR,W,127,104,,50,89,.562,10,26,.385,40,63,.635,.618,17,23,.739,7,38,45,36,14,4,16,19,37,86,.430,14,39,.359,23,47,.489,.512,16,21,.762,6,26,32,23,12,4,18,17
5,5,2016-11-03,,OKC,W,122,96,,46,89,.517,14,30,.467,32,59,.542,.596,16,20,.800,15,31,46,27,9,14,16,18,35,87,.402,10,27,.370,25,60,.417,.460,16,28,.571,13,28,41,20,8,6,16,20
6,6,2016-11-04,@,LAL,L,97,117,,39,86,.453,5,32,.156,34,54,.630,.483,14,20,.700,9,31,40,26,13,3,20,13,45,95,.474,8,30,.267,37,65,.569,.516,19,21,.905,16,35,51,26,9,5,16,19
7,7,2016-11-07,,NOP,W,116,106,,45,90,.500,16,35,.457,29,55,.527,.589,10,12,.833,10,28,38,35,14,4,15,17,39,80,.488,7,21,.333,32,59,.542,.531,21,27,.778,11,32,43,26,8,1,20,16
8,8,2016-11-09,,DAL,W,116,95,,43,74,.581,17,33,.515,26,41,.634,.696,13,22,.591,5,34,39,33,3,5,15,22,34,86,.395,6,28,.214,28,58,.483,.430,21,28,.750,13,29,42,20,10,2,7,20
9,9,2016-11-10,@,DEN,W,125,101,,46,85,.541,14,30,.467,32,55,.582,.624,19,20,.950,9,35,44,33,15,6,15,18,38,94,.404,13,36,.361,25,58,.431,.473,12,17,.706,17,27,44,26,7,3,19,18
10,10,2016-11-13,,PHO,W,133,120,,45,87,.517,16,33,.485,29,54,.537,.609,27,31,.871,8,35,43,32,8,7,16,20,46,90,.511,8,24,.333,38,66,.576,.556,20,26,.769,8,30,38,27,10,3,13,29
11,11,2016-11-16,@,TOR,W,127,121,,44,87,.506,13,36,.361,31,51,.608,.580,26,28,.929,7,28,35,33,9,7,12,25,37,82,.451,10,25,.400,27,57,.474,.512,37,41,.902,13,33,46,16,8,1,15,22
12,12,2016-11-18,@,BOS,W,104,88,,44,90,.489,9,28,.321,35,62,.565,.539,7,12,.583,9,41,50,33,10,7,11,20,31,83,.373,11,32,.344,20,51,.392,.440,15,19,.789,7,36,43,19,6,3,13,12
13,13,2016-11-19,@,MIL,W,124,121,,42,95,.442,14,38,.368,28,57,.491,.516,26,32,.813,18,27,45,30,8,5,12,25,46,89,.517,10,20,.500,36,69,.522,.573,19,25,.760,10,31,41,27,7,1,13,23
14,14,2016-11-21,@,IND,W,120,83,,40,90,.444,13,36,.361,27,54,.500,.517,27,32,.844,12,48,60,31,9,10,12,17,33,103,.320,6,23,.261,27,80,.338,.350,11,12,.917,15,34,49,13,5,4,13,23
15,15,2016-11-23,,LAL,W,149,106,,53,86,.616,19,36,.528,34,50,.680,.727,24,35,.686,6,42,48,47,7,5,10,20,40,93,.430,8,20,.400,32,73,.438,.473,18,22,.818,7,30,37,22,5,1,12,25
16,16,2016-11-25,@,LAL,W,109,85,,43,83,.518,11,28,.393,32,55,.582,.584,12,17,.706,4,40,44,31,10,10,18,21,32,90,.356,5,22,.227,27,68,.397,.383,16,23,.696,14,31,45,20,12,3,18,16
17,17,2016-11-26,,MIN,W,115,102,,45,81,.556,11,22,.500,34,59,.576,.623,14,17,.824,12,33,45,25,9,8,18,14,41,89,.461,10,35,.286,31,54,.574,.517,10,12,.833,8,24,32,22,8,3,14,15
18,18,2016-11-28,,ATL,W,105,100,,37,85,.435,12,35,.343,25,50,.500,.506,19,24,.792,7,34,41,25,6,10,15,20,36,85,.424,7,29,.241,29,56,.518,.465,21,30,.700,13,37,50,20,11,4,19,22
