Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2004-11-02,@,DAL,L,98,107,,36,87,.414,3,17,.176,33,70,.471,.431,23,30,.767,18,25,43,21,9,6,17,19,40,81,.494,7,16,.438,33,65,.508,.537,20,23,.870,13,30,43,27,11,8,14,23
2,2,2004-11-03,@,SAS,L,85,101,,32,79,.405,3,8,.375,29,71,.408,.424,18,19,.947,9,27,36,19,8,4,14,21,37,82,.451,7,18,.389,30,64,.469,.494,20,26,.769,18,36,54,19,8,6,17,22
3,3,2004-11-06,@,HOU,L,101,104,OT,36,96,.375,5,15,.333,31,81,.383,.401,24,28,.857,18,36,54,23,4,4,10,21,39,87,.448,11,29,.379,28,58,.483,.511,15,24,.625,11,33,44,24,7,5,9,24
4,4,2004-11-09,,TOR,W,108,92,,45,83,.542,2,14,.143,43,69,.623,.554,16,21,.762,7,42,49,31,6,8,19,26,35,97,.361,5,23,.217,30,74,.405,.387,17,27,.630,19,25,44,16,9,4,10,16
5,5,2004-11-10,@,SEA,L,78,108,,26,78,.333,1,13,.077,25,65,.385,.340,25,39,.641,16,23,39,14,4,4,14,26,34,82,.415,8,18,.444,26,64,.406,.463,32,40,.800,18,36,54,19,7,4,17,33
6,6,2004-11-13,@,PHO,W,113,111,,43,87,.494,7,15,.467,36,72,.500,.534,20,22,.909,13,21,34,24,10,3,9,20,41,81,.506,9,24,.375,32,57,.561,.562,20,22,.909,15,27,42,15,4,9,17,21
7,7,2004-11-14,,DEN,W,101,89,,34,78,.436,9,22,.409,25,56,.446,.494,24,30,.800,8,38,46,21,6,5,17,20,33,86,.384,7,14,.500,26,72,.361,.424,16,26,.615,14,31,45,19,11,4,14,23
8,8,2004-11-16,,CHI,W,113,106,,35,76,.461,11,26,.423,24,50,.480,.533,32,38,.842,9,31,40,24,9,1,12,18,41,92,.446,12,24,.500,29,68,.426,.511,12,18,.667,20,32,52,19,7,2,18,28
9,9,2004-11-19,,MEM,W,107,105,,36,76,.474,5,17,.294,31,59,.525,.507,30,37,.811,8,23,31,28,9,5,10,24,38,75,.507,9,21,.429,29,54,.537,.567,20,28,.714,11,34,45,19,3,3,20,28
10,10,2004-11-21,,MIL,W,88,79,,30,82,.366,4,13,.308,26,69,.377,.390,24,28,.857,10,41,51,25,8,5,14,18,32,90,.356,3,15,.200,29,75,.387,.372,12,16,.750,11,38,49,16,5,1,14,24
11,11,2004-11-23,,HOU,W,102,96,,39,85,.459,7,21,.333,32,64,.500,.500,17,20,.850,13,25,38,30,5,4,7,14,37,71,.521,8,19,.421,29,52,.558,.577,14,16,.875,6,33,39,20,2,2,18,19
12,12,2004-11-26,@,LAL,W,109,106,,39,89,.438,6,21,.286,33,68,.485,.472,25,27,.926,11,27,38,28,7,5,8,26,36,87,.414,8,22,.364,28,65,.431,.460,26,33,.788,16,31,47,23,5,6,13,25
13,13,2004-11-28,,MIN,L,110,121,,41,89,.461,5,11,.455,36,78,.462,.489,23,32,.719,9,28,37,24,7,5,8,22,44,90,.489,9,15,.600,35,75,.467,.539,24,28,.857,12,39,51,22,5,12,14,27
14,14,2004-11-30,@,MEM,W,98,93,,39,78,.500,6,11,.545,33,67,.493,.538,14,17,.824,8,29,37,24,7,9,13,20,39,86,.453,3,11,.273,36,75,.480,.471,12,19,.632,18,25,43,21,8,9,14,19
15,15,2004-12-01,@,NOH,W,94,81,,34,70,.486,6,21,.286,28,49,.571,.529,20,23,.870,11,31,42,26,8,0,18,15,37,96,.385,1,13,.077,36,83,.434,.391,6,7,.857,21,24,45,22,10,2,14,18
