Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2017-10-18,,HOU,L,100,105,,42,88,.477,8,23,.348,34,65,.523,.523,8,10,.800,9,33,42,19,5,4,18,20,33,83,.398,12,45,.267,21,38,.553,.470,27,29,.931,12,32,44,19,7,3,16,14
2,2,2017-10-20,@,DAL,W,93,88,,37,87,.425,10,23,.435,27,64,.422,.483,9,13,.692,16,41,57,20,8,3,15,18,31,75,.413,11,33,.333,20,42,.476,.487,15,21,.714,7,29,36,19,8,7,12,13
3,3,2017-10-21,@,DEN,L,79,96,,31,85,.365,8,22,.364,23,63,.365,.412,9,13,.692,12,27,39,15,6,3,14,21,37,85,.435,10,30,.333,27,55,.491,.494,12,20,.600,18,40,58,25,7,2,16,19
4,4,2017-10-23,@,PHO,L,115,117,,43,99,.434,9,22,.409,34,77,.442,.480,20,29,.690,13,24,37,19,13,2,9,25,42,77,.545,10,30,.333,32,47,.681,.610,23,27,.852,6,39,45,20,6,5,20,25
5,5,2017-10-26,,NOP,L,106,114,,38,81,.469,7,20,.350,31,61,.508,.512,23,25,.920,5,29,34,25,7,5,13,17,42,86,.488,13,32,.406,29,54,.537,.564,17,23,.739,10,37,47,22,5,3,15,24
6,6,2017-10-29,,WAS,L,83,110,,32,82,.390,6,22,.273,26,60,.433,.427,13,16,.813,11,32,43,13,8,2,20,20,40,85,.471,17,34,.500,23,51,.451,.571,13,20,.650,13,36,49,28,9,3,17,18
7,7,2017-10-31,@,IND,L,83,101,,37,88,.420,2,14,.143,35,74,.473,.432,7,14,.500,9,36,45,15,8,5,15,18,36,85,.424,12,29,.414,24,56,.429,.494,17,22,.773,14,39,53,25,8,7,15,17
8,8,2017-11-01,@,BOS,L,86,113,,35,81,.432,6,20,.300,29,61,.475,.469,10,12,.833,7,19,26,24,10,5,15,18,40,82,.488,17,41,.415,23,41,.561,.591,16,19,.842,16,36,52,30,10,3,18,19
9,9,2017-11-04,@,DET,L,99,108,,40,76,.526,10,21,.476,30,55,.545,.592,9,13,.692,3,29,32,24,6,1,18,23,40,79,.506,13,24,.542,27,55,.491,.589,15,22,.682,8,27,35,28,10,3,14,19
10,10,2017-11-07,,OKC,W,94,86,,37,79,.468,9,24,.375,28,55,.509,.525,11,12,.917,5,42,47,21,6,5,23,24,29,86,.337,10,37,.270,19,49,.388,.395,18,23,.783,9,35,44,15,16,2,17,17
11,11,2017-11-09,,PHI,W,109,108,,40,93,.430,12,27,.444,28,66,.424,.495,17,28,.607,8,37,45,29,6,5,9,19,37,87,.425,15,37,.405,22,50,.440,.511,19,27,.704,13,43,56,23,6,5,17,28
12,12,2017-11-11,@,NYK,L,91,118,,30,80,.375,7,22,.318,23,58,.397,.419,24,30,.800,11,31,42,19,6,4,13,18,47,90,.522,12,27,.444,35,63,.556,.589,12,15,.800,8,32,40,29,6,6,11,22
13,13,2017-11-13,@,WAS,L,92,110,,34,84,.405,12,23,.522,22,61,.361,.476,12,18,.667,10,25,35,19,8,4,10,15,44,86,.512,11,34,.324,33,52,.635,.576,11,12,.917,10,40,50,30,7,1,11,21
14,14,2017-11-15,@,ATL,L,80,126,,31,88,.352,6,28,.214,25,60,.417,.386,12,20,.600,11,18,29,18,12,2,12,19,50,79,.633,16,32,.500,34,47,.723,.734,10,16,.625,9,44,53,40,9,6,19,23
15,15,2017-11-17,,POR,W,86,82,,36,85,.424,4,14,.286,32,71,.451,.447,10,15,.667,12,31,43,20,11,5,13,22,30,81,.370,7,25,.280,23,56,.411,.414,15,16,.938,11,33,44,13,8,1,18,20
16,16,2017-11-18,@,POR,L,90,102,,34,89,.382,8,17,.471,26,72,.361,.427,14,18,.778,9,27,36,14,9,4,11,24,38,70,.543,10,21,.476,28,49,.571,.614,16,21,.762,5,39,44,19,6,8,18,22
17,17,2017-11-20,,DEN,L,98,114,,41,86,.477,8,20,.400,33,66,.500,.523,8,9,.889,5,29,34,18,11,6,13,19,42,86,.488,15,32,.469,27,54,.500,.576,15,20,.750,14,35,49,18,6,3,14,13
18,18,2017-11-22,,LAL,W,113,102,,47,85,.553,10,21,.476,37,64,.578,.612,9,14,.643,10,34,44,26,9,4,17,20,39,78,.500,15,29,.517,24,49,.490,.596,9,15,.600,4,28,32,27,8,4,17,19
19,19,2017-11-25,,LAC,L,95,97,,38,83,.458,11,21,.524,27,62,.435,.524,8,9,.889,8,29,37,19,9,8,18,17,38,80,.475,9,28,.321,29,52,.558,.531,12,13,.923,6,31,37,23,11,5,18,13
20,20,2017-11-27,@,GSW,W,110,106,,42,79,.532,9,17,.529,33,62,.532,.589,17,21,.810,11,25,36,27,7,6,15,15,40,80,.500,16,37,.432,24,43,.558,.600,10,14,.714,9,27,36,31,9,6,15,15
21,21,2017-11-28,,MIL,L,87,112,,31,77,.403,5,17,.294,26,60,.433,.435,20,29,.690,9,31,40,15,5,2,18,21,42,71,.592,9,22,.409,33,49,.673,.655,19,31,.613,1,37,38,27,13,5,12,22
22,22,2017-12-01,@,CHI,W,107,106,,45,85,.529,6,18,.333,39,67,.582,.565,11,14,.786,8,35,43,29,5,10,12,15,42,90,.467,13,36,.361,29,54,.537,.539,9,13,.692,8,30,38,30,8,2,9,16
23,23,2017-12-02,@,MIL,L,104,109,,37,77,.481,11,24,.458,26,53,.491,.552,19,21,.905,6,27,33,20,7,1,17,28,34,69,.493,6,19,.316,28,50,.560,.536,35,42,.833,9,27,36,20,9,6,15,18
24,24,2017-12-06,@,CLE,L,95,101,,39,86,.453,10,32,.313,29,54,.537,.512,7,13,.538,9,36,45,25,15,5,14,20,37,78,.474,14,39,.359,23,39,.590,.564,13,21,.619,7,36,43,28,5,3,15,10
25,25,2017-12-08,@,NOP,W,116,109,OT,47,97,.485,13,30,.433,34,67,.507,.552,9,14,.643,11,35,46,21,12,4,20,21,41,89,.461,10,28,.357,31,61,.508,.517,17,19,.895,7,28,35,19,7,3,17,14
26,26,2017-12-10,,TOR,L,87,102,,35,73,.479,10,23,.435,25,50,.500,.548,7,14,.500,7,35,42,15,7,6,21,17,39,87,.448,11,37,.297,28,50,.560,.511,13,19,.684,12,32,44,22,8,2,13,17
27,27,2017-12-12,,PHO,W,99,92,,38,89,.427,7,22,.318,31,67,.463,.466,16,22,.727,11,34,45,21,9,3,9,18,37,90,.411,7,32,.219,30,58,.517,.450,11,14,.786,13,32,45,22,5,4,12,18
28,28,2017-12-14,@,MIN,L,96,119,,36,87,.414,14,33,.424,22,54,.407,.494,10,12,.833,15,27,42,24,4,2,14,21,46,82,.561,10,21,.476,36,61,.590,.622,17,20,.850,8,31,39,29,12,9,10,19
29,29,2017-12-17,@,TOR,L,93,108,,38,81,.469,11,26,.423,27,55,.491,.537,6,8,.750,6,26,32,25,9,9,17,19,36,85,.424,13,30,.433,23,55,.418,.500,23,28,.821,12,34,46,20,8,9,12,13
30,30,2017-12-19,@,PHI,W,101,95,,41,91,.451,7,27,.259,34,64,.531,.489,12,23,.522,9,30,39,21,11,6,12,20,34,81,.420,10,35,.286,24,46,.522,.481,17,24,.708,13,40,53,21,7,6,20,19
31,31,2017-12-20,@,BRK,W,104,99,,40,82,.488,7,19,.368,33,63,.524,.530,17,20,.850,13,35,48,14,4,4,14,19,32,82,.390,15,42,.357,17,40,.425,.482,20,23,.870,14,24,38,15,5,7,11,19
32,32,2017-12-23,,SAS,L,99,108,,40,86,.465,12,22,.545,28,64,.438,.535,7,11,.636,9,33,42,21,2,2,10,17,44,88,.500,11,23,.478,33,65,.508,.563,9,11,.818,7,37,44,29,3,1,8,11
33,33,2017-12-26,@,LAC,L,95,122,,40,96,.417,7,22,.318,33,74,.446,.453,8,12,.667,10,27,37,25,11,7,10,19,44,81,.543,13,31,.419,31,50,.620,.623,21,27,.778,9,40,49,31,7,8,13,13
34,34,2017-12-27,,CLE,W,109,95,,41,79,.519,12,30,.400,29,49,.592,.595,15,18,.833,7,33,40,25,8,6,11,19,32,74,.432,12,31,.387,20,43,.465,.514,19,25,.760,7,30,37,19,9,4,12,15
35,35,2017-12-29,,PHO,L,101,111,,37,80,.463,8,23,.348,29,57,.509,.513,19,23,.826,8,29,37,23,6,2,9,23,41,85,.482,13,30,.433,28,55,.509,.559,16,24,.667,16,31,47,26,5,5,11,19
36,36,2017-12-31,,MEM,L,96,114,,37,86,.430,9,24,.375,28,62,.452,.483,13,25,.520,12,30,42,20,6,2,16,21,41,76,.539,14,30,.467,27,46,.587,.632,18,24,.750,6,38,44,22,11,8,16,21
37,37,2018-01-02,,CHO,L,111,131,,45,87,.517,7,17,.412,38,70,.543,.557,14,18,.778,16,31,47,22,1,2,15,19,51,89,.573,15,32,.469,36,57,.632,.657,14,18,.778,5,25,30,25,7,3,3,14
38,38,2018-01-06,,DEN,W,106,98,,42,94,.447,9,25,.360,33,69,.478,.495,13,17,.765,10,29,39,21,16,4,9,22,35,76,.461,13,34,.382,22,42,.524,.546,15,21,.714,8,38,46,20,2,6,26,17
39,39,2018-01-08,,SAS,L,100,107,,40,82,.488,8,23,.348,32,59,.542,.537,12,16,.750,8,37,45,19,6,1,18,14,44,90,.489,11,26,.423,33,64,.516,.550,8,13,.615,8,29,37,23,11,4,10,12
40,40,2018-01-09,@,LAL,L,86,99,,30,87,.345,8,21,.381,22,66,.333,.391,18,27,.667,10,33,43,15,15,4,16,19,37,77,.481,12,35,.343,25,42,.595,.558,13,21,.619,9,46,55,30,12,4,26,23
41,41,2018-01-11,,LAC,L,115,121,,42,85,.494,8,26,.308,34,59,.576,.541,23,28,.821,10,34,44,23,9,3,16,25,43,84,.512,13,31,.419,30,53,.566,.589,22,30,.733,8,31,39,28,9,5,18,19
42,42,2018-01-13,@,LAC,L,105,126,,43,85,.506,6,17,.353,37,68,.544,.541,13,22,.591,10,27,37,26,12,4,16,24,46,82,.561,12,31,.387,34,51,.667,.634,22,26,.846,5,34,39,29,11,5,16,22
43,43,2018-01-15,@,OKC,L,88,95,,33,84,.393,7,30,.233,26,54,.481,.435,15,25,.600,6,31,37,22,13,0,14,28,36,86,.419,9,30,.300,27,56,.482,.471,14,29,.483,18,41,59,20,10,6,20,19
44,44,2018-01-17,,UTA,L,105,120,,38,72,.528,13,21,.619,25,51,.490,.618,16,20,.800,8,28,36,19,9,4,19,21,46,81,.568,12,29,.414,34,52,.654,.642,16,20,.800,6,23,29,26,15,4,10,20
45,45,2018-01-19,@,MEM,L,88,106,,32,80,.400,11,27,.407,21,53,.396,.469,13,18,.722,11,33,44,18,10,3,21,20,39,88,.443,10,34,.294,29,54,.537,.500,18,23,.783,14,35,49,24,12,5,13,17
46,46,2018-01-22,@,CHO,L,107,112,,43,97,.443,10,22,.455,33,75,.440,.495,11,15,.733,10,32,42,27,8,3,9,22,38,86,.442,16,40,.400,22,46,.478,.535,20,25,.800,11,37,48,22,4,10,17,14
47,47,2018-01-23,@,ORL,W,105,99,,43,87,.494,8,26,.308,35,61,.574,.540,11,13,.846,11,33,44,24,9,11,14,15,36,83,.434,11,31,.355,25,52,.481,.500,16,19,.842,11,29,40,23,9,4,17,17
48,48,2018-01-25,@,MIA,W,89,88,,38,81,.469,5,12,.417,33,69,.478,.500,8,14,.571,5,33,38,17,3,6,13,21,31,82,.378,12,34,.353,19,48,.396,.451,14,18,.778,7,39,46,19,8,4,17,19
49,49,2018-01-28,@,SAS,L,98,113,,35,82,.427,18,34,.529,17,48,.354,.537,10,11,.909,6,28,34,21,5,3,9,20,45,90,.500,11,25,.440,34,65,.523,.561,12,17,.706,13,39,52,33,4,2,7,13
