Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,eFG%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
1,1,2006-11-02,@,DAL,W,97,91,,34,69,.493,4,11,.364,30,58,.517,.522,25,37,.676,7,32,39,20,6,5,12,16,38,88,.432,5,16,.313,33,72,.458,.460,10,16,.625,13,26,39,15,5,7,13,28
2,2,2006-11-03,,CLE,L,81,88,,29,69,.420,5,15,.333,24,54,.444,.457,18,34,.529,5,35,40,16,2,2,13,24,33,74,.446,4,9,.444,29,65,.446,.473,18,30,.600,8,41,49,16,6,5,12,29
3,3,2006-11-05,@,TOR,W,103,94,,39,78,.500,7,19,.368,32,59,.542,.545,18,25,.720,9,32,41,21,5,2,14,22,32,76,.421,5,13,.385,27,63,.429,.454,25,30,.833,10,29,39,11,8,1,14,20
4,4,2006-11-06,@,NYK,W,105,93,,36,75,.480,13,23,.565,23,52,.442,.567,20,24,.833,4,35,39,25,7,4,15,28,32,72,.444,3,11,.273,29,61,.475,.465,26,38,.684,8,33,41,12,5,1,16,25
5,5,2006-11-08,,PHO,W,111,106,OT,42,100,.420,5,14,.357,37,86,.430,.445,22,25,.880,15,36,51,26,6,3,12,19,46,93,.495,10,23,.435,36,70,.514,.548,4,6,.667,8,41,49,27,2,3,18,27
6,6,2006-11-11,,NYK,W,100,92,,37,73,.507,5,17,.294,32,56,.571,.541,21,38,.553,10,36,46,21,6,6,19,23,36,79,.456,2,10,.200,34,69,.493,.468,18,24,.750,6,32,38,11,11,0,15,34
7,7,2006-11-14,@,HOU,W,92,84,,36,74,.486,7,13,.538,29,61,.475,.534,13,17,.765,8,43,51,17,3,6,15,18,32,84,.381,10,23,.435,22,61,.361,.440,10,18,.556,11,25,36,16,10,4,9,13
8,8,2006-11-15,,CHA,L,92,95,OT,36,96,.375,2,17,.118,34,79,.430,.385,18,22,.818,24,39,63,21,5,6,18,19,40,92,.435,4,9,.444,36,83,.434,.457,11,19,.579,10,31,41,17,12,6,12,28
9,9,2006-11-17,,CHI,W,100,83,,37,72,.514,11,25,.440,26,47,.553,.590,15,19,.789,7,33,40,30,13,7,24,19,33,72,.458,5,9,.556,28,63,.444,.493,12,21,.571,9,30,39,18,9,4,23,18
10,10,2006-11-19,@,SAC,W,108,99,,38,86,.442,8,23,.348,30,63,.476,.488,24,28,.857,13,27,40,22,4,2,9,24,34,73,.466,4,11,.364,30,62,.484,.493,27,32,.844,7,31,38,10,4,4,12,26
11,11,2006-11-20,@,POR,W,107,98,,38,71,.535,7,20,.350,31,51,.608,.585,24,29,.828,6,19,25,19,8,7,11,16,38,76,.500,4,14,.286,34,62,.548,.526,18,20,.900,11,24,35,18,6,4,19,22
12,12,2006-11-22,,MIA,W,106,86,,41,83,.494,9,20,.450,32,63,.508,.548,15,19,.789,10,33,43,22,8,7,16,22,33,74,.446,3,9,.333,30,65,.462,.466,17,24,.708,6,28,34,15,6,5,17,21
13,13,2006-11-24,,DAL,L,92,95,,36,73,.493,3,12,.250,33,61,.541,.514,17,25,.680,10,25,35,16,6,2,18,17,38,76,.500,7,16,.438,31,60,.517,.546,12,15,.800,9,32,41,23,10,2,19,24
14,14,2006-11-26,@,SEA,W,98,78,,41,78,.526,7,15,.467,34,63,.540,.571,9,11,.818,13,35,48,25,6,1,18,12,33,86,.384,1,10,.100,32,76,.421,.390,11,16,.688,16,18,34,17,11,4,11,13
15,15,2006-11-27,@,GSW,L,102,111,,36,87,.414,6,16,.375,30,71,.423,.448,24,26,.923,13,27,40,21,7,10,13,14,41,83,.494,9,17,.529,32,66,.485,.548,20,24,.833,8,28,36,27,10,11,13,18
16,16,2006-11-29,@,UTA,L,75,83,,29,73,.397,8,24,.333,21,49,.429,.452,9,14,.643,7,27,34,16,4,5,10,22,30,73,.411,5,11,.455,25,62,.403,.445,18,27,.667,16,34,50,20,6,7,11,14
17,17,2006-12-02,,SAC,W,100,98,,35,74,.473,11,22,.500,24,52,.462,.547,19,31,.613,10,29,39,22,9,5,18,20,39,79,.494,2,12,.167,37,67,.552,.506,18,24,.750,7,33,40,19,11,4,15,23
